TF	GeneSet_ID	GeneSetName	#Set genes	Direction	#TF targets	# in overlap	P_raw	P_adj	EnrichedGenes
St18	Th17_downOnly.txt	Th17_downOnly	1248	up	83	66	0.0	0.0	2010002M12Rik 4930412O13Rik 9530053A07Rik Aldh3a1 Angpt1 Apoh Areg Ccdc148 Cd180 Cd200r3 Ces2d-ps Chst7 Cmpk2 Cxcl1 Ddx60 Dll1 Edaradd Fam160a1 Fam69c Foxc1 Glt28d2 Gm10389 Gm2762 Gpr35 Gpr82 Gpr98 Grpr Hapln1 Hdac9 Icosl Ifit3 Igj Il1rap Isg20 Klra2 Leprel1 Lin7a Loxl2 Lrrn3 Lyn Mirg Nrg1 Pgr15l Ppic Ptgs2 Rtp4 Sall4 Scn11a Sele Serpinb11 Serpinb6e Sh2d1b1 Sh3tc1 Sirpa Slc16a12 Slc2a2 Slc5a9 Slc7a8 Slit3 Sohlh1 Tmem171 Tmprss11e Trp73 Trpm1 Ttn Twist1
Nr1d1	Th17_upOnly.txt	Th17_upOnly	1170	up	89	69	0.0	0.0	1700025G04Rik 2310007L24Rik Abi3 Acsl4 Adam8 Adap1 Aloxe3 Aqp3 Art2a-ps Asph Atp6v0d2 Atrnl1 Avpi1 B3galt2 Car5b Ccr1 Cd24a Cldn4 Clgn Crispld2 Cysltr1 Dab2 Dgkg Dlg2 Dpy19l3 Dysf Efemp2 Fhod3 Furin Gap43 Gja3 Gjc2 Glis1 Havcr1 Il17a Il17f Il17re Il1r1 Il22 Il23r Impg2 Itga5 Kcnq2 Ltb4r1 Lum Mc2r Ndst1 Ninj1 Nxf7 Olfr175-ps1 Olfr525 Olfr536 Pkp3 Ppp1r14c Ptprf Sgip1 Ski Slc4a11 Smox Stard8 Tcf7l1 Thra Tnfrsf25 Tnk2 Tox2 Upp1 Vax2 Wdfy2 Xylt2
Vax2	Th17_upOnly.txt	Th17_upOnly	1170	up	172	99	0.0	0.0	2310007L24Rik Abat Abhd15 Adam12 Adam8 Adcy4 Akr1cl Arhgef40 Armcx6 Atp6v1b1 Avpi1 B3galt2 Bik Btbd3 Capg Ccdc63 Ccl20 Cpne6 Cxcl3 Cyp26b1 Cysltr1 Cysltr2 Dab2 Dlg2 Dnajc6 Enpp3 Entpd2 Eps8 Fam131b Fam184b Fes Fgf16 Fndc3c1 Foxf2 Furin Gab2 Galnt3 Gap43 Gcnt2 Gja3 Gja5 Glis1 Gm11992 Grk5 Il12rb1 Il17a Il17f Il17re Il23r Itga3 Itpka Iyd Krt18 Ltb Ltb4r1 Lyl1 Lzts1 Mab21l2 Marveld1 Mc2r Mpp3 Myo1f Myof Nav2 Ncam1 Ndst1 Nxf7 Nynrin Olfr525 Olfr527 Paqr8 Pde6d Pgf Plekhf1 Pltp Podnl1 Ppp1r14c Ppp4r4 Procr Rab39b Rbp4 S1pr2 Sema6d Serpinb1a Sirt2 Spp1 Spred3 Srxn1 Stard8 Tead3 Tgfbr3 Tmigd1 Tspan6 Tst Ttc39c Upp1 Wdfy2 Wwp1 Zfp334
Rorc	Th17_upOnly.txt	Th17_upOnly	1170	up	65	50	0.0	0.0	1700025G04Rik 2310007L24Rik Abat Acox3 Adam12 Adarb1 Adcy4 Art2a-ps B3galt2 B4galnt4 Batf C2cd4d Ccdc63 Cd5l Chm Cpd Crispld2 Cyp1b1 Cyth4 Dab2 Dpy19l3 Ebf1 Ern1 Fndc3c1 Gja5 Gm6225 Il17a Il17f Il17re Il1r1 Il23r Impg2 Itga3 Kcnmb4 Lingo4 Lpp Ltb4r1 Maf Mc2r Myo10 Nlrp3 Procr Sirt2 Smox Tec Tnfrsf25 Tspan5 Tspan6 Wdfy2 Xkrx
Nfat5	Th17_downOnly.txt	Th17_downOnly	1248	up	213	127	0.0	0.0	2900026A02Rik 4930506M07Rik Angpt1 Ankk1 Ankrd13c Arhgef6 Arnt2 Atp8b4 Atxn1 Bmp2 Cacna1c Cacna1s Calcrl Casp3 Cav2 Ccdc3 Ccdc80 Ccl22 Ccl3 Ccl9 Cd226 Cd70 Cdc14a Cdkn2a Celf2 Clec7a Csf2 Csgalnact1 Cxcl16 D430041D05Rik Dcp2 Dgki Dusp6 Edn3 Ell2 Eml6 Emr1 Evi2a Fa2h Fam111a Fam160a1 Fam53b Fam84a Filip1l Gdf3 Gfod1 Glt28d2 Gm10389 Gm4858 Gramd1b Grap Hapln1 Havcr2 Hdac9 Icosl Ifih1 Il13 Il5 Inpp4a Inpp4b Iqcf3 Itgb3 Jak2 Kcnk10 Kcnmb1 Kif13b Lin7a Mbp Mdga2 Mmd Mpzl3 Nbea Ncoa7 Nid1 Nrip1 Nrp2 Olr1 Ormdl1 Ostn Oxct1 Pank1 Pde7a Pde8a Penk Pgap1 Pgr15l Phlpp1 Phtf2 Plcl1 Pou2f2 Prickle1 Prkca Pten Ptger3 Qser1 Rai14 Rasgrp1 Rel Rilpl2 Rims2 Rnf135 Scml4 Serpinb11 Slc29a3 Slc6a11 Slco4a1 Slit3 Spin4 St18 Stap1 Stat4 Stxbp6 Sytl5 Tmem120b Tmem229b Tmem63c Tmprss11e Tnfaip8 Tnfsf11 Trp73 Trpa1 Tspan3 Ttn Twist1 Vav2 Vps13a Zdhhc15
Zbtb46	Th17_downOnly.txt	Th17_downOnly	1248	up	90	79	0.0	0.0	8430427H17Rik 9230114K14Rik AI414108 Aard Adck3 Adm Ankrd33b Arc Arhgap22 Atp11a Bco2 C2cd4b Ccdc141 Ccdc148 Ccl22 Cd180 Cd44 Cd70 Cd74 Cd80 Cd83 Dcxr Dlc1 Dll1 Dusp14 Eci1 Eomes Fam160a1 Fam78b Fn1 Gpr34 Hspg2 Idi2 Igsf9b Ikbke Il12a Irf5 Kif13b Lad1 Mreg Ncf1 Nid1 Ntrk3 Osr2 P2rx5 Pappa2 Penk Phlda3 Pla2g4f Ppap2a Rab34 Rhbdf1 Rhod Ripk2 Rnf135 Rufy3 Scin Serpinb6b Serpinb9 Serpinb9b Serpinc1 Serpine2 Slc1a2 Sp6 Stap2 Tal2 Ticam2 Tmem120b Tnc Tnfrsf11a Tnfsf15 Tnfsf4 Tnni1 Twist1 Vav2 Wnt3 Zbtb10 Zfp105 Zfp651
Tal2	Th17_downOnly.txt	Th17_downOnly	1248	up	130	86	0.0	0.0	Abcb1b Acsl5 Adm Akap2 Amigo2 Armcx2 C1ql3 Cacna1s Cacna2d1 Cadm1 Calcr Ccl3 Ccl4 Cd74 Cd80 Cd96 Cmtm7 Ctss Cyr61 Dgkk Dmxl2 Dsp Emr1 Endod1 Fap Fbn2 Fermt2 Galm Glipr1 Gpr176 Gramd1b Hdac9 Hist2h4 Hopx Hspg2 Ifih1 Ifitm2 Ifitm5 Igfbp7 Il15ra Kif13b Lrmp Maged1 Mbp Mlf1 Mnda Myh7 Nid1 Nkx1-2 Nppc Nrn1 Nsun6 Nt5e Ostn Otx1 Oxct1 Pdzrn3 Pla1a Pms1 Pnoc Prkca Rassf4 Rhbdf1 Rhbdl3 Rimklb Scin Serpinc1 Serpine2 Slc16a8 Slc1a2 Slit3 Snx11 Spry2 Sspo St8sia6 Stat4 Sult2b1 Tmcc2 Tmem19 Tmem38b Tnfrsf13c Unc13b Wisp1 Wnt10a Wnt6 Zhx2
Pou6f1	Th17_upOnly.txt	Th17_upOnly	1170	up	106	77	0.0	0.0	Abcb9 Ablim2 Adamtsl5 Anxa4 Aph1b Aplp1 Arhgef10 Arl4c C920009B18Rik Ccr5 Cdh17 Chn1 Cpox Crybg3 Cul9 Cwh43 Cxcr4 Cyfip2 Cyp1b1 Cysltr1 Efemp2 Eif4e3 Emb Entpd1 Fam131b Fam19a3 Flot2 Gad2 Galnt3 Gatm Gcnt2 Gm11346 Gm5127 Gpr15 Gpr18 Grb7 H2-Ob Kcnab3 Klrd1 Klre1 Ly6c1 Mapk3 Marveld1 Mctp2 Mt2 Mxd1 Myh3 Myo1f Myo1h Npdc1 Nrbp2 Obsl1 Pde2a Pdpn Pltp Ppm1j Prf1 Procr Rbpj Runx2 Sema4f Sesn3 Sipa1l2 Slc4a11 Spp1 Spred3 Tgfbi Tmem163 Tmem176a Trib2 Tspan5 Txk Upb1 Upp1 Ust Vps37b Ypel3
Eomes	Th17_downOnly.txt	Th17_downOnly	1248	up	74	54	0.0	0.0	2010109I03Rik 2810459M11Rik Abcb1a Agr3 Akap2 Amigo2 Arc Arl4d Bace2 Bcl6b C1ql3 C2cd4b Cadm1 Ccdc148 Ccl3 Ccr7 Csf2rb Cyth3 Dcaf17 Dhrs3 Eno3 Fam78b Fam81a Glipr1 Gng4 Idi2 Ifih1 Itga4 Klf12 Ms4a4b Ms4a4c Mx2 Nebl P2ry14 Pcsk1 Pla2g4f Plb1 Psme2 Qser1 Rtn1 Scin Serpinc1 Slc16a11 Slc1a2 Slc23a2 Slc5a11 Smpdl3b Stk4 Ticam2 Tlk1 Tlr7 Trat1 Trpa1 Wisp1
Gli3	Th17_upOnly.txt	Th17_upOnly	1170	up	91	74	0.0	0.0	2900011O08Rik 4932438H23Rik Abcc3 Abhd15 Acox3 Adam19 Adcy4 Ahrr Arid5a Art2a-ps BC029722 Casr Ccdc63 Ccdc87 Cd5l Cdyl2 Chd7 Cwh43 Cyp1b1 Cysltr1 Ddr1 Ehd4 Enah F3 Fam69b Fbxl21 Fndc3c1 Foxf2 Gja5 Gpr15 Il10 Il17a Il17f Il17re Il1rn Il24 Il9 Ildr1 Iyd Klrd1 Klre1 Lbp Lgr4 Met Myof Nhs Nkx3-1 Npr3 Pde1a Pml Ppp1r14c Ppp4r4 Procr Ptprf Rab20 Samd1 Sdc3 Sgk1 Slc12a3 Slc24a3 Slc4a8 Slco3a1 Tgm2 Timp1 Tmeff1 Tmem125 Tmem176b Tnfrsf25 Tox2 Trim9 Trp53i13 Tspan5 Tst Wdr81
Smad3	Th17_downOnly.txt	Th17_downOnly	1248	down	77	57	0.0	0.0	9030617O03Rik AI414108 Agr3 Atxn1 B3gnt2 Bcas1 Bzw2 Cald1 Casp3 Cav2 Cd274 Cd44 Celf2 Cyr61 Dapl1 Dock10 Dusp18 Enpep Fasl Fgd6 Gpr34 Grap Gyk Igfbp7 Inpp4a Lrmp Lsp1 Mndal Ncoa7 Otx1 Penk Plag1 Pvt1 Rasal1 Rhbdf1 Rhbdl3 Rilpl2 Rtn1 Scin Serpinc1 Snx9 St3gal1 Tal2 Tapbp Thrb Ticam2 Tmem19 Tnfaip8 Tnfrsf13c Tnfrsf19 Tnfsf8 Trat1 Trim12c Tspan13 Vav3 Zfp467 Zfp704
Zfp618	Th17_downOnly.txt	Th17_downOnly	1248	up	78	61	0.0	0.0	2810459M11Rik 8430427H17Rik AI414108 Agr3 Amph Ap3b1 Apod Arc Arhgap22 B4galnt3 Bmyc Boc Cc2d2a Col18a1 Cx3cl1 Cybrd1 Dio2 Dock1 Dusp18 Echdc3 Eml6 Fam81a Foxp2 Ghrh H2afy2 Igfbp7 Igsf9b Kif21a Kif26b Kndc1 Krt222 Maged1 Mbtd1 Mctp1 Myadm Napb Nostrin Nrip1 Nrn1 Olfm1 Pdgfrb Pnkd Ppap2a Ppef1 Ptrf Rnf150 Robo1 Rtn1 Ryr2 Serpinc1 Sh2b2 Slc30a3 Slc5a11 Slc6a11 Tlk1 Tmcc2 Tnfrsf13c Trpa1 Wdr93 Wtip Zan
Vdr	Th17_upOnly.txt	Th17_upOnly	1170	up	132	81	0.0	0.0	2310007L24Rik 4930486L24Rik Acsbg1 Adam12 Adam15 Adam8 Agrp Ahr Aqp3 Art2a-ps Camkk1 Capg Ccdc63 Ccnd3 Cdk16 Cdk18 Cela1 Cldn4 Clip3 Csnk1e Cyp11a1 D930048N14Rik Eaf2 Ehd4 Fbxl21 Fes Fgf16 Fkbp1b Furin Gem Gls2 Gpr65 Il17a Il17f Il17re Il2rb Il9 Inha Iyd Jup Klre1 Leprel4 Lhfp Lingo3 Lrrc27 Mapk3 Marveld1 Ncs1 Neurl3 Nynrin Obsl1 Paqr8 Plekhf1 Plod2 Ppp1r14c Prex1 Rara Rbpj Sdcbp2 Sema4f Sema4g Sept9 Slc43a2 Smtn Spsb1 Tbc1d16 Tec Timd2 Tle6 Tmem176a Tmem176b Tnk2 Trerf1 Trim46 Tro Tsc22d3 Tspan2 Ttc39c Ust Vasn Vwa1
Klf7	Th17_upOnly.txt	Th17_upOnly	1170	up	139	84	0.0	0.0	Adamtsl5 Aes Afap1 Aldh1l2 Anxa2 Aph1b Arhgef10 Arl4c Blvrb Capn5 Ccdc63 Chst12 Cnn2 Cox7a1 Cxcr1 Ddit3 Ddit4 Dennd3 Dlg4 Dok4 Emp3 Ern1 Espn Fez2 Flot1 Fosl2 Foxq1 Gatsl3 Gem Glipr2 Guca1a Hook2 Ier3 Il10ra Itga7 Kcnk7 Lipe Lpp Lrrc27 Maged2 March9 Mcf2l Mef2b Mgst3 Mt1 Mt2 Ndrg1 Ndrg4 Npc2 Numbl Padi2 Piwil2 Plekho2 Ppp2r5b Prkar1b Prph Pstpip1 Ptpn1 Rapgef3 Rasa4 Rassf1 Rcan3 Rras S100a13 Sertad1 Sertad3 Sgk1 Sgtb Sirt2 Slc17a7 Smtn Spred3 Stom Syde1 Tead3 Tle6 Tmem205 Tnnc1 Trib3 Unc13a Vegfb Vim Wipi1 Yif1b
Hif3a	Th17_downOnly.txt	Th17_downOnly	1248	down	82	65	0.0	0.0	2900026A02Rik AI414108 Aard Aim2 Ankrd23 Arhgap22 Avpr1a Bmyc Cadm1 Car2 Cyth3 Dmxl2 Dock10 Egr3 Endod1 Eno3 F8 F9 Fam129c Fmnl2 Gjb2 Glcci1 Gm2762 Gpr34 Hspg2 Idi2 Ifi203 Igsf9 Igsf9b Itgb1 Kif13b Mndal Myadm Myo1e Nid1 Nkx1-2 Notch2 Nppc Nr4a3 Nrip3 Nrp1 Nrp2 P2rx7 Papss2 Phldb2 Phtf2 Pla2g4f Pnpla3 Psd3 Reep3 Samd9l Scin Snx9 Stfa3 Tal2 Tet1 Tln2 Tmcc2 Tmem200b Tmprss3 Tnfsf11 Trim14 Vav2 Wls Yy2
Spib	Th17_downOnly.txt	Th17_downOnly	1248	up	167	109	0.0	0.0	5430427O19Rik Acot6 Adm Apobec1 Arhgef6 Armc3 Arsg Bbc3 Calhm1 Car2 Cc2d2a Ccdc146 Ccdc148 Ccdc162 Ccl22 Ccl9 Cd180 Celf2 Ces2b Cnrip1 Cx3cl1 Cxcl1 Ddit4l Dll1 Dnm3 Emr1 Enthd1 Epsti1 Evi2a F9 Fam129c Fam43a Fam81a Fas Fasl Fcamr Gbp4 Gbp8 Gcg Glipr1 Gm1123 Gm6792 Grap Gyk Hapln1 Hdac9 Idi2 Ifi203 Ifih1 Ikbke Il15 Irf5 Irf7 Itsn1 Klra2 Larp6 Lpar1 Lrmp Lrp11 Ly96 Mctp1 Mndal Mreg Ms4a4c Ncald Ncf1 Ncoa7 Oas1c Olfml2a Pgr15l Pllp Ppfibp2 Ppp3ca Prickle1 Prkca Prrg4 Ptgs2 Pydc3 Pydc4 Pyhin1 Rgmb Rhod Ripk2 Rnf135 Samsn1 Scml4 Serpinc1 Slc5a9 Snx11 Sp6 Srpk2 Stap1 Taf7 Tapbp Tesk2 Ticam2 Tmem19 Tmem200b Tmem229b Tnfsf10 Tnfsf15 Tox Trim12a Tspan13 Wls Wnt3 Zbtb46 Zdhhc15 Zfp947
L3mbtl3	Th17_downOnly.txt	Th17_downOnly	1248	up	61	48	0.0	0.0	8430427H17Rik 9030617O03Rik AI414108 Adamts6 Akr1c12 Ccr8 Cecr6 Col18a1 Cx3cl1 Cybrd1 Cyth3 Dcaf17 Endod1 Fermt1 Fgr Fibcd1 Gata3 Glipr1 Gsta4 Insm1 Klf3 Macc1 Pacsin1 Pde4a Pkhd1l1 Pla2g4f Plekhh1 Pten Ptprc Serpinb9 Serpinc1 Serpine2 Sfmbt2 Slc30a3 Slc5a11 Sp6 Src St14 Sytl5 Taf7 Tbc1d4 Thrb Tlk1 Tlr9 Txlnb Wscd2 Ypel2 Zcchc12
Ncoa1	Th17_upOnly.txt	Th17_upOnly	1170	up	61	48	1.72306613422e-13	3.92342158761e-10	4933406I18Rik Abhd15 Adam15 Afap1 Arid5a Atp2b4 Atrnl1 B3gnt8 Casr Ccr1l1 Cd24a Cd5l Cep170 Cpox Csnk1e Cyfip2 Cyp1b1 E330009J07Rik Gpr15 Kctd17 Kif5c Krt6b Lbp Lingo4 Lrfn1 Lrrc16b Mpp2 Myh3 Ndst1 Neurl1b Nipal1 Olfr536 P2ry2 Pcbp4 Plcd1 Rapgef5 Rnf19b S100a3 Sdc3 Sorl1 Spef2 Stard8 Tgfbr3 Tmem184b Ugt1a6a Wdfy2 Wwp1 Zbtb4
Nr1d2	Th17_upOnly.txt	Th17_upOnly	1170	up	46	38	2.15272244475e-13	4.89959628425e-10	2310007L24Rik Abhd15 Abi3 Adam12 Adam19 Aim1 Aqp3 Art2a-ps Capg Car5b Ccl20 Cysltr1 Dgkg Dpy19l3 Fes Furin Glis1 Il17f Il17re Il1r1 Il23r Iyd Lta Maf Myo1f Neurl1b Ninj1 Paqr8 Pik3r6 Ppp1r14c Sema6d Slc4a11 Smad3 Stab1 Stard8 Tmigd1 Trp53i13 Znrf1
Ahrr	Th17_upOnly.txt	Th17_upOnly	1170	up	107	70	2.68562949657e-13	6.10980710469e-10	4930486L24Rik Abi3 Ahr Aldh1b1 Alpk2 Armcx6 Asb2 B430306N03Rik Casr Ccr1l1 Ccr3 Cd200r1 Cd5l Cdh17 Cpox Crispld2 Ctla2b Cyp11a1 Cyp1b1 Dab2 Dst Fez2 Gad2 Gli3 Gpr15 Gpr18 Havcr1 Ildr1 Inha Kcnq2 Klre1 Lgr4 Lipe Ly6c1 Mctp2 Mfsd6l Mgll Mpp2 Myo1f Myo3b Myof Nek6 Neurl1b Nlrc3 Nynrin Oaf Obsl1 Pdpn Pik3r6 Piwil2 Pltp Procr Prr5l Ptprj Pwwp2b Rbpj S100a4 Sema6d Slc4a8 Spef2 Ssbp4 Stoml1 Tgfbi Tiparp Tmeff1 Tmem176a Tmem176b Treml2 Ugt1a6a Wwp1
Cenpt	Th17_upOnly.txt	Th17_upOnly	1170	up	53	43	3.41837669282e-13	7.77338859947e-10	Anxa2 Anxa4 Arhgap33 Arrb2 Athl1 Car9 Ccr3 Crat Ctnnd1 Dpep2 Flot2 Gls2 Gprc5a Grina Grn Il12rb2 Inha Lgals1 Mapk3 Marveld1 Mgst3 Neurl3 Obsl1 Pafah1b3 Pdpn Pld2 Ppp2r5b Procr Prph Scrt1 Sdcbp2 Sirt4 Soat2 Stoml1 Tax1bp3 Tgfbr3 Tmem176b Trim46 Trp53i13 Uchl1 Wdr54 Ypel3 Zbp1
Bcl6	Th17_upOnly.txt	Th17_upOnly	1170	up	189	114	5.09037256791e-13	1.15704168469e-09	1700025G04Rik 2810408A11Rik 4932438H23Rik 5031414D18Rik Ablim2 Acot11 Acy1 Adam8 Aldh1b1 Arhgef10 Arhgef40 Arrb2 Athl1 Bcl2 Bcl3 C920009B18Rik Car9 Ccdc63 Ccr3 Cdh17 Cep170 Ctnnd1 Cysltr1 Cyth4 Dach2 Dnajc6 Enah Eps8 Espn Etv1 Fam131b Fez2 Frem2 Gab2 Gabbr1 Gcnt2 Gfi1 Glipr2 Gm5127 Gpr15 Il17f Il17re Il1r1 Il24 Il2rb Iyd Kcna3 Krt6b Lbp Lipe Ly6e Maged2 March3 Megf8 Mei4 Mfsd6l Mta3 Myof Ndrg4 Ndst1 Nedd4 Nod2 Nos3 Npl Nr1d1 Olfr525 Pcbp4 Pik3ap1 Pik3r6 Piwil2 Plekhf1 Plekhg5 Plekho2 Plscr3 Ppp3cc Procr Pxn Rapgef3 Rapgef5 Rps6ka2 Rrad Sept4 Sept9 Serpine1 Sertad3 Sgip1 Sh3bp1 Sirt2 Slc25a35 Slc41a3 Smad3 Spef2 Srgap3 Ssbp4 Syde1 Syt13 Themis Tle2 Tmem176a Tmem176b Tnfrsf25 Tox2 Treml2 Trim46 Ubtd1 Usp35 Vash1 Vax2 Vwa1 Wdfy2 Wwp1 Xkrx Zfp36 Znrf1
Rora	Th17_upOnly.txt	Th17_upOnly	1170	up	122	80	6.26276808191e-13	1.42290090821e-09	2310007L24Rik Abhd14b Acot11 Adam8 Adcy4 Ahr Aloxe3 Alpk2 Art2a-ps Atp1a3 B3galt2 Bcl2 Camkk1 Cd28 Cdk18 Chm Cxcl3 Cysltr1 Cysltr2 Cyth4 Dkkl1 Dnajc6 Dpy19l3 Efemp2 Emb Etv6 Galc Gcnt2 Glis1 Gm6225 Gpr65 Gpr68 Hormad2 Il17a Il17re Impg2 Iyd Kcnmb4 Lif Lingo4 Lpp Ltb4r1 Marveld1 Mmp20 Myo1f Myo1h Ndst1 Nlrc3 Olfr175-ps1 Olfr527 Padi2 Pdxp Pkhd1 Plce1 Plekhg5 Ppp1r14c Prss30 Ptprj Rbfox2 Rbp4 Rbpj Ripk3 Ski Slc4a11 Smad3 Sox5 Stab1 Stard8 Sytl1 Tec Tmigd1 Tnfrsf25 Tnip2 Tnk2 Treml2 Ust Vax2 Xylt2 Zbtb4 Zfp9
Foxp2	Th17_downOnly.txt	Th17_downOnly	1248	up	165	111	6.39599484487e-13	1.45253042927e-09	1700019D03Rik 2010109I03Rik Ablim3 Acsl6 Afap1l2 Akr1d1 Ap3b1 Arc Armcx2 Bbc3 Bmp2 Bzw2 C1ql3 Cacna1s Cacna2d1 Cadm1 Ccdc148 Ccr7 Cdk5r1 Ckap4 Col18a1 Csgalnact1 Ddah1 Dgki Dhrs3 Dio2 Dlc1 Dusp18 E430016F16Rik Eea1 Endod1 Eomes F9 Fam78b Fam81a Fam89a Fermt2 Fut8 Galm Gjb2 Gm14446 Gm5544 Gpr101 H2-Eb1 Hes1 Heyl Hopx Iqsec2 Klf2 Kndc1 Lin28b Lin7a Lpl Lypd6 Meis1 Mnda Morc4 Ms4a4b Nebl Notch2 Nrg1 Ntrk3 Ocln Ostn Otx1 Pcsk1 Pdcd1lg2 Pdzk1ip1 Perp Phlpp1 Pkp4 Pm20d1 Pnma2 Pou3f1 Ppfibp2 Prickle1 Prokr2 Prox1 Prune2 Psd3 Ramp3 Rimklb Rnf150 Rtn1 Sall4 Sh2d4a Slc11a1 Slc5a11 Sostdc1 Sox6 Spin4 Spsb4 Stc2 Stk39 Stk4 Syt4 Sytl5 Tal2 Tex15 Tmem86a Tnfrsf13c Trpa1 Txlnb Unc13b Unc79 Wdr93 Wisp1 Zcchc12 Zdbf2 Zfp229 Zfp651
Thra	Th17_upOnly.txt	Th17_upOnly	1170	up	100	73	7.08544334316e-13	1.6083956389e-09	Acot11 Acvrl1 Adam15 Adap1 Amz1 Ankrd55 Aplp1 Atp1a3 Atp2b4 Bcl3 Blvrb Bok C2cd4d Car5b Car9 Ccdc87 Cln6 Cul9 Cyp2d22 Cyp2s1 Dennd3 Dlg4 Dusp9 Efemp2 Espn Ethe1 Fam131b Fbxo10 Fut4 Gatsl3 H2-Ob Haao Icam5 Il12rb1 Itgb7 Itpk1 Leprel2 Ltbp4 Lzts1 Mapk3 March9 Mex3d Mfsd2a Mfsd6l Mta3 Ncs1 Ndrg2 Nr1d1 Palm Paqr8 Parp16 Pcbp4 Pck2 Pkp3 Pla2g12a Plscr3 Ppp1r3b Ppp2r5b Pqlc1 Rasa4 Rcan3 Rgs16 Ripk3 Rorc Rras S1pr2 Stard8 Tjp3 Tle6 Tmem205 Trp53i13 Tst Vwa1
Scrt1	Th17_upOnly.txt	Th17_upOnly	1170	up	100	70	7.09210468131e-13	1.60919855219e-09	2900011O08Rik 4932438H23Rik Acox3 Acp5 Anxa2 Aplp1 Arhgef10 Arrb1 Atp6v0d2 Atp7b B3gnt3 Bcar1 Capn5 Casp6 Cbln3 Cdh17 Celf5 Clgn Cpne6 Ctla4 Cyp2s1 Dgat1 Dhrs1 Dysf Eif4e3 Fbxo10 Fbxo27 Fndc3c1 Gabbr1 Gad2 Ggn Gpr114 Inha Insl3 Itga7 Kcnmb4 L1cam Ltb4r1 Mcf2l Mrgpre Mxd1 Myo3b Ndrg1 Neat1 Olfr525 Pafah1b3 Plcxd1 Ppp1r3b Rab26 Rasa4 Rasl12 Rassf1 Rgs11 Rras Rufy4 Selenbp1 Sema6b Serpine1 Sgip1 Slc41a2 Smox Sox5 Spred3 Syngr3 Syt5 Tgfb3 Tgm1 Trim3 Unc13a Usp35
Gata3	Th17_downOnly.txt	Th17_downOnly	1248	up	101	69	7.82152120848e-13	1.77392101008e-09	2900026A02Rik 4930412O13Rik 4930506M07Rik 9030617O03Rik Adam10 Aqp4 Arnt2 B3gnt2 Bcl6b Cass4 Ccl1 Ccr8 Cd274 Cd83 Clec2i Csf1 D430041D05Rik D630039A03Rik Edaradd Ell2 Epas1 F2rl2 Fam198a Fam26f Filip1l Gbp4 Gpm6b Grap Il13 Il3 Il9r Isg20 Ism1 Itgb3 Itgb3bp Kcnmb1 Larp1b Lrrn3 Marcks Mndal Nrgn Nrp1 Nrp2 Olr1 Pde10a Pigr Pparg Ppp3ca Prkca Ptprc Rasgrp1 Samsn1 Sell Sema4c Serpine2 Smpdl3b Spry4 Stap1 Sytl2 Thrb Ticam2 Tigit Tnfsf10 Tnfsf4 Trpm6 Xdh Zfp280b Zfp426 Zfp704
Fosl1	Th17_upOnly.txt	Th17_upOnly	1170	up	133	84	8.62976357041e-13	1.95636740141e-09	Abi3 Ankrd55 Arid5a Bcl2l15 Car5b Ccnd3 Cdh23 Cdyl2 Chm Chst12 Cndp2 Cpd Ctnnd1 Cwh43 Cxcr2 Cxcr5 Cyfip2 Cyp11a1 Ddr1 Dpy19l3 Efemp2 Etv6 Fam129b Fgl2 Foxq1 Gnb5 Hmx2 Ikzf3 Il33 Il4ra Ildr1 Itga2 Itga7 Itpk1 Jup Kdm6b Klf10 Klhl6 Lpp Lrfn1 Lrp8 Lta Malt1 Mfsd2a Mt1 Mt2 Myh7b Myo10 Ncs1 Ndst1 Nek6 Npr3 Nr1d1 Padi2 Pdzd4 Piwil2 Plekho2 Pml Prss46 Pstpip1 Ptpn1 Reep6 Rgs16 Rnh1 Rps6ka4 Sema7a Slamf7 Slc4a11 Slc4a8 Sorl1 Sox5 Stac2 Stoml1 Tacstd2 Tec Tgm2 Tmem163 Tmprss6 Tnfrsf12a Tnfrsf8 Trerf1 Trpc3 Tubb6 Ubtd1
Satb1	Th17_downOnly.txt	Th17_downOnly	1248	down	75	60	1.32893696048e-12	3.01137115244e-09	2900026A02Rik Adamts6 Apobec2 Ccdc141 Ccl3 Cd226 Cmah Cmtm7 Ctss Dnm3 Eno3 Extl3 F9 Fam111a Fam129c Fcamr Fermt1 Foxp3 Galm Gpr176 Heg1 Ifi203 Il18r1 Kcnk6 Lrmp Mab21l3 Macc1 Msrb3 Myo1e Ncf1 Nod1 Nppc Nsg2 Nt5e Oxct1 Papss2 Phtf2 Pigr Pla2g4f Prickle1 Rasgef1b Rassf4 Rgmb Rnf135 Serpinc1 Slc9a2 Spib Stk39 Ston1 Tal2 Tlr7 Tmem19 Tns1 Ubash3b Vcam1 Vcan Wnt10b Wnt3 Zfp827 Zfpm1
