TF	GeneSet_ID	GeneSetName	#Set genes	Direction	#TF targets	# in overlap	P_raw	P_adj	EnrichedGenes
Rfx2	Th17_downOnly.txt	Th17_downOnly	1248	down	24	12	0.0666551010142	1	1700040L02Rik Cdkl5 Clec2i Dusp6 H2-Eb1 Hopx Phf6 Plekha1 Pydc3 Pydc4 Tapbp Trim36
Nr3c2	Th17_upOnly.txt	Th17_upOnly	1170	up	78	31	0.0666565507803	1	Abcc9 Aldoa Anxa2 Asph Atp6v0d2 C1rb C630043F03Rik Cisd3 Ctla4 Cxcr4 Ebf1 Eif4ebp1 Ero1l Gys1 Il21 Il24 Itga3 Kank1 Mt1 Mt2 Nlgn2 Npr3 Rora Serpinf1 Sgms2 Slc24a3 Smtnl2 Syt5 Tcf7l1 Timp1 Upp1
Insm1	Th17_downOnly.txt	Th17_downOnly	1248	up	47	21	0.0678027557537	1	8430427H17Rik Abca1 Afap1l1 Ascl4 Bmyc Fermt1 Frmpd1 Igfbp7 Myh10 Nrp1 P2ry1 Pdzk1ip1 Pla2g4f Plekhh1 Prox1 Rap1gap2 Scin Sh2b2 Slc5a11 Wnt10b Zfp493
Sall3	Th17_upOnly.txt	Th17_upOnly	1170	down	8	5	0.0678225705464	1	Acox3 Capg Cd2 Dgat1 Dhrs9
Sohlh1	Th17_upOnly.txt	Th17_upOnly	1170	down	8	5	0.0678225705464	1	Fbxo10 Hormad2 Slc16a2 Syde1 Zfp629
Etv5	Th17_upOnly.txt	Th17_upOnly	1170	up	64	26	0.0689125526666	1	Aldoart2 Avil Bcar1 Ccdc63 Cdc42ep3 Chd7 Cpne6 Lamc2 Lrrc66 Mei4 Mxi1 Nedd4 Pcyt1b Pip5kl1 Plekho2 Rab11fip5 Rapgef5 Rps6ka4 Sord Srgn Srxn1 Taf7l Usp35 Vax2 Wdr81 Zswim4
Sox21	Th17_upOnly.txt	Th17_upOnly	1170	down	50	21	0.0690476850553	1	Aig1 Anxa3 Arid5a Car5b Dpy19l3 Gcnt2 Gja5 Hao1 Impg2 Iyd Klhl6 Ly6e Myo10 Myo1f Neurl3 Piwil2 Plk2 Ppp1r14c Rcan3 Sgk1 Tnfrsf25
Foxs1	Th17_upOnly.txt	Th17_upOnly	1170	down	50	21	0.0690476850553	1	2310007L24Rik Anxa11 Brsk1 Creb3l2 Dgat1 Enpp4 Fam65c Gm1045 Grhl2 Il2ra Insl5 Mc2r Mycn Nkain1 Olfr525 Padi3 Pim1 Prss30 Serpinb5 Tcf7l1 Upb1
Creb3l1	Th17_downOnly.txt	Th17_downOnly	1248	up	79	33	0.0694574948348	1	Ap3b1 Asap1 Bmyc C1ql3 Ccl5 Ccrl2 Cmah Eml1 Gcnt1 Hhex Hspa12a Hunk I830012O16Rik Ifit3 Il6 Klf12 Lhx5 Mageh1 Myadm Olr1 Pla1a Plb1 Plekha1 Ppic Prss12 Ptrf Serpinb11 Ston1 Sult2b1 Tesk2 Tmsb15b1 Trim14 Ttyh3
Vdr	Th17_downOnly.txt	Th17_downOnly	1248	down	42	19	0.0709709310304	1	Asf1a B3gnt2 Bank1 Bzw2 Ccr7 Dusp6 Gpr174 Hdc Il15ra Mbp Phf6 Prm2 Pvt1 Reep3 Smek2 Sult2b1 Vat1l Vav3 Zcwpw1
Zfp334	Th17_upOnly.txt	Th17_upOnly	1170	up	53	22	0.0720459999945	1	Abcc3 Adam8 B3galt2 C1ra Cav1 Ccl20 Dusp3 Fgf11 Gm11992 Gp49a Gsn Lilrb4 Megf8 Msc Mycn Olfr175-ps1 P4ha2 Pcdh7 Rgs8 Slc41a2 Srxn1 Zswim4
Rfx7	Th17_upOnly.txt	Th17_upOnly	1170	up	42	18	0.0735274985639	1	2900011O08Rik 4932438H23Rik Asb2 Casr Cebpb D930048N14Rik Dlg4 Epb4.1l1 Gm4907 Gnaz Lama5 Lrrc16b Pcyt1b Plk2 Podnl1 Prx Sh3bp1 Spef2
Foxh1	Th17_downOnly.txt	Th17_downOnly	1248	up	74	31	0.0741228794022	1	1700065D16Rik Abhd12b Akap2 Ccr10 D430019H16Rik Dapl1 Ddx43 Dock4 Eno4 Esyt3 Fap Fibcd1 Gbp10 Gm4759 Gpr98 Grip1 Ifit2 Il12a Kctd12 Klf2 Myo5b Nptx1 Nsg2 Sfmbt2 Sh2d7 Slc9a2 Sntb1 Tcf7l2 Tmem158 Zfp608 Zhx2
Ovol1	Th17_upOnly.txt	Th17_upOnly	1170	down	18	9	0.0745165613897	1	Cd5l Csnk1e Dock3 Itga3 Map3k6 Rnf19b Slc4a11 Stra6 Trim46
Ikzf2	Th17_upOnly.txt	Th17_upOnly	1170	down	56	23	0.0748196852873	1	Aig1 Akr1b8 Aldoart2 Bahcc1 Ccr5 Cul9 Ddr1 Dst Egln3 Etv6 Gipr Gja1 Gstm1 Mapk7 Pde6d Pim1 Pla2g12a Rasa4 Sdcbp2 Sirt4 Srxn1 Tead3 Zfp629
Prdm9	Th17_upOnly.txt	Th17_upOnly	1170	up	13	7	0.0755395111633	1	Brsk1 Krt18 Myo1h Neat1 Pcyt1b Tbc1d16 Treml2
Arid3b	Th17_upOnly.txt	Th17_upOnly	1170	up	13	7	0.0755395111633	1	Cdk16 Cpne6 Emb Il4ra Pmm1 Tacstd2 Tspan2
Gm14326	Th17_downOnly.txt	Th17_downOnly	1248	down	10	6	0.0760172513145	1	Dll1 Grp Ptprn2 Srpk2 Syt12 Unc93b1
Npas4	Th17_downOnly.txt	Th17_downOnly	1248	down	10	6	0.0760172513145	1	Apobec1 Ikbke Nrip1 Psd Rufy3 Tnfsf11
Foxj1	Th17_downOnly.txt	Th17_downOnly	1248	down	32	15	0.0763083889893	1	Adamts6 Arpp21 Bzw2 Ccdc146 Cd226 Dcp2 Ms4a4b Nrip1 Pm20d1 Stk4 Tox Tspan13 Utp20 Zcwpw1 Zhx2
Mlxipl	Th17_upOnly.txt	Th17_upOnly	1170	down	76	30	0.0764744282718	1	Adam8 Adc B4galnt4 Casp6 Ccr1 Cd93 Eps8 Gm5483 Gp49a Gstt1 H2-DMb2 Il33 Itpka Kdelr3 Lrfn1 March9 Mgll Nags Nlrp3 Nxn Pik3ap1 Pla2g12a S1pr2 Serpine1 Slamf7 Slc41a2 Stom Syt5 Tnfrsf8 Zcchc24
Rxrb	Th17_upOnly.txt	Th17_upOnly	1170	up	34	15	0.077090480245	1	Aig1 Gpr18 H2-Ob Icam5 Il33 Itgb7 Pls1 Prf1 Rab20 Rabggta Rps6ka4 Slc4a11 Srpx2 Tmem184b Tspan5
Mypop	Th17_downOnly.txt	Th17_downOnly	1248	up	22	11	0.0777290431697	1	Ascl4 Cox17 Hdc Ifitm5 Irf5 Lpin3 Mbp Rnf135 Slco4a1 Tmem120b Vsig10
Mlxipl	Th17_downOnly.txt	Th17_downOnly	1248	up	77	32	0.0779620234384	1	4933431E20Rik 5730508B09Rik Acbd7 Akap2 Amica1 App Arnt2 BC094916 Cacna1s Casp3 Ccdc3 Ccr8 D030018L15Rik Fcgbp Hist1h1t Il18r1 Kif21a Mpzl3 Muc5ac Noxa1 Nrp2 Pde10a Plagl1 Prm2 Pydc4 Sh2d7 Slamf9 Src Stxbp6 Tnfrsf11a Vsig10 Zcchc14
Hes1	Th17_upOnly.txt	Th17_upOnly	1170	down	26	12	0.0784399446374	1	1700025G04Rik Apold1 Aqp9 Insl3 Nckipsd Pygl Rbpj S100a13 Selenbp1 Sema6d Vasn Ypel3
Ski	Th17_upOnly.txt	Th17_upOnly	1170	up	6	4	0.0804564584461	1	Eng Furin Pmepa1 Slc43a2
Zfp951	Th17_upOnly.txt	Th17_upOnly	1170	down	6	4	0.0804564584461	1	Dusp9 Endou Rab4a Vax2
Aebp1	Th17_downOnly.txt	Th17_downOnly	1248	up	40	18	0.0815106767371	1	Acot6 Cachd1 Cald1 Ccdc8 Ddah1 Epb4.1l4a Fbn1 H2afy3 Heg1 Hspg2 Ism1 Ncoa2 Nrp2 Pdcd1lg2 Ptgs2 Slit3 Tmem98 Vcan
Rfx3	Th17_upOnly.txt	Th17_upOnly	1170	up	51	21	0.08408616669	1	9530077C05Rik Anxa2 Btbd3 Ccdc40 Ccno Cdh17 Emb Entpd1 Fam188b Gatm Hipk4 Kcna3 Lgals1 Mpp2 Neat1 Nme4 Ppp1r1b Sdcbp2 Sema4f Slc4a8 Spef2
Tigd2	Th17_upOnly.txt	Th17_upOnly	1170	up	51	21	0.08408616669	1	2900011O08Rik Ccdc87 Ctla2b Cyp11a1 Eaf2 Flt3l Gja5 Gm5483 Il7r Ly6c2 Nfil3 Nhs Padi3 Plcd1 Prdm1 Prkar1b Rasgrp4 Rcan3 Trerf1 Vim Znrf1
Dmrt1	Th17_downOnly.txt	Th17_downOnly	1248	up	64	27	0.0844267753585	1	Akr1d1 Arpp21 Btla Cacna1c Ccl4 Chst3 Clec2h Dock11 Efcab5 Evi2a Gm4759 Gramd1b Hist1h1a Inpp4a Mdga2 Meis1 Mycbp2 Pde7a Plxnc1 Ppip5k2 Ppm1k Pyhin1 Rasgrp1 Sh2d7 Slc5a7 Srpk2 Tmod1
Zeb2	Th17_upOnly.txt	Th17_upOnly	1170	up	94	36	0.084487580389	1	AA467197 Adora2a Akr1b8 Aph1b Asb2 B3gnt5 Cdc42ep3 Cetn4 Crtam Cxcl2 Cxcr3 Dennd3 Fosl2 Gad1 Inhba Itgb8 Lhfp Ly6e Mvp Ncs1 Oaf Plk2 Ppp3cc Rab11fip5 Rnh1 Serpine1 Sgms2 Sh3pxd2b Sox5 Spp1 Srgap3 Srxn1 Sytl3 Tspan6 Tubb6 Vldlr
Cxxc5	Th17_upOnly.txt	Th17_upOnly	1170	down	21	10	0.0852951843781	1	Bmpr1a Cd5l Cnih3 Dock3 Il1a Lamc3 Slco3a1 Stard8 Stra6 Tmem125
Gabpa	Th17_upOnly.txt	Th17_upOnly	1170	down	71	28	0.0858771864026	1	Acox3 Acp5 Aplp1 B4galt2 Ccnd3 Cisd3 Clip3 Cul9 Cyfip2 Efemp2 Emp3 Fkbp1b Flt3l Gatsl3 Grina Itgb7 Lgals3 Marveld1 Nudt8 Pip5kl1 Podnl1 Rab4b Rras Smox Stk36 Susd3 Tcp11l2 Tubb6
Egr1	Th17_upOnly.txt	Th17_upOnly	1170	down	100	38	0.0864792689706	1	1700025G04Rik AA467197 Anxa4 Atrnl1 Bnip3 Cd28 Cox7a1 Crispld2 Cul9 Dkkl1 Efemp2 Gck Guca1a Gys1 Hook2 Itpk1 Maged2 Map3k14 Mapk7 Mllt6 Mvp Ndrg2 Nlgn2 Nr1d1 Nrbp2 Nudt8 Pik3r6 Pmm1 Rab26 Rabggta Rasa4 S1pr1 Tle1 Tmem184b Tmem205 Tnnc1 Zbtb4 Zswim4
Zfp791	Th17_downOnly.txt	Th17_downOnly	1248	up	15	8	0.0874353585303	1	Cdkn2a Clec2g D130043K22Rik F5 Nptx1 Pcdhgc4 Snai2 Zan
Zic5	Th17_downOnly.txt	Th17_downOnly	1248	down	8	5	0.087443056934	1	Gpr82 Hspa12a I830012O16Rik Igsf9 Lax1
Zbed4	Th17_downOnly.txt	Th17_downOnly	1248	up	8	5	0.087443056934	1	D830031N03Rik Nrip2 Opn3 Wnt3 Yy2
Zfp111	Th17_downOnly.txt	Th17_downOnly	1248	down	30	14	0.088387357122	1	Ces2c Cxxc5 D1Ertd622e Epcam Gm2762 Mcoln3 Olfm1 Ptpre Sell Serpinb11 Tigit Tmem98 Tns1 Wnt1
Setdb2	Th17_downOnly.txt	Th17_downOnly	1248	up	20	10	0.0908824129208	1	4632434I11Rik AI607873 Abcb1b Aim2 Dock11 Ifit2 Smek1 St8sia6 Tmem154 Zscan29
Zeb2	Th17_upOnly.txt	Th17_upOnly	1170	down	32	14	0.0918273783476	1	Acvrl1 Aqp3 Arrb2 Gpr83 Igfbp4 Nr1d1 Plekho1 Prr7 Rps6ka2 Slc9a3r1 Stx1a Tbc1d16 Tgfbr3 Treml2
Trp53	Th17_upOnly.txt	Th17_upOnly	1170	down	24	11	0.0945522946981	1	Car5b Cercam Fgf11 Fhod3 Gsn Ppard Sox5 Spats2l Tcf7l1 Tsc22d3 Vasn
Tbx6	Th17_upOnly.txt	Th17_upOnly	1170	up	24	11	0.0945522946981	1	B3galt2 Casz1 Chrne Fam65c Neurl1b Nlrc3 Pdia2 Rasgrp2 Sorcs2 Sytl3 Vasn
Zfp101	Th17_downOnly.txt	Th17_downOnly	1248	up	6	4	0.0996980552479	1	D3Ertd751e Egr3 Myh10 Yy2
Zfp609	Th17_downOnly.txt	Th17_downOnly	1248	down	6	4	0.0996980552479	1	Fasl Hist3h2a Irf5 Rhod
Zfp108	Th17_downOnly.txt	Th17_downOnly	1248	up	6	4	0.0996980552479	1	Dock1 Icosl Napb Zfp57
Plscr1	Th17_downOnly.txt	Th17_downOnly	1248	down	6	4	0.0996980552479	1	B4galnt1 Ddx43 Proz Ubash3a
Zfp688	Th17_downOnly.txt	Th17_downOnly	1248	up	6	4	0.0996980552479	1	Ccrl2 Hist3h2a Pdzk1ip1 Psrc1
