	Aatf	Abl1	Aes	Ahr	Aip	Aire	Ankrd1	Apbb1	Apc	Apex1	Ar	Arid1a	Arid3a	Arnt	Arntl	Arntl2	Arx	Ascl1	Ash1l	Asxl1	Atf1	Atf2	Atf3	Atf4	Atf5	Atf6	Atf7	Atm	Atoh1	Atrx	Bach1	Bach2	Bard1	Barx2	Bcl11a	Bcl11b	Bcl3	Bcl6	Bdp1	Bin1	Bptf	Brca1	Brd7	Brip1	Btaf1	Btf3	Btg2	Cbfa2t3	Cbfb	Cbx6	Cbx7	Cbx8	Cdca7l	Cdx1	Cdx2	Cebpa	Cebpb	Cebpd	Cebpe	Cebpg	Cebpz	Chd4	Chd8	Ciita	Cited2	Clock	Cnbp	Cnot7	Cnot8	Cops5	Crabp2	Creb1	Creb3	Creb3l1	Creb5	Crebbp	Crem	Crtc1	Crx	Ctbp1	Ctcf	Ctcfl	Ctnnb1	Ctnnbip1	Dach1	Dbp	Ddb2	Ddit3	Deaf1	Dek	Dlx3	Dlx4	Dlx5	Dnmt1	Dnmt3a	Dnmt3l	Dr1	E2f1	E2f2	E2f3	E2f4	E2f5	E2f6	E2f7	E2f8	E4f1	Eapp	Ebf1	Ecd	Egr1	Egr2	Egr3	Ehf	Ehmt2	Eif2ak2	Elf1	Elf2	Elf3	Elf4	Elk1	Elk3	Elk4	Ell	En1	Eno1	Eno1b	Eomes	Ep300	Epas1	Ercc2	Ercc3	Erf	Erg	Esr1	Esr2	Esrrg	Ets1	Ets2	Etv1	Etv2	Etv3	Etv4	Etv5	Etv6	Evx1	Ezh2	Fhl2	Fli1	Fos	Fosb	Fosl1	Fosl2	Foxa1	Foxa2	Foxa3	Foxc1	Foxd3	Foxe1	Foxf2	Foxg1	Foxh1	Foxj1	Foxk2	Foxl1	Foxl2	Foxm1	Foxn1	Foxn4	Foxo1	Foxo3	Foxo4	Foxp3	Foxq1	Fubp1	Fubp3	Gabpa	Gabpb1	Gata1	Gata2	Gata3	Gata4	Gata5	Gata6	Gbx2	Gcm1	Gcm2	Gfi1	Gfi1b	Gli1	Gli2	Gli3	Glis3	Grhl1	Gsc	Gtf2b	Gtf2f1	Gtf2i	Gtf3a	Gzf1	Hand2	Hax1	Hbp1	Hcfc1	Hdac1	Hdac10	Hdac11	Hdac2	Hdac3	Hdac4	Hdac5	Hdac7	Hdac9	Hdgf	Hes1	Hes6	Hexim1	Hey1	Hey2	Hhex	Hic1	Hif1a	Hif3a	Hinfp	Hipk2	Hira	Hivep2	Hlf	Hltf	Hlx	Hmga1	Hmga1-rs1	Hmgb2	Hmgn1	Hnf1a	Hnf4a	Hnf4g	Hnrnpd	Hopx	Hoxa1	Hoxa10	Hoxa11	Hoxa4	Hoxa5	Hoxa7	Hoxa9	Hoxb1	Hoxb13	Hoxb4	Hoxb7	Hoxc10	Hoxc11	Hoxc13	Hoxc6	Hoxc8	Hoxc9	Hoxd1	Hoxd13	Hoxd3	Hoxd9	Hr	Hsf1	Hsf2	Hsf4	Htatip2	Id1	Id2	Id3	Id4	AI607873	BC094916	Ifi203	Ifi204	Ifi205	Mnda	Mndal	Pydc3	Pydc4	Pyhin1	Ikbkb	Ikzf1	Ilf2	Ilf3	Ing1	Ing2	Ing4	Irf1	Irf2	Irf3	Irf4	Irf5	Irf6	Irf7	Irf8	Irf9	Isl1	Jarid2	Jdp2	Jun	Junb	Jund	Kat2b	Kat5	Kat6a	Kcnip3	Kdm2a	Kdm4b	Kdm4c	Khdrbs1	Khsrp	Klf1	Klf10	Klf11	Klf12	Klf13	Klf15	Klf2	Klf3	Klf4	Klf5	Klf6	Klf7	Klf8	Klf9	L3mbtl1	Lcor	Ldb1	Lef1	Lhx2	Lhx3	Lhx4	Limd1	Lin28a	Lmo2	Lmo4	Lmx1b	Lrrfip1	Lyl1	Maf	Mafa	Mafb	Maff	Mafg	Mafk	Maml1	Max	Maz	Mbd1	Mbd2	Mcm2	Mcm4	Mcm6	Mdm4	Mecp2	Med1	Med23	Mef2a	Mef2c	Mef2d	Men1	Mitf	Mkl1	Mllt10	Mllt3	Mlx	Mlxipl	Msc	Msx1	Msx2	Mta1	Mta2	Mta3	Mtf1	Mxd1	Mxd4	Mxi1	Myb	Mybbp1a	Mybl1	Mybl2	Myc	Mycn	Myf5	Myf6	Myocd	Myod1	Myog	Mzf1	Nab1	Nab2	Nanog	Ncoa1	Ncoa2	Ncoa3	Ncoa4	Ncor1	Ncor2	Nelfb	Nelfcd	Neurod1	Neurog3	Nf1	Nfat5	Nfatc1	Nfatc2	Nfatc3	Nfatc4	Nfe2	Nfe2l1	Nfe2l2	Nfia	Nfib	Nfic	Nfil3	Nfix	Nfkb1	Nfkb2	Nfkbia	Nfkbib	Nfrkb	Nfya	Nfyb	Nfyc	Nhlh2	Nkx2-1	Nkx2-2	Nkx2-3	Nkx2-5	Nkx3-1	Notch3	Npas1	Npas2	Npas3	Npm1	Nr0b1	Nr0b2	Nr1d1	Nr1h2	Nr1h3	Nr1h4	Nr1i2	Nr1i3	Nr2c2	Nr2e3	Nr2f1	Nr2f2	Nr2f6	Nr3c1	Nr3c2	Nr4a1	Nr4a2	Nr4a3	Nr5a1	Nr5a2	Nrf1	Nrip1	Nrl	Nsd1	Nupr1	Onecut1	Onecut2	Otx1	Otx2	Pa2g4	Parp1	Pawr	Pax1	Pax2	Pax3	Pax4	Pax5	Pax6	Pax8	Pbx1	Pbx2	Pcgf2	Pdcd11	Pdx1	Per1	Per2	Pgr	Phb2	Phf10	Phox2a	Phox2b	Pias1	Pias2	Pias3	Pias4	Pir	Pitx1	Pitx2	Pitx3	Pknox1	Plag1	Plagl1	Plagl2	Pml	Polr1a	Pou1f1	Pou2af1	Pou2f1	Pou2f2	Pou3f2	Pou4f1	Pou4f2	Pou5f1	Ppara	Ppard	Pparg	Ppargc1a	Prdm1	Prdm14	Preb	Prox1	Ptf1a	Pttg1	Pura	Rad51	Rara	Rarb	Rarg	Rb1	Rb1cc1	Rbbp7	Rbl1	Rbl2	Rbmx	Rbpj	Rel	Rela	Relb	Rest	Rfwd2	Rfx1	Rfx2	Rfx3	Rfxank	Rfxap	Rnf14	Rora	Rorc	Rreb1	Runx1	Runx2	Runx3	Ruvbl1	Rxra	Sall3	Sall4	Satb1	Satb2	Scand1	Sec14l2	Sertad1	Setbp1	Sfpq	Sim2	Sin3a	Sirt1	Sirt2	Six1	Ski	Skil	Sla2	Smad1	Smad2	Smad3	Smad4	Smad7	Smarca1	Smarca4	Smarcb1	Smurf2	Snai1	Snai2	Snd1	Snip1	Snw1	Sox10	Sox11	Sox17	Sox2	Sox3	Sox4	Sox5	Sox6	Sox9	Sp1	Sp2	Sp3	Sp4	Sp7	Spdef	Spen	Spi1	Spib	Spic	Srcap	Srebf1	Srebf2	Srf	Srsf1	Ssb	Stat1	Stat2	Stat3	Stat4	Stat5a	Stat5b	Stat6	Sugp1	Supt3	Taf1	Taf12	Taf4a	Taf5	Tal1	Tbl1x	Tbp	Tbpl1	Tbr1	Tbx2	Tbx20	Tbx21	Tbx3	Tbx5	Tceal1	Tcf12	Tcf19	Tcf21	Tcf3	Tcf4	Tcf7l2	Tcfl5	Tead1	Tead4	Tef	Tfap2a	Tfap2b	Tfap2c	Tfap4	Tfcp2	Tfcp2l1	Tfdp1	Tfeb	Tgif1	Thra	Thrb	Tial1	Tlx1	Tnfaip3	Tob1	Trp53	Trp53bp1	Trp63	Trp73	Trerf1	Trib3	Trim16	Trim24	Trim28	Trps1	Trrap	Tsc22d1	Tsc22d3	Tsg101	Ttf2	Twist1	Twist2	Ubp1	Ubtf	Uhrf1	Uri1	Usf1	Usf2	Utf1	Vdr	Vhl	Whsc1	Wt1	Wwp1	Wwtr1	Xbp1	Xpc	Xrcc5	Xrcc6	Ybx1	Yy1	Zbtb14	Zbtb16	Zbtb17	Zbtb2	Zbtb5	Zbtb7a	Zeb1	Zeb2	Zfhx3	Zfp36	Zfp36l1	Zhx2	Zhx3	Zic1	Zic2	Zmynd11	Zfp143	Zfp148	Zfp715	Zfp202	Zfp217	Zfp239	Zfp191	D3Ertd254e	Zfp382	Zfp383	Zfp410	Zfp444	Zfp523	Znrd1	Zscan21
Ahr	0	0	0	0	1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Apex1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ar	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	1.0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	1.0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arnt	0	0	0	1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
