Regulator	Target	Weight	stroke
Stat3	Rbms1	1.5246	rgb(221,144,145)
Fosl2	Rbms1	-1.965	rgb(110,152,236)
Batf	Rbpj	1.9557	rgb(222,124,125)
Irf4	Rbpj	1.8926	rgb(222,127,127)
Stat3	Rbpj	1.9867	rgb(222,122,123)
Fosl2	Rbpj	1.8925	rgb(222,127,127)
Fosl2	Rcan1	-1.8932	rgb(114,154,235)
Stat3	Rcan3	1.8615	rgb(222,128,129)
Fosl2	Rcan3	1.9067	rgb(222,126,127)
Fosl2	Rcc1	-1.8397	rgb(117,156,234)
Batf	Rcl1	-1.7568	rgb(122,159,234)
Fosl2	Rcl1	-1.5642	rgb(132,165,232)
Nfe2l2	Rcor2	1.6763	rgb(222,137,138)
Irf4	Rcsd1	-1.8342	rgb(117,156,234)
Nfe2l2	Rdh14	1.5353	rgb(221,144,144)
Irf4	Rdm1	1.9019	rgb(222,126,127)
Rorc	Rdm1	-1.872	rgb(115,155,235)
Fosl2	Reep2	-1.6355	rgb(128,163,233)
Fosl2	Reep3	-1.9493	rgb(111,153,236)
Irf4	Rel	-1.7487	rgb(122,159,234)
Maf	Rel	-1.9107	rgb(113,154,235)
Fosl2	Rel	-1.9276	rgb(112,153,235)
Hif1a	Rel	-1.5627	rgb(132,165,232)
Fosl2	Repin1	-1.8728	rgb(115,155,235)
Batf	Rere	-1.8831	rgb(115,155,235)
Fosl2	Rere	1.7754	rgb(222,132,133)
Hif1a	Rest	1.5968	rgb(221,141,141)
Nfe2l2	Rexo2	1.7508	rgb(222,133,134)
Rorc	Rfk	-1.5492	rgb(133,166,232)
Batf	Rftn1	1.8482	rgb(222,129,130)
Hif1a	Rfxap	1.6912	rgb(222,136,137)
Irf4	Rgs1	1.9906	rgb(222,122,123)
Fosl2	Rgs1	1.969	rgb(222,123,124)
Hif1a	Rgs1	1.8687	rgb(222,128,129)
Batf	Rgs10	1.9032	rgb(222,126,127)
Stat3	Rgs10	1.6587	rgb(222,138,139)
Hif1a	Rgs11	1.8802	rgb(222,127,128)
Etv6	Rgs14	-1.5573	rgb(132,166,232)
Irf4	Rgs16	-1.886	rgb(115,155,235)
Maf	Rgs16	-1.8437	rgb(117,156,235)
Fosl2	Rgs16	-1.8018	rgb(119,157,234)
Irf4	Rgs2	1.8687	rgb(222,128,129)
Irf4	Rgs3	-1.8759	rgb(115,155,235)
Maf	Rgs3	-1.5622	rgb(132,165,232)
Fosl2	Rgs3	-1.8372	rgb(117,156,234)
Hif1a	Rhob	1.545	rgb(221,143,144)
Stat3	Rhof	1.8558	rgb(222,128,129)
Hif1a	Rhoh	1.7291	rgb(222,134,135)
Fosl2	Rhoq	1.7566	rgb(222,133,134)
Irf4	Rilpl2	-1.6668	rgb(126,162,233)
Maf	Rilpl2	-1.861	rgb(116,156,235)
Irf4	Riok3	1.7793	rgb(222,132,133)
Irf4	Ripk2	-1.6893	rgb(125,161,233)
Stat3	Ripk2	-1.5803	rgb(131,165,232)
Hif1a	Ripk2	1.61	rgb(221,140,141)
Rorc	Rmrp	1.6601	rgb(222,138,138)
Nfe2l2	Rmrp	1.8177	rgb(222,130,131)
Hif1a	Rmrp	1.6637	rgb(222,137,138)
Batf	Rnasel	1.7801	rgb(222,132,133)
Maf	Rnasel	-1.7619	rgb(121,159,234)
Hif1a	Rnf113a1	1.7779	rgb(222,132,133)
Batf	Rnf125	1.9463	rgb(222,124,125)
Stat3	Rnf125	1.6054	rgb(221,140,141)
Rorc	Rnf125	-1.5924	rgb(131,164,232)
Hif1a	Rnf126	1.817	rgb(222,130,131)
Fosl2	Rnf130	1.6345	rgb(221,139,140)
Hif1a	Rnf145	1.837	rgb(222,129,130)
Batf	Rnf149	-1.9011	rgb(114,154,235)
Rorc	Rnf149	-1.7739	rgb(121,158,234)
Hif1a	Rnf149	1.5439	rgb(221,143,144)
Maf	Rnf157	-1.9958	rgb(109,151,236)
Stat3	Rnf157	1.944	rgb(222,124,125)
Fosl2	Rnf157	1.9705	rgb(222,123,124)
Hif1a	Rnf157	1.95	rgb(222,124,125)
Hif1a	Rnf181	1.6295	rgb(221,139,140)
Hif1a	Rnf19a	1.8084	rgb(222,131,131)
Batf	Rnf19b	1.9748	rgb(222,123,124)
Irf4	Rnf19b	1.965	rgb(222,123,124)
Stat3	Rnf19b	1.6327	rgb(221,139,140)
Hif1a	Rnf19b	1.541	rgb(221,143,144)
Fosl2	Rnf219	-1.622	rgb(129,163,232)
Batf	Rnf24	1.7289	rgb(222,134,135)
Irf4	Rnf24	1.7717	rgb(222,132,133)
Stat3	Rnf24	1.5039	rgb(221,145,146)
Etv6	Rnf31	-1.7592	rgb(121,159,234)
Stat3	Rnft1	1.7553	rgb(222,133,134)
Hif1a	Rnft1	1.6142	rgb(221,140,141)
Irf4	Rnh1	1.6966	rgb(222,136,137)
Stat3	Rnh1	1.7873	rgb(222,132,132)
Hif1a	Rnh1	1.5922	rgb(221,141,142)
Fosl2	Rnmtl1	-1.7519	rgb(122,159,234)
Maf	Rnpep	1.7758	rgb(222,132,133)
Hif1a	Rnu11	1.8642	rgb(222,128,129)
Batf	Rnu12	1.8089	rgb(222,131,131)
Rorc	Rnu12	1.7948	rgb(222,131,132)
Irf4	Rock2	1.8513	rgb(222,129,129)
Maf	Rock2	-1.7746	rgb(121,158,234)
Batf	Rora	1.9653	rgb(222,123,124)
Irf4	Rora	1.9806	rgb(222,122,123)
Maf	Rora	-1.9198	rgb(113,154,235)
Stat3	Rora	1.9976	rgb(222,122,123)
Rorc	Rora	-1.9725	rgb(110,152,236)
Batf	Rorc	1.9546	rgb(222,124,125)
Irf4	Rorc	1.9678	rgb(222,123,124)
Stat3	Rorc	1.9645	rgb(222,123,124)
Rorc	Rorc	1.9708	rgb(222,123,124)
Nfe2l2	Rpain	1.8703	rgb(222,128,129)
Batf	Rpn1	-1.6431	rgb(128,163,233)
Batf	Rpp14	-1.7896	rgb(120,158,234)
Fosl2	Rps19bp1	-1.6899	rgb(125,161,233)
Hif1a	Rps21	1.7447	rgb(222,134,134)
Stat3	Rps6ka3	1.6894	rgb(222,136,137)
Batf	Rrad	1.5595	rgb(221,142,143)
Irf4	Rrad	1.6383	rgb(222,139,140)
Hif1a	Rraga	1.7432	rgb(222,134,135)
Batf	Rragd	1.7003	rgb(222,136,137)
Irf4	Rragd	1.5806	rgb(221,141,142)
Rorc	Rragd	-1.5628	rgb(132,165,232)
Hif1a	Rragd	1.5014	rgb(221,145,146)
Rorc	Rras2	-1.859	rgb(116,156,235)
Batf	Rrm2	-1.7937	rgb(120,158,234)
Irf4	Rrm2b	1.8011	rgb(222,131,132)
Rorc	Rrp12	1.585	rgb(221,141,142)
Fosl2	Rrp1b	-1.7819	rgb(120,158,234)
Fosl2	Rrp9	-1.6217	rgb(129,163,232)
Hif1a	Rsbn1	1.7736	rgb(222,132,133)
Maf	Rspry1	-1.6253	rgb(129,163,232)
Irf4	Rundc3b	1.5722	rgb(221,142,143)
Batf	Runx1	1.9785	rgb(222,122,123)
Maf	Runx1	-1.9869	rgb(109,151,236)
Stat3	Runx1	1.9684	rgb(222,123,124)
Rorc	Runx1	1.9882	rgb(222,122,123)
Fosl2	Runx1	-1.9748	rgb(110,152,236)
Batf	Runx2	1.9964	rgb(222,122,123)
Irf4	Runx2	1.9873	rgb(222,122,123)
Maf	Runx2	-1.9837	rgb(109,151,236)
Stat3	Runx2	1.8687	rgb(222,128,129)
Batf	Runx3	1.7354	rgb(222,134,135)
Irf4	Runx3	1.6615	rgb(222,138,138)
Hif1a	Runx3	1.5628	rgb(221,142,143)
Hif1a	Ruvbl2	1.7867	rgb(222,132,132)
Batf	Rxra	-1.5278	rgb(134,167,232)
Maf	Rxra	-1.5828	rgb(131,165,232)
Batf	S100a10	1.9521	rgb(222,124,125)
Maf	S100a10	-1.9593	rgb(111,152,236)
Rorc	S100a10	-1.8191	rgb(118,157,234)
Batf	S100a11	1.6728	rgb(222,137,138)
Hif1a	S100a11	1.5102	rgb(221,145,146)
Batf	S100a4	1.8862	rgb(222,127,128)
Fosl2	S100a4	-1.873	rgb(115,155,235)
Batf	S100a6	1.7072	rgb(222,135,136)
Irf4	S100a6	1.5112	rgb(221,145,146)
Fosl2	S100a6	-1.7909	rgb(120,158,234)
Batf	S1pr1	1.9067	rgb(222,126,127)
Irf4	S1pr1	1.8866	rgb(222,127,128)
Maf	S1pr1	-1.8989	rgb(114,154,235)
Stat3	S1pr1	1.8858	rgb(222,127,128)
Irf4	S1pr2	1.8702	rgb(222,128,129)
Hif1a	S1pr4	1.88	rgb(222,127,128)
Etv6	S1pr4	-1.7452	rgb(122,159,234)
Maf	Sacm1l	-1.5253	rgb(134,167,232)
Hif1a	Safb	1.7925	rgb(222,131,132)
Hif1a	Safb2	1.7184	rgb(222,135,136)
Fosl2	Sall2	-1.5691	rgb(132,165,232)
Irf4	Samd4b	1.9246	rgb(222,125,126)
Stat3	Samd4b	1.8644	rgb(222,128,129)
Etv6	Samd4b	-1.6827	rgb(126,161,233)
Batf	Samd9l	1.6954	rgb(222,136,137)
Irf4	Samd9l	-1.6793	rgb(126,162,233)
Batf	Samhd1	-1.9292	rgb(112,153,235)
Maf	Samhd1	1.9413	rgb(222,124,125)
Fosl2	Samhd1	1.5116	rgb(221,145,146)
Irf4	Samsn1	-1.6999	rgb(125,161,233)
Maf	Samsn1	-1.6593	rgb(127,162,233)
Irf4	Sap30	1.5814	rgb(221,141,142)
Hif1a	Sap30	1.8616	rgb(222,128,129)
Maf	Sar1b	-1.6714	rgb(126,162,233)
Fosl2	Sash3	1.5085	rgb(221,145,146)
Hif1a	Sash3	1.9196	rgb(222,125,126)
Batf	Satb1	1.971	rgb(222,123,124)
Irf4	Satb1	1.9926	rgb(222,122,123)
Stat3	Satb1	1.9622	rgb(222,123,124)
Fosl2	Satb1	1.9124	rgb(222,126,127)
Hif1a	Sav1	1.5793	rgb(221,142,142)
Stat3	Sbno2	1.9282	rgb(222,125,126)
Rorc	Sbno2	-1.5809	rgb(131,165,232)
Batf	Sc5d	-1.7186	rgb(124,160,233)
Etv6	Scamp3	-1.5549	rgb(133,166,232)
Hif1a	Scand1	1.6621	rgb(222,138,138)
Nfe2l2	Scarna17	1.6344	rgb(221,139,140)
Nfe2l2	Scarna2	1.5601	rgb(221,142,143)
Hif1a	Sccpdh	1.7423	rgb(222,134,135)
Batf	Scd1	-1.787	rgb(120,158,234)
Maf	Scd1	-1.5665	rgb(132,165,232)
Fosl2	Scd1	-1.7321	rgb(123,160,233)
Nfe2l2	Scn1b	-1.9001	rgb(114,154,235)
Batf	Sco1	1.8374	rgb(222,129,130)
Irf4	Sco1	1.8806	rgb(222,127,128)
Rorc	Sco1	-1.5437	rgb(133,166,232)
Batf	Scpep1	-1.6904	rgb(125,161,233)
Batf	Sdc3	1.8278	rgb(222,130,131)
Fosl2	Sdc3	1.7815	rgb(222,132,133)
Nfe2l2	Sdc3	1.6258	rgb(221,139,140)
Hif1a	Sdc4	1.5187	rgb(221,144,145)
Batf	Sdcbp2	1.9341	rgb(222,125,126)
Irf4	Sdcbp2	1.9448	rgb(222,124,125)
Stat3	Sdcbp2	1.5277	rgb(221,144,145)
Fosl2	Sdcbp2	1.957	rgb(222,123,124)
Fosl2	Sdf2l1	-1.5211	rgb(134,167,231)
Irf4	Sdf4	1.9378	rgb(222,124,125)
Maf	Sdf4	-1.9344	rgb(112,153,235)
Stat3	Sdf4	1.8519	rgb(222,128,129)
Rorc	Sdf4	-1.9477	rgb(111,153,236)
Hif1a	Sdf4	1.9281	rgb(222,125,126)
Hif1a	Sec61g	1.7031	rgb(222,136,136)
Batf	Selenbp1	1.5722	rgb(221,142,143)
Batf	Sell	-1.9501	rgb(111,153,236)
Irf4	Sell	-1.98	rgb(109,152,236)
Rorc	Sell	-1.7818	rgb(120,158,234)
Fosl2	Sell	1.9144	rgb(222,125,126)
Rorc	Selplg	-1.8816	rgb(115,155,235)
Fosl2	Selplg	1.7719	rgb(222,132,133)
Fosl2	Sema4d	1.863	rgb(222,128,129)
Batf	Sema4f	1.9777	rgb(222,122,123)
Irf4	Sema4f	1.9868	rgb(222,122,123)
Maf	Sema4f	-1.987	rgb(109,151,236)
Stat3	Sema4f	1.9296	rgb(222,125,126)
Fosl2	Sema4f	1.9758	rgb(222,123,124)
Fosl2	Sema6b	1.5391	rgb(221,143,144)
Batf	Sema7a	-1.8282	rgb(118,157,234)
Maf	Sema7a	-1.8963	rgb(114,154,235)
Irf4	Senp1	1.5685	rgb(221,142,143)
Rorc	Senp1	1.7543	rgb(222,133,134)
Fosl2	Sept11	-1.7041	rgb(124,161,233)
Hif1a	Sept9	1.8324	rgb(222,129,130)
Batf	Sepw1	1.6607	rgb(222,138,138)
Hif1a	Serf2	1.7019	rgb(222,136,137)
Batf	Serpinb1a	-1.6912	rgb(125,161,233)
Fosl2	Serpinb1a	1.8101	rgb(222,130,131)
Batf	Serpinb6a	1.8308	rgb(222,129,130)
Stat3	Serpinb6a	1.6083	rgb(221,140,141)
Maf	Serpinb6b	-1.7031	rgb(125,161,233)
Stat3	Serpinb9	-1.5358	rgb(134,166,232)
Fosl2	Serpinb9	-1.798	rgb(119,158,234)
Batf	Serpinc1	-1.6534	rgb(127,162,233)
Batf	Serpine1	1.9419	rgb(222,124,125)
Maf	Serpine1	-1.873	rgb(115,155,235)
Stat3	Serpine1	1.842	rgb(222,129,130)
Hif1a	Serpine1	1.607	rgb(221,140,141)
Batf	Serpinf1	1.938	rgb(222,124,125)
Irf4	Serpinf1	1.9528	rgb(222,124,125)
Maf	Serpinf1	1.8597	rgb(222,128,129)
Stat3	Serpinf1	1.8292	rgb(222,130,130)
Fosl2	Serpinf1	1.9067	rgb(222,126,127)
Hif1a	Serpinf1	1.7877	rgb(222,132,132)
Stat3	Sertad1	1.8108	rgb(222,130,131)
Nfe2l2	Sertad1	-1.8895	rgb(114,155,235)
Hif1a	Sertad1	1.9447	rgb(222,124,125)
Fosl2	Sertad3	1.7064	rgb(222,135,136)
Hif1a	Sertad3	1.8743	rgb(222,127,128)
Irf4	Sesn1	-1.9233	rgb(113,153,235)
Irf4	Sesn2	1.7928	rgb(222,131,132)
Hif1a	Sesn2	-1.6157	rgb(129,164,232)
Batf	Sesn3	1.873	rgb(222,127,128)
Maf	Sesn3	1.8689	rgb(222,128,129)
Stat3	Sesn3	1.5693	rgb(221,142,143)
Fosl2	Sesn3	1.8698	rgb(222,128,129)
Batf	Sestd1	1.9562	rgb(222,123,124)
Irf4	Sestd1	1.9339	rgb(222,125,126)
Rorc	Sestd1	-1.7532	rgb(122,159,234)
Irf4	Setd3	1.7888	rgb(222,131,132)
Hif1a	Setx	1.5749	rgb(221,142,143)
Fosl2	Sf3b3	-1.6085	rgb(130,164,232)
Hif1a	Sf3b5	1.6084	rgb(221,140,141)
Maf	Sfmbt1	-1.7607	rgb(121,159,234)
Batf	Sfmbt2	1.7325	rgb(222,134,135)
Batf	Sfpq	-1.753	rgb(122,159,234)
Fosl2	Sft2d2	1.7939	rgb(222,131,132)
Stat3	Sfxn3	1.681	rgb(222,137,137)
Fosl2	Sfxn3	1.7586	rgb(222,133,134)
Fosl2	Sh2b1	1.7456	rgb(222,134,134)
Hif1a	Sh2b1	1.605	rgb(221,140,141)
Batf	Sh2d3c	-1.8109	rgb(119,157,234)
Irf4	Sh2d3c	-1.8994	rgb(114,154,235)
Stat3	Sh2d3c	-1.6369	rgb(128,163,233)
Irf4	Sh3bgrl3	1.7458	rgb(222,134,134)
Fosl2	Sh3bp2	-1.5094	rgb(135,167,231)
Batf	Sh3bp4	-1.8856	rgb(115,155,235)
Batf	Sh3bp5	-1.8365	rgb(117,156,234)
Rorc	Sh3bp5	-1.5121	rgb(135,167,231)
Irf4	Sh3rf1	1.7472	rgb(222,133,134)
Rorc	Shisa5	-1.6844	rgb(126,161,233)
Fosl2	Shisa5	1.8476	rgb(222,129,130)
Irf4	Shmt2	1.7335	rgb(222,134,135)
Batf	Siah3	1.8786	rgb(222,127,128)
Rorc	Siah3	-1.5224	rgb(134,167,231)
Stat3	Sigirr	1.78	rgb(222,132,133)
Fosl2	Sigirr	1.771	rgb(222,132,133)
Hif1a	Sigirr	1.5247	rgb(221,144,145)
Hif1a	Sigmar1	1.5376	rgb(221,144,144)
Batf	Sik1	-1.594	rgb(130,164,232)
Irf4	Sik3	1.9456	rgb(222,124,125)
Maf	Sik3	-1.8898	rgb(114,155,235)
Stat3	Sik3	1.9026	rgb(222,126,127)
Stat3	Sipa1l1	1.6774	rgb(222,137,138)
Fosl2	Sipa1l1	1.8514	rgb(222,129,129)
Hif1a	Sipa1l1	1.5886	rgb(221,141,142)
Irf4	Sirt2	1.9311	rgb(222,125,126)
Stat3	Sirt2	1.8754	rgb(222,127,128)
Batf	Sirt4	1.8403	rgb(222,129,130)
Irf4	Sirt4	1.8832	rgb(222,127,128)
Stat3	Sirt4	1.8544	rgb(222,128,129)
Hif1a	Sirt6	1.8147	rgb(222,130,131)
Nfe2l2	Sit1	1.7872	rgb(222,132,132)
Fosl2	Skap1	1.6436	rgb(222,138,139)
Stat3	Skap2	1.7541	rgb(222,133,134)
Stat3	Ski	1.6741	rgb(222,137,138)
Fosl2	Ski	-1.6649	rgb(127,162,233)
Irf4	Skil	1.7883	rgb(222,132,132)
Batf	Sla	-1.9422	rgb(112,153,235)
Irf4	Sla	1.9766	rgb(222,123,124)
Etv6	Sla	1.932	rgb(222,125,126)
Maf	Slain1	-1.7289	rgb(123,160,233)
Stat3	Slamf1	1.9561	rgb(222,124,124)
Irf4	Slamf6	-1.9054	rgb(114,154,235)
Irf4	Slamf7	1.9436	rgb(222,124,125)
Stat3	Slamf7	1.6287	rgb(221,139,140)
Rorc	Slamf7	1.5404	rgb(221,143,144)
Fosl2	Slamf7	1.9697	rgb(222,123,124)
Hif1a	Slamf7	1.8147	rgb(222,130,131)
Etv6	Slc12a9	-1.7334	rgb(123,160,233)
Batf	Slc15a3	1.5311	rgb(221,144,145)
Rorc	Slc15a3	1.8481	rgb(222,129,130)
Fosl2	Slc15a3	-1.6835	rgb(126,161,233)
Batf	Slc16a10	-1.9343	rgb(112,153,235)
Hif1a	Slc16a3	1.8865	rgb(222,127,128)
Fosl2	Slc17a9	1.5297	rgb(221,144,145)
Irf4	Slc1a4	1.5179	rgb(221,144,145)
Hif1a	Slc1a4	-1.5013	rgb(135,167,231)
Batf	Slc1a5	-1.6097	rgb(130,164,232)
Fosl2	Slc20a1	-1.66	rgb(127,162,233)
Hif1a	Slc25a1	1.6642	rgb(222,137,138)
Batf	Slc25a19	-1.7084	rgb(124,161,233)
Batf	Slc25a24	1.7312	rgb(222,134,135)
Irf4	Slc25a30	1.5665	rgb(221,142,143)
Hif1a	Slc25a36	1.6134	rgb(221,140,141)
Batf	Slc25a45	-1.6623	rgb(127,162,233)
Fosl2	Slc26a2	-1.8321	rgb(118,156,234)
Fosl2	Slc29a3	-1.5672	rgb(132,165,232)
Stat3	Slc2a1	1.7498	rgb(222,133,134)
Hif1a	Slc2a1	1.9754	rgb(222,123,124)
Stat3	Slc30a4	1.6005	rgb(221,141,141)
Hif1a	Slc30a9	1.8218	rgb(222,130,131)
Hif1a	Slc35d3	1.6433	rgb(222,138,139)
Irf4	Slc37a4	1.8591	rgb(222,128,129)
Stat3	Slc37a4	1.8316	rgb(222,129,130)
Nfe2l2	Slc37a4	-1.9587	rgb(111,152,236)
Hif1a	Slc37a4	1.9699	rgb(222,123,124)
Etv6	Slc38a10	-1.7527	rgb(122,159,234)
Batf	Slc38a6	-1.8621	rgb(116,155,235)
Hif1a	Slc39a1	1.6644	rgb(222,137,138)
Irf4	Slc39a10	1.5616	rgb(221,142,143)
Stat3	Slc39a10	1.6184	rgb(221,140,140)
Nfe2l2	Slc39a10	1.9255	rgb(222,125,126)
Hif1a	Slc39a10	1.6937	rgb(222,136,137)
Etv6	Slc39a10	-1.7777	rgb(120,158,234)
Fosl2	Slc39a13	1.6991	rgb(222,136,137)
Rorc	Slc39a14	1.686	rgb(222,136,137)
Etv6	Slc39a3	-1.6359	rgb(128,163,233)
Fosl2	Slc39a4	1.7193	rgb(222,135,136)
Nfe2l2	Slc39a4	1.9055	rgb(222,126,127)
Hif1a	Slc39a4	1.7741	rgb(222,132,133)
Etv6	Slc39a7	-1.8142	rgb(118,157,234)
Rorc	Slc39a8	-1.5031	rgb(135,167,231)
Irf4	Slc3a2	1.8514	rgb(222,129,129)
Irf4	Slc41a1	1.7095	rgb(222,135,136)
Stat3	Slc41a1	1.7996	rgb(222,131,132)
Hif1a	Slc41a1	1.6911	rgb(222,136,137)
Batf	Slc43a2	-1.6437	rgb(128,163,233)
Stat3	Slc43a2	1.6469	rgb(222,138,139)
Rorc	Slc43a2	1.8601	rgb(222,128,129)
Hif1a	Slc43a2	1.8052	rgb(222,131,132)
Batf	Slc43a3	-1.6082	rgb(130,164,232)
Stat3	Slc4a11	1.901	rgb(222,126,127)
Rorc	Slc4a11	1.8669	rgb(222,128,129)
Stat3	Slc4a2	1.8214	rgb(222,130,131)
Irf4	Slc4a7	1.6472	rgb(222,138,139)
Batf	Slc4a8	-1.7108	rgb(124,160,233)
Irf4	Slc4a8	1.8299	rgb(222,130,130)
Etv6	Slc5a6	-1.7175	rgb(124,160,233)
Batf	Slco3a1	1.9759	rgb(222,123,124)
Irf4	Slco3a1	1.974	rgb(222,123,124)
Batf	Slfn1	1.9229	rgb(222,125,126)
Batf	Slfn10-ps	1.8944	rgb(222,126,127)
Irf4	Slfn10-ps	1.9628	rgb(222,123,124)
Fosl2	Slfn10-ps	-1.83	rgb(118,157,234)
Irf4	Slfn2	1.9522	rgb(222,124,125)
Stat3	Slfn2	-1.7725	rgb(121,158,234)
Fosl2	Slfn2	-1.8739	rgb(115,155,235)
Irf4	Slfn3	-1.8214	rgb(118,157,234)
Maf	Smad3	1.9073	rgb(222,126,127)
Stat3	Smad3	1.9922	rgb(222,122,123)
Fosl2	Smad3	1.9381	rgb(222,124,125)
Rorc	Smap2	-1.7816	rgb(120,158,234)
Fosl2	Smarca2	1.8011	rgb(222,131,132)
Batf	Smarcc1	-1.5846	rgb(131,165,232)
Fosl2	Smarcc1	-1.5363	rgb(134,166,232)
Stat3	Smo	1.762	rgb(222,133,134)
Fosl2	Smo	1.5243	rgb(221,144,145)
Batf	Smox	1.989	rgb(222,122,123)
Irf4	Smox	1.9848	rgb(222,122,123)
Maf	Smox	1.9056	rgb(222,126,127)
Stat3	Smox	1.8895	rgb(222,127,128)
Fosl2	Smox	1.9373	rgb(222,124,125)
Hif1a	Smox	1.871	rgb(222,128,129)
Hif1a	Smpd1	1.5692	rgb(221,142,143)
Batf	Smpdl3a	1.643	rgb(222,138,139)
Fosl2	Smyd5	-1.9144	rgb(113,154,235)
Batf	Snapc1	1.7088	rgb(222,135,136)
Irf4	Snapc1	1.565	rgb(221,142,143)
Hif1a	Snapc1	1.7389	rgb(222,134,135)
Nfe2l2	Snapc5	1.9507	rgb(222,124,125)
Maf	Snf8	-1.5795	rgb(131,165,232)
Maf	Snhg6	-1.7398	rgb(123,160,234)
Rorc	Snora3	1.7349	rgb(222,134,135)
Maf	Snora43	1.7968	rgb(222,131,132)
Nfe2l2	Snora5c	1.7669	rgb(222,133,133)
Rorc	Snora74a	1.7228	rgb(222,135,136)
Rorc	Snord104	1.5797	rgb(221,141,142)
Rorc	Snord15a	1.5336	rgb(221,144,144)
Rorc	Snord15b	1.5435	rgb(221,143,144)
Rorc	Snord17	1.6091	rgb(221,140,141)
Nfe2l2	Snord17	1.644	rgb(222,138,139)
Maf	Snord2	-1.8123	rgb(119,157,234)
Nfe2l2	Snord38a	1.803	rgb(222,131,132)
Maf	Snord47	-1.8282	rgb(118,157,234)
Nfe2l2	Snord49b	-1.8446	rgb(117,156,235)
Etv6	Snord4a	-1.8316	rgb(118,156,234)
Batf	Snord69	-1.5048	rgb(135,167,231)
Hif1a	Snrnp25	1.7219	rgb(222,135,136)
Rorc	Snrnp35	1.6053	rgb(221,140,141)
Nfe2l2	Snrnp35	1.574	rgb(221,142,143)
Rorc	Snrpd1	-1.532	rgb(134,166,232)
Batf	Snrpf	-1.6574	rgb(127,162,233)
Batf	Sntb1	-1.9841	rgb(109,151,236)
Rorc	Snx14	-1.8021	rgb(119,157,234)
Hif1a	Snx15	1.7313	rgb(222,134,135)
Fosl2	Snx18	1.8217	rgb(222,130,131)
Hif1a	Snx18	1.846	rgb(222,129,130)
Hif1a	Snx6	1.7151	rgb(222,135,136)
Maf	Snx9	-1.62	rgb(129,163,232)
Irf4	Soat2	1.5632	rgb(221,142,143)
Fosl2	Soat2	1.8038	rgb(222,131,132)
Hif1a	Socs1	1.9016	rgb(222,126,127)
Irf4	Socs2	-1.6086	rgb(130,164,232)
Stat3	Socs2	-1.8237	rgb(118,157,234)
Stat3	Socs3	1.97	rgb(222,123,124)
Rorc	Socs3	-1.7962	rgb(119,158,234)
Fosl2	Socs3	1.8074	rgb(222,131,132)
Hif1a	Socs3	1.787	rgb(222,132,132)
Etv6	Socs3	-1.5612	rgb(132,165,232)
Fosl2	Sox5	-1.8342	rgb(117,156,234)
Batf	Sp100	-1.606	rgb(130,164,232)
Etv6	Sp2	-1.6452	rgb(128,163,233)
Maf	Spag9	-1.815	rgb(118,157,234)
Irf4	Spata13	-1.8671	rgb(116,155,235)
Rorc	Spata13	-1.7865	rgb(120,158,234)
Fosl2	Spata13	1.7661	rgb(222,133,133)
Batf	Spata6	1.5913	rgb(221,141,142)
Irf4	Spata6	1.5996	rgb(221,141,141)
Etv6	Sphk2	-1.7283	rgb(123,160,233)
Fosl2	Spn	-1.7549	rgb(122,159,234)
Fosl2	Spred2	1.9724	rgb(222,123,124)
Hif1a	Spred2	1.8288	rgb(222,130,131)
Batf	Spry1	-1.7504	rgb(122,159,234)
Stat3	Spry1	1.8707	rgb(222,128,129)
Rorc	Spry1	1.7861	rgb(222,132,133)
Hif1a	Spsb2	1.892	rgb(222,127,128)
Batf	Sptlc1	-1.7289	rgb(123,160,233)
Batf	Sqle	-1.6257	rgb(129,163,232)
Fosl2	Sqle	-1.6975	rgb(125,161,233)
Batf	Sqstm1	1.683	rgb(222,137,137)
Hif1a	Sra1	1.8801	rgb(222,127,128)
Maf	Srgap3	-1.7208	rgb(124,160,233)
Fosl2	Srgap3	1.5977	rgb(221,141,141)
Stat3	Srgn	1.8199	rgb(222,130,131)
Fosl2	Srgn	1.9203	rgb(222,125,126)
Fosl2	Srm	-1.828	rgb(118,157,234)
Batf	Srpk2	-1.5712	rgb(132,165,232)
Batf	Srsf2	-1.6869	rgb(125,161,233)
Fosl2	Srsf2	-1.5179	rgb(135,167,231)
Maf	Ssbp4	1.8319	rgb(222,129,130)
Hif1a	Ssbp4	1.6843	rgb(222,136,137)
Etv6	Ssbp4	-1.8753	rgb(115,155,235)
Batf	Ssh1	1.6436	rgb(222,138,139)
Irf4	Ssh1	1.5012	rgb(221,145,146)
Irf4	Ssh2	1.9169	rgb(222,125,126)
Maf	Ssh2	1.9736	rgb(222,123,124)
Stat3	Ssh2	1.8343	rgb(222,129,130)
Rorc	Ssh2	-1.8348	rgb(117,156,234)
Fosl2	Ssh2	1.9732	rgb(222,123,124)
Nfe2l2	Ssh3	1.5125	rgb(221,145,145)
Batf	St3gal1	1.9629	rgb(222,123,124)
Irf4	St3gal1	1.9162	rgb(222,125,126)
Maf	St3gal1	-1.9389	rgb(112,153,235)
Stat3	St3gal1	1.7172	rgb(222,135,136)
Rorc	St3gal1	1.7256	rgb(222,135,135)
Fosl2	St3gal1	-1.8923	rgb(114,154,235)
Fosl2	St3gal4	1.5261	rgb(221,144,145)
Irf4	St3gal6	-1.7935	rgb(120,158,234)
