TF	Target	Weight
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	RP11-530C5.1	18
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	RP11-536C10.12	2
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	RP11-536C10.13	2
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	RP11-536C10.16	2
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	RP11-536C10.7	2
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	RP11-626K17.5	8
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	RP11-77O7.1	2
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	RP11-82L18.4	1
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	RPL5P24	4
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	S1PR3	2
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	SEC31B	6
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	SHC3	1
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	SHC4	18
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	SHPK	1
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	SNORA36C	4
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	snoU13	5
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	SNRPBP1	4
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	TCEA1	6
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	TCP11L1	9
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	TUBGCP4	2
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	U95743.1	3
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	WNT8B	1
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	Y_RNA	4
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	ZKSCAN2	1
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	ZNF562	5
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	ZSCAN29	1
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	AAK1	8
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	AC004691.5	1
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	AC004862.6	2
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	AC009948.5	1
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	AC073850.6	2
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	AC074286.1	1
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	AC092431.2	1
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	ADCY1	7
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	AL592494.5	1
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	ANXA4	4
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	APLF	5
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	AZIN1	2
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	C4BPAP2	1
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	C9orf47	2
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	CD36	23
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	CREG1	1
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	CSTF3	1
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	CTD-2301A4.3	1
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	CTD-2301A4.5	1
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	FAM188B	1
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	FREM1	7
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	GNAT3	5
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	IDO1	5
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	IDO2	3
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	INMT-FAM188B	1
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	KB-1507C5.2	3
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	MITF	9
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	NFE2L2	1
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	NSD1	4
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	PARK2	36
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	PFDN4	2
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	PRKRA	1
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	RN7SL418P	2
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	RN7SL487P	1
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	RP11-138E16.1	1
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	RP11-23F23.2	1
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	RP11-343N15.2	1
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	RP11-44K6.2	3
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	RP11-44K6.3	6
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	RP11-44K6.4	2
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	RP11-530C5.1	3
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	RP11-626K17.5	1
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	RP11-82L18.4	1
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	S1PR3	2
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	SHC4	6
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	snoU13	2
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	TCEA1	1
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	TCP11L1	2
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	TUBGCP4	1
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	U95743.1	1
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	ACTR3BP3	1
CIC_SOX1_SOX10_SOX11_SOX12_SOX13_SOX14_SOX15_SOX17_SOX18_SOX2_SOX21_SOX3_SOX4_SOX5_SOX6_SOX7_SOX8_SOX9_SRY	RP11-427H3.3	1
FOXP3	AAK1	9
FOXP3	AC004691.5	1
FOXP3	AC004862.6	1
FOXP3	AC006196.1	1
FOXP3	AC019080.1	2
FOXP3	AC073850.6	2
FOXP3	AC074286.1	11
FOXP3	AC099326.1	1
FOXP3	AC130709.1	1
FOXP3	ADCY1	4
FOXP3	AL035697.1	1
FOXP3	ANXA4	5
FOXP3	AP003354.1	1
FOXP3	APLF	6
FOXP3	AZIN1	4
FOXP3	C9orf47	1
FOXP3	CD36	23
FOXP3	CREG1	1
FOXP3	CSTF3	2
FOXP3	CTD-2301A4.3	2
FOXP3	CTD-2301A4.5	2
FOXP3	FAM188B	3
FOXP3	FBXO48	1
FOXP3	FREM1	6
FOXP3	GNAT3	4
FOXP3	IDO1	3
FOXP3	IDO2	3
FOXP3	INMT-FAM188B	3
FOXP3	KB-1507C5.2	7
FOXP3	MAPK1	4
FOXP3	MITF	12
FOXP3	NDUFB8	1
FOXP3	NFE2L2	11
FOXP3	NSD1	10
FOXP3	PABPC1P13	2
FOXP3	PARK2	68
FOXP3	PFDN4	1
FOXP3	POTED	1
FOXP3	RN7SL418P	1
FOXP3	RN7SL487P	1
FOXP3	RN7SL604P	2
FOXP3	RNA5SP493	1
FOXP3	RNU6-1260P	1
FOXP3	RP11-138E16.1	1
FOXP3	RP11-23F23.2	1
FOXP3	RP11-30L15.4	1
FOXP3	RP11-326A13.1	1
FOXP3	RP11-337N6.1	3
FOXP3	RP11-337N6.2	1
FOXP3	RP11-44K6.2	1
FOXP3	RP11-44K6.3	4
FOXP3	RP11-44K6.4	1
FOXP3	RP11-530C5.1	4
FOXP3	RP11-626K17.5	8
FOXP3	RPL5P24	1
FOXP3	S1PR3	1
FOXP3	SEC31B	1
FOXP3	SHC4	12
FOXP3	SHPK	1
FOXP3	snoU13	3
FOXP3	SNRPBP1	1
FOXP3	TCEA1	1
FOXP3	TCP11L1	4
FOXP3	TUBGCP4	3
FOXP3	U95743.1	2
FOXP3	ZSCAN29	2
FOXP3	ACTR3BP3	1
FOXP3	RP11-427H3.3	1
FOXP3	CTNS	1
FOXP3	KB-1507C5.3	1
FOXP3	MIR3118-5	1
FOXP3	PACRG	1
FOXP3	PLEKHA6	1
FOXP3	RP1-34L19.1	1
FOXP3	RP11-203F10.5	1
FOXP3	RP11-20J1.1	1
FOXP3	RP11-23F23.3	1
FOXP3	SOD1P1	1
FOXP3	SPINT4	1
FOXP3	TP53BP1	1
HSF2_HSF4	AAK1	3
HSF2_HSF4	AC004862.6	2
HSF2_HSF4	AC006196.1	2
HSF2_HSF4	AC009948.5	2
HSF2_HSF4	AC012379.1	2
HSF2_HSF4	AC019080.1	1
HSF2_HSF4	AC074286.1	5
HSF2_HSF4	AC092431.2	1
HSF2_HSF4	AC099326.1	2
HSF2_HSF4	AC130709.1	1
HSF2_HSF4	ADCY1	3
HSF2_HSF4	APLF	4
HSF2_HSF4	AQP1	1
HSF2_HSF4	ARHGAP42P5	2
HSF2_HSF4	AZIN1	1
HSF2_HSF4	CD36	16
HSF2_HSF4	CREG1	1
HSF2_HSF4	CTD-2301A4.3	1
HSF2_HSF4	CTD-2301A4.5	1
HSF2_HSF4	EID1	2
HSF2_HSF4	FAM188B	3
HSF2_HSF4	FREM1	4
HSF2_HSF4	GNAT3	6
HSF2_HSF4	HIF1AN	2
HSF2_HSF4	IDO1	2
HSF2_HSF4	IDO2	5
HSF2_HSF4	INMT-FAM188B	3
HSF2_HSF4	KB-1507C5.2	1
HSF2_HSF4	MAPK1	6
HSF2_HSF4	MITF	9
HSF2_HSF4	NDUFB8	2
HSF2_HSF4	NFE2L2	5
HSF2_HSF4	NSD1	4
HSF2_HSF4	PARK2	74
HSF2_HSF4	PFDN4	1
HSF2_HSF4	POTED	1
HSF2_HSF4	PPP1R12A	1
HSF2_HSF4	PRKRA	2
HSF2_HSF4	RN7SL418P	1
HSF2_HSF4	RN7SL487P	1
HSF2_HSF4	RN7SL604P	1
HSF2_HSF4	RNA5SP493	1
HSF2_HSF4	RNU6-286P	1
HSF2_HSF4	RP11-23F23.2	1
HSF2_HSF4	RP11-30L15.4	1
HSF2_HSF4	RP11-337N6.1	2
HSF2_HSF4	RP11-44K6.3	5
HSF2_HSF4	RP11-44K6.4	1
HSF2_HSF4	RP11-44K6.5	1
HSF2_HSF4	RP11-530C5.1	9
HSF2_HSF4	RP11-536C10.12	2
HSF2_HSF4	RP11-536C10.13	2
HSF2_HSF4	RP11-536C10.16	2
HSF2_HSF4	RP11-536C10.7	2
HSF2_HSF4	RP11-626K17.5	1
HSF2_HSF4	RP11-77O7.1	1
HSF2_HSF4	SEC31B	2
HSF2_HSF4	SHC4	4
HSF2_HSF4	SNORA36C	1
HSF2_HSF4	snoU13	1
HSF2_HSF4	SNRPBP1	1
HSF2_HSF4	TCEA1	2
HSF2_HSF4	TUBGCP4	2
HSF2_HSF4	U95743.1	2
HSF2_HSF4	ZSCAN29	1
HSF2_HSF4	RP11-20J1.1	1
HSF2_HSF4	AGPS	1
HSF2_HSF4	KRT8P44	2
HSF2_HSF4	RGS20	1
RFX1_RFX2_RFX3_RFX4	AC004691.5	1
RFX1_RFX2_RFX3_RFX4	AC004862.6	1
RFX1_RFX2_RFX3_RFX4	AC009948.5	1
RFX1_RFX2_RFX3_RFX4	AC130709.1	1
RFX1_RFX2_RFX3_RFX4	ADCY1	1
RFX1_RFX2_RFX3_RFX4	APLF	2
RFX1_RFX2_RFX3_RFX4	AZIN1	1
RFX1_RFX2_RFX3_RFX4	C19orf82	1
RFX1_RFX2_RFX3_RFX4	CD36	6
RFX1_RFX2_RFX3_RFX4	FAM188B	1
RFX1_RFX2_RFX3_RFX4	FREM1	3
RFX1_RFX2_RFX3_RFX4	GNAT3	1
RFX1_RFX2_RFX3_RFX4	IDO1	1
RFX1_RFX2_RFX3_RFX4	IDO2	1
RFX1_RFX2_RFX3_RFX4	INMT-FAM188B	1
RFX1_RFX2_RFX3_RFX4	KB-1507C5.2	4
RFX1_RFX2_RFX3_RFX4	MITF	7
RFX1_RFX2_RFX3_RFX4	NDUFB8	1
RFX1_RFX2_RFX3_RFX4	PARK2	10
RFX1_RFX2_RFX3_RFX4	PIGCP1	1
RFX1_RFX2_RFX3_RFX4	RN7SL418P	1
RFX1_RFX2_RFX3_RFX4	RP11-235E17.5	1
RFX1_RFX2_RFX3_RFX4	RP11-44K6.2	1
RFX1_RFX2_RFX3_RFX4	RP11-44K6.3	1
RFX1_RFX2_RFX3_RFX4	RP11-44K6.4	1
RFX1_RFX2_RFX3_RFX4	RPL5P24	3
RFX1_RFX2_RFX3_RFX4	SEC31B	1
RFX1_RFX2_RFX3_RFX4	SHPK	1
RFX1_RFX2_RFX3_RFX4	SNRPBP1	1
RFX1_RFX2_RFX3_RFX4	TCP11L1	1
RFX1_RFX2_RFX3_RFX4	U95743.1	2
RFX1_RFX2_RFX3_RFX4	ZNF562	2
RFX1_RFX2_RFX3_RFX4	KB-1507C5.3	1
