TF	Target	Weight
EN2	AC009948.5	1
EN2	AC012379.1	1
EN2	AC019080.1	1
EN2	AC073850.6	1
EN2	AC074286.1	1
EN2	AC084117.3	1
EN2	AC092431.2	1
EN2	AC099326.1	1
EN2	AC130709.1	1
EN2	ADCY1	1
EN2	AL035697.1	1
EN2	AL592494.5	1
EN2	ANKRD32	1
EN2	ANXA4	1
EN2	AP003354.1	1
EN2	APLF	1
EN2	AQP1	1
EN2	ARHGAP42P5	1
EN2	AZIN1	1
EN2	C19orf82	1
EN2	C4BPAP2	1
EN2	C9orf47	1
EN2	CD36	1
EN2	CREG1	1
EN2	CSTF3	1
EN2	CTC-303L1.2	1
EN2	CTD-2033A16.1	1
EN2	CTD-2301A4.3	1
EN2	CTD-2301A4.5	1
EN2	EID1	1
EN2	FAM188B	1
EN2	FBXO48	1
EN2	FREM1	1
EN2	GNAT3	1
EN2	HIF1AN	1
EN2	IDO1	1
EN2	IDO2	1
EN2	INMT-FAM188B	1
EN2	KB-1254G8.1	1
EN2	KB-1507C5.2	1
EN2	KIAA0825	1
EN2	LDHA	1
EN2	LDHC	1
EN2	MAPK1	1
EN2	MIR3159	1
EN2	MITF	1
EN2	MXD3	1
EN2	NDUFB8	1
EN2	NFAT5	1
EN2	NFE2L2	1
EN2	NQO1	1
EN2	NSD1	1
EN2	PABPC1P13	1
EN2	PARK2	1
EN2	PAWR	1
EN2	PFDN4	1
EN2	PIGCP1	1
EN2	POTED	1
EN2	PPP1R12A	1
EN2	PRELID1	1
EN2	PRKRA	1
EN2	RAB24	1
EN2	RN7SL418P	1
EN2	RN7SL487P	1
EN2	RN7SL604P	1
EN2	RNA5SP493	1
EN2	RNU6-1260P	1
EN2	RNU6-286P	1
EN2	RP11-138E16.1	1
EN2	RP11-235E17.5	1
EN2	RP11-23F23.2	1
EN2	RP11-30L15.4	1
EN2	RP11-311C24.1	1
EN2	RP11-326A13.1	1
EN2	RP11-337N6.1	1
EN2	RP11-337N6.2	1
EN2	RP11-343N15.2	1
EN2	RP11-44K6.2	1
EN2	RP11-44K6.3	1
EN2	RP11-44K6.4	1
EN2	RP11-44K6.5	1
EN2	RP11-530C5.1	1
EN2	RP11-536C10.12	1
EN2	RP11-536C10.13	1
EN2	RP11-536C10.16	1
EN2	RP11-536C10.7	1
EN2	RP11-626K17.5	1
EN2	RP11-77O7.1	1
EN2	RP11-82L18.4	1
EN2	RPL5P24	1
EN2	S1PR3	1
EN2	SEC31B	1
EN2	SHC3	1
EN2	SHC4	1
EN2	SHPK	1
EN2	SNORA36C	1
EN2	snoU13	1
EN2	SNRPBP1	1
EN2	TCEA1	1
EN2	TCP11L1	1
EN2	TUBGCP4	1
EN2	U95743.1	1
EN2	WNT8B	1
EN2	Y_RNA	1
EN2	ZKSCAN2	1
EN2	ZNF562	1
EN2	ZSCAN29	1
ESX1	AAK1	1
ESX1	AC004691.5	1
ESX1	AC004862.6	1
ESX1	AC006196.1	1
ESX1	AC009948.5	1
ESX1	AC012379.1	1
ESX1	AC019080.1	1
ESX1	AC073850.6	1
ESX1	AC074286.1	1
ESX1	AC084117.3	1
ESX1	AC092431.2	1
ESX1	AC099326.1	1
ESX1	AC130709.1	1
ESX1	ADCY1	1
ESX1	AL035697.1	1
ESX1	AL592494.5	1
ESX1	ANKRD32	1
ESX1	ANXA4	1
ESX1	AP003354.1	1
ESX1	APLF	1
ESX1	AQP1	1
ESX1	ARHGAP42P5	1
ESX1	AZIN1	1
ESX1	C19orf82	1
ESX1	C4BPAP2	1
ESX1	C9orf47	1
ESX1	CD36	1
ESX1	CREG1	1
ESX1	CSTF3	1
ESX1	CTC-303L1.2	1
ESX1	CTD-2033A16.1	1
ESX1	CTD-2301A4.3	1
ESX1	CTD-2301A4.5	1
ESX1	EID1	1
ESX1	FAM188B	1
ESX1	FBXO48	1
ESX1	FREM1	1
ESX1	GNAT3	1
ESX1	HIF1AN	1
ESX1	IDO1	1
ESX1	IDO2	1
ESX1	INMT-FAM188B	1
ESX1	KB-1254G8.1	1
ESX1	KB-1507C5.2	1
ESX1	KIAA0825	1
ESX1	LDHA	1
ESX1	LDHC	1
ESX1	MAPK1	1
ESX1	MIR3159	1
ESX1	MITF	1
ESX1	MXD3	1
ESX1	NDUFB8	1
ESX1	NFAT5	1
ESX1	NFE2L2	1
ESX1	NQO1	1
ESX1	NSD1	1
ESX1	PABPC1P13	1
ESX1	PARK2	1
ESX1	PAWR	1
ESX1	PFDN4	1
ESX1	PIGCP1	1
ESX1	POTED	1
ESX1	PPP1R12A	1
ESX1	PRELID1	1
ESX1	PRKRA	1
ESX1	RAB24	1
ESX1	RN7SL418P	1
ESX1	RN7SL487P	1
ESX1	RN7SL604P	1
ESX1	RNA5SP493	1
ESX1	RNU6-1260P	1
ESX1	RNU6-286P	1
ESX1	RP11-138E16.1	1
ESX1	RP11-235E17.5	1
ESX1	RP11-23F23.2	1
ESX1	RP11-30L15.4	1
ESX1	RP11-311C24.1	1
ESX1	RP11-326A13.1	1
ESX1	RP11-337N6.1	1
ESX1	RP11-337N6.2	1
ESX1	RP11-343N15.2	1
ESX1	RP11-44K6.2	1
ESX1	RP11-44K6.3	1
ESX1	RP11-44K6.4	1
ESX1	RP11-44K6.5	1
ESX1	RP11-530C5.1	1
ESX1	RP11-536C10.12	1
ESX1	RP11-536C10.13	1
ESX1	RP11-536C10.16	1
ESX1	RP11-536C10.7	1
ESX1	RP11-626K17.5	1
ESX1	RP11-77O7.1	1
ESX1	RP11-82L18.4	1
ESX1	RPL5P24	1
ESX1	S1PR3	1
ESX1	SEC31B	1
ESX1	SHC3	1
ESX1	SHC4	1
ESX1	SHPK	1
ESX1	SNORA36C	1
ESX1	snoU13	1
ESX1	SNRPBP1	1
ESX1	TCEA1	1
ESX1	TCP11L1	1
ESX1	TUBGCP4	1
ESX1	U95743.1	1
ESX1	WNT8B	1
ESX1	Y_RNA	1
ESX1	ZKSCAN2	1
ESX1	ZNF562	1
ESX1	ZSCAN29	1
FOXP3	AAK1	1
FOXP3	AC004691.5	1
FOXP3	AC004862.6	1
FOXP3	AC006196.1	1
FOXP3	AC019080.1	1
FOXP3	AC073850.6	1
FOXP3	AC074286.1	1
FOXP3	AC099326.1	1
FOXP3	AC130709.1	1
FOXP3	ACTR3BP3	1
FOXP3	ADCY1	1
FOXP3	AL035697.1	1
FOXP3	ANXA4	1
FOXP3	AP003354.1	1
FOXP3	APLF	1
FOXP3	AZIN1	1
FOXP3	C9orf47	1
FOXP3	CD36	1
FOXP3	CREG1	1
FOXP3	CSTF3	1
FOXP3	CTD-2301A4.3	1
FOXP3	CTD-2301A4.5	1
FOXP3	CTNS	1
FOXP3	FAM188B	1
FOXP3	FBXO48	1
FOXP3	FREM1	1
FOXP3	GNAT3	1
FOXP3	IDO1	1
FOXP3	IDO2	1
FOXP3	INMT-FAM188B	1
FOXP3	KB-1507C5.2	1
FOXP3	KB-1507C5.3	1
FOXP3	MAPK1	1
FOXP3	MIR3118-5	1
FOXP3	MITF	1
FOXP3	NDUFB8	1
FOXP3	NFE2L2	1
FOXP3	NSD1	1
FOXP3	PABPC1P13	1
FOXP3	PACRG	1
FOXP3	PARK2	1
FOXP3	PFDN4	1
FOXP3	PLEKHA6	1
FOXP3	POTED	1
FOXP3	RN7SL418P	1
FOXP3	RN7SL487P	1
FOXP3	RN7SL604P	1
FOXP3	RNA5SP493	1
FOXP3	RNU6-1260P	1
FOXP3	RP1-34L19.1	1
FOXP3	RP11-138E16.1	1
FOXP3	RP11-203F10.5	1
FOXP3	RP11-20J1.1	1
FOXP3	RP11-23F23.2	1
FOXP3	RP11-23F23.3	1
FOXP3	RP11-30L15.4	1
FOXP3	RP11-326A13.1	1
FOXP3	RP11-337N6.1	1
FOXP3	RP11-337N6.2	1
