TF	Target	Weight
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	AAK1	1
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	AC004691.5	1
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	AC004862.6	1
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	AC006196.1	1
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	AC009948.5	1
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	AC012379.1	1
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	AC019080.1	1
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	AC073850.6	1
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	AC074286.1	1
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	AC084117.3	1
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	AC092431.2	1
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	AC099326.1	1
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	AC130709.1	1
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	ADCY1	1
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	AL035697.1	1
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	AL592494.5	1
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	ANKRD32	1
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	ANXA4	1
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	AP003354.1	1
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	APLF	1
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	AQP1	1
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	ARHGAP42P5	1
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	AZIN1	1
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	C19orf82	1
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	C4BPAP2	1
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	C9orf47	1
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	CD36	1
ALX1_ALX3_ALX4_ARX_DRGX_EN1_EN2_ESX1_GBX1_GBX2_HESX1_ISX_MIXL1_MSX1_MSX2_NOBOX_OTP_PHOX2A_PHOX2B_PROP1_PRRX1_PRRX2_RAX_RAX2_SEBOX_SHOX_SHOX2_UNCX_VSX1_VSX2	CREG1	1
