TF	Target	SignedQuantile	NonzeroSubsamples(Stability)	pCorr	stroke	stroke-width	stroke-dasharray
Irf7	Ifit3	0.97294	50.7	0.698	rgb(225, 84, 85)	1.9956	2,2
Tfdp2	Oxct1	0.97294	50.7	0.703	rgb(225, 83, 84)	1.9956	2,2
Prdm2	Dock4	0.97294	50.7	0.701	rgb(225, 83, 85)	1.9956	2,2
Zfp280c	Rfx7	0.97294	50.7	0.705	rgb(225, 82, 84)	1.9956	2,2
Ahrr	Cyp1b1	0.97113	50.69	0.694	rgb(225, 84, 86)	1.9954	2,2
Epas1	Gata3	0.97113	50.69	0.688	rgb(225, 86, 87)	1.9954	2,2
Foxs1	S100a4	0.97113	50.69	0.689	rgb(225, 85, 87)	1.9954	2,2
Irf7	Mx1	0.97113	50.69	0.694	rgb(225, 85, 86)	1.9954	2,2
Kdm2b	Mxd1	-0.97113	50.69	-6.9E-01	rgb( 68,126,243)	1.9954	2,2
Prrx1	Cav1	0.97113	50.69	0.691	rgb(225, 85, 86)	1.9954	2,2
Srebf1	Insig1	0.97113	50.69	0.693	rgb(225, 85, 86)	1.9954	2,2
Stat4	Tgfbr1	-0.97113	50.69	-6.9E-01	rgb( 67,126,243)	1.9954	2,2
Tcf12	Mycbp2	0.97113	50.69	0.69	rgb(225, 85, 87)	1.9954	2,2
C030039L03Rik	Per2	0.97113	50.69	0.692	rgb(225, 85, 86)	1.9954	2,2
C030039L03Rik	Prkab2	0.97113	50.69	0.695	rgb(225, 84, 86)	1.9954	2,2
Zfp367	Exo1	0.97113	50.69	0.688	rgb(225, 86, 87)	1.9954	2,2
Zfp385a	Abhd4	0.97113	50.69	0.689	rgb(225, 85, 87)	1.9954	2,2
Zfp429	Apold1	-0.97113	50.69	-6.9E-01	rgb( 67,126,243)	1.9954	2,2
Ahrr	Pdpn	0.96933	50.68	0.678	rgb(224, 88, 89)	1.9952	2,2
Irf1	Gbp6	0.96933	50.68	0.679	rgb(224, 87, 89)	1.9952	2,2
Rbck1	Dnajc21	-0.96933	50.68	-6.8E-01	rgb( 70,127,243)	1.9952	2,2
Zfp629	Ttbk2	0.96933	50.68	0.68	rgb(224, 87, 88)	1.9952	2,2
Irf1	Erap1	0.96752	50.67	0.675	rgb(224, 88, 89)	1.995	None
Irf1	Tgtp2	0.96752	50.67	0.667	rgb(224, 90, 91)	1.995	None
Irf7	Pydc4	0.96752	50.67	0.668	rgb(224, 89, 91)	1.995	2,2
Jun	Kdelc2	-0.96752	50.67	-6.7E-01	rgb( 71,128,243)	1.995	2,2
Nr4a3	Nr4a1	0.96752	50.67	0.672	rgb(224, 89, 90)	1.995	2,2
Osr2	Serpinb1b	0.96752	50.67	0.673	rgb(224, 88, 90)	1.995	2,2
Patz1	Mboat7	0.96752	50.67	0.675	rgb(224, 88, 89)	1.995	2,2
Sp110	Bcl2a1b	0.96752	50.67	0.674	rgb(224, 88, 90)	1.995	2,2
Sp110	Ly6c1	0.96752	50.67	0.671	rgb(224, 89, 90)	1.995	2,2
Stat1	Dtx3l	0.96752	50.67	0.667	rgb(224, 90, 91)	1.995	None
Vax2	Il17re	0.96752	50.67	0.667	rgb(224, 90, 91)	1.995	2,2
Zfp467	Wnt10a	0.96752	50.67	0.666	rgb(224, 90, 91)	1.995	None
Csrnp1	Mxd1	0.96752	50.67	0.671	rgb(224, 89, 90)	1.995	2,2
Sgsm2	Tert	0.96752	50.67	0.672	rgb(224, 89, 90)	1.995	2,2
Whsc1	Exo1	0.96752	50.67	0.667	rgb(224, 90, 91)	1.995	2,2
Zfp429	Vwa1	-0.96752	50.67	-6.7E-01	rgb( 72,129,242)	1.995	2,2
Zfp948	Ankrd23	0.96752	50.67	0.672	rgb(224, 89, 90)	1.995	2,2
Arid5a	Sbno2	0.96572	50.66	0.659	rgb(224, 91, 93)	1.9948	2,2
Irf1	Gbp5	0.96572	50.66	0.659	rgb(224, 91, 92)	1.9948	None
Irf5	Unc93b1	0.96572	50.66	0.657	rgb(224, 91, 93)	1.9948	2,2
Irf7	Gbp9	0.96572	50.66	0.663	rgb(224, 90, 92)	1.9948	2,2
Irf7	Mx2	0.96572	50.66	0.661	rgb(224, 91, 92)	1.9948	None
Irf8	Tbx21	0.96572	50.66	0.664	rgb(224, 90, 92)	1.9948	2,2
Sp110	Max	0.96572	50.66	0.662	rgb(224, 91, 92)	1.9948	2,2
Stat4	Dock11	0.96572	50.66	0.661	rgb(224, 91, 92)	1.9948	2,2
Xbp1	Rap1gds1	0.96572	50.66	0.661	rgb(224, 91, 92)	1.9948	2,2
Zhx1	Ptprc	0.96572	50.66	0.658	rgb(224, 91, 93)	1.9948	2,2
Atf6b	Crip1	-0.96572	50.66	-6.6E-01	rgb( 74,130,242)	1.9948	2,2
Tigd2	Utf1	-0.96572	50.66	-6.6E-01	rgb( 73,130,242)	1.9948	2,2
Zbtb32	Galnt3	0.96572	50.66	0.663	rgb(224, 90, 92)	1.9948	2,2
Cebpg	Gpt2	0.96391	50.65	0.655	rgb(224, 92, 93)	1.9946	2,2
Cebpg	Psph	0.96391	50.65	0.654	rgb(224, 92, 93)	1.9946	2,2
Crem	Agpat9	0.96391	50.65	0.65	rgb(224, 93, 94)	1.9946	2,2
Irf5	Gna15	0.96391	50.65	0.649	rgb(224, 93, 94)	1.9946	2,2
Pou6f1	Ccr5	0.96391	50.65	0.646	rgb(224, 94, 95)	1.9946	2,2
Tbx21	Notch1	0.96391	50.65	0.651	rgb(224, 93, 94)	1.9946	2,2
Zfp202	Dusp12	0.96391	50.65	0.647	rgb(224, 93, 95)	1.9946	2,2
Gm14420	Gm2011	0.96391	50.65	0.654	rgb(224, 92, 93)	1.9946	2,2
Mxd3	Coro7	0.96391	50.65	0.647	rgb(224, 93, 95)	1.9946	2,2
Phf1	Kcnq5	-0.96391	50.65	-6.5E-01	rgb( 76,131,242)	1.9946	2,2
Zeb2	Dusp22	0.96391	50.65	0.646	rgb(224, 94, 95)	1.9946	2,2
Zfp750	Robo3	0.96391	50.65	0.655	rgb(224, 92, 93)	1.9946	2,2
Zfp800	Eno3	-0.96391	50.65	-6.5E-01	rgb( 77,132,242)	1.9946	2,2
Bhlhe40	Ndrg2	0.96211	50.64	0.638	rgb(224, 95, 97)	1.9944	None
Etv4	Dusp9	0.96211	50.64	0.635	rgb(224, 96, 97)	1.9944	2,2
Irf4	Abcd3	-0.96211	50.64	-6.4E-01	rgb( 77,132,241)	1.9944	None
Irf4	Nox1	-0.96211	50.64	-6.4E-01	rgb( 78,132,241)	1.9944	2,2
Klf13	Map3k1	0.96211	50.64	0.639	rgb(224, 95, 96)	1.9944	2,2
Klf2	Sell	0.96211	50.64	0.636	rgb(224, 96, 97)	1.9944	2,2
Nr4a2	Fosl2	0.96211	50.64	0.635	rgb(224, 96, 97)	1.9944	2,2
Otx1	Slc29a3	0.96211	50.64	0.637	rgb(224, 95, 97)	1.9944	2,2
Pbx2	Numbl	0.96211	50.64	0.642	rgb(224, 94, 96)	1.9944	2,2
Rbpj	Vdr	0.96211	50.64	0.638	rgb(224, 95, 96)	1.9944	2,2
Vax2	Avpi1	0.96211	50.64	0.638	rgb(224, 95, 96)	1.9944	None
Zeb2	Aff3	-0.96211	50.64	-6.4E-01	rgb( 79,133,241)	1.9944	2,2
Atf3	Hdc	0.96031	50.63	0.633	rgb(224, 96, 97)	1.9942	2,2
Elf1	Slain1	0.96031	50.63	0.627	rgb(224, 97, 98)	1.9942	None
Ets1	Tex2	0.96031	50.63	0.63	rgb(224, 97, 98)	1.9942	None
Etv4	Slc6a9	0.96031	50.63	0.631	rgb(224, 96, 98)	1.9942	2,2
Foxs1	Vax2	0.96031	50.63	0.625	rgb(224, 98, 99)	1.9942	2,2
Irf4	Crtam	-0.96031	50.63	-6.3E-01	rgb( 81,134,241)	1.9942	2,2
Irf7	Oas1b	0.96031	50.63	0.631	rgb(224, 97, 98)	1.9942	None
Mybl1	4632434I11Rik	0.96031	50.63	0.627	rgb(224, 97, 98)	1.9942	2,2
Nfkb2	Cdk5r1	0.96031	50.63	0.631	rgb(224, 97, 98)	1.9942	2,2
Rbpj	Nedd4	0.96031	50.63	0.628	rgb(224, 97, 98)	1.9942	2,2
Scrt1	Cyp2s1	0.96031	50.63	0.631	rgb(224, 96, 98)	1.9942	2,2
Spib	Pik3r3	0.96031	50.63	0.632	rgb(224, 96, 98)	1.9942	None
Zfp467	Stk39	0.96031	50.63	0.629	rgb(224, 97, 98)	1.9942	None
C030039L03Rik	Gapdhs	0.96031	50.63	0.629	rgb(224, 97, 98)	1.9942	2,2
Mxd4	Urb1	-0.96031	50.63	-6.3E-01	rgb( 81,134,241)	1.9942	2,2
Ncoa2	Mgat5	0.96031	50.63	0.63	rgb(224, 97, 98)	1.9942	2,2
Plscr1	Clic4	0.96031	50.63	0.63	rgb(224, 97, 98)	1.9942	2,2
Ski	Slc43a2	0.96031	50.63	0.634	rgb(224, 96, 97)	1.9942	2,2
Zbtb32	P4ha2	0.96031	50.63	0.631	rgb(224, 96, 98)	1.9942	2,2
Zfp146	Mpv17l	-0.96031	50.63	-6.3E-01	rgb( 80,134,241)	1.9942	2,2
Zfp329	St7	-0.96031	50.63	-6.3E-01	rgb( 80,134,241)	1.9942	2,2
Zfp35	Zscan21	0.96031	50.63	0.629	rgb(224, 97, 98)	1.9942	2,2
Zfp536	Lpin3	0.96031	50.63	0.626	rgb(224, 97, 99)	1.9942	2,2
Bhlhe40	Anxa4	0.9585	50.62	0.617	rgb(224, 99,100)	1.994	2,2
Cebpg	Slc7a3	0.9585	50.62	0.617	rgb(224, 99,100)	1.994	2,2
Ddit3	Sars	0.9585	50.62	0.617	rgb(224, 99,100)	1.994	2,2
Elf1	Itga4	0.9585	50.62	0.618	rgb(224, 99,100)	1.994	2,2
Elk3	Dusp14	0.9585	50.62	0.62	rgb(224, 98,100)	1.994	2,2
Elk3	Rora	0.9585	50.62	0.619	rgb(224, 99,100)	1.994	2,2
Hif1a	Acsl4	0.9585	50.62	0.616	rgb(224, 99,101)	1.994	2,2
Irf4	Chst15	0.9585	50.62	0.623	rgb(224, 98, 99)	1.994	2,2
Kdm2b	Slco4a1	0.9585	50.62	0.625	rgb(224, 98, 99)	1.994	2,2
Maf	Il21	0.9585	50.62	0.623	rgb(224, 98, 99)	1.994	2,2
Mybl1	Gtse1	0.9585	50.62	0.624	rgb(224, 98, 99)	1.994	2,2
Nr4a2	Nrip1	0.9585	50.62	0.616	rgb(224, 99,101)	1.994	2,2
Patz1	Btbd11	0.9585	50.62	0.62	rgb(224, 98,100)	1.994	2,2
Plagl1	Cd180	0.9585	50.62	0.62	rgb(224, 99,100)	1.994	2,2
Rorc	C2cd4d	0.9585	50.62	0.624	rgb(224, 98, 99)	1.994	2,2
Srebf1	Abcg1	0.9585	50.62	0.624	rgb(224, 98, 99)	1.994	2,2
Tal2	Tmem38b	0.9585	50.62	0.623	rgb(224, 98, 99)	1.994	2,2
Tbx21	Icam1	0.9585	50.62	0.625	rgb(224, 98, 99)	1.994	2,2
Tead1	Fut7	0.9585	50.62	0.621	rgb(224, 98,100)	1.994	2,2
Ankzf1	Rbfox2	0.9585	50.62	0.618	rgb(224, 99,100)	1.994	2,2
C030039L03Rik	Atp7b	0.9585	50.62	0.618	rgb(224, 99,100)	1.994	2,2
Zeb2	Srxn1	0.9585	50.62	0.616	rgb(224, 99,100)	1.994	2,2
Zfp367	Cenpm	0.9585	50.62	0.622	rgb(224, 98, 99)	1.994	2,2
Zfp629	Dnmt3b	0.9585	50.62	0.615	rgb(224, 99,101)	1.994	2,2
Atf2	Cndp2	-0.9567	50.61	-6.1E-01	rgb( 84,136,240)	1.9938	2,2
Bhlhe40	Tnip3	0.9567	50.61	0.612	rgb(224,100,101)	1.9938	2,2
Creb3l2	Syn1	0.9567	50.61	0.615	rgb(224,100,101)	1.9938	2,2
Dbp	Abcb1b	-0.9567	50.61	-6.1E-01	rgb( 86,137,240)	1.9938	2,2
Epas1	Adamtsl3	0.9567	50.61	0.612	rgb(224,100,101)	1.9938	2,2
Etv6	Ncs1	0.9567	50.61	0.605	rgb(224,101,103)	1.9938	2,2
Irf7	Ccrl2	0.9567	50.61	0.607	rgb(224,101,102)	1.9938	2,2
Jdp2	Pck2	0.9567	50.61	0.614	rgb(224,100,101)	1.9938	2,2
Jund	Cebpb	0.9567	50.61	0.613	rgb(224,100,101)	1.9938	2,2
Nr4a2	Crem	0.9567	50.61	0.611	rgb(224,100,102)	1.9938	2,2
Rest	Rbm15	0.9567	50.61	0.612	rgb(224,100,101)	1.9938	None
Sox5	Mab21l2	0.9567	50.61	0.607	rgb(224,101,102)	1.9938	2,2
Sp4	Ermn	0.9567	50.61	0.606	rgb(224,101,102)	1.9938	2,2
Mxd4	Tcp11l2	0.9567	50.61	0.612	rgb(224,100,101)	1.9938	2,2
Whsc1	Rfwd3	0.9567	50.61	0.607	rgb(224,101,102)	1.9938	2,2
Zfp276	Amigo3	0.9567	50.61	0.613	rgb(224,100,101)	1.9938	2,2
Zfp367	Apitd1	0.9567	50.61	0.61	rgb(224,100,102)	1.9938	2,2
Zfp367	Fam111a	0.9567	50.61	0.614	rgb(224,100,101)	1.9938	2,2
Zfp429	Megf8	-0.9567	50.61	-6.1E-01	rgb( 85,137,240)	1.9938	2,2
Atf3	Arsb	-0.95489	50.6	-6.0E-01	rgb( 87,138,240)	1.9936	2,2
Cebpg	Chac1	0.95489	50.6	0.596	rgb(224,103,104)	1.9936	2,2
Cebpg	Trib3	0.95489	50.6	0.604	rgb(224,102,103)	1.9936	2,2
Elf1	Id1	-0.95489	50.6	-6.0E-01	rgb( 86,137,240)	1.9936	2,2
Epas1	Gsn	0.95489	50.6	0.6	rgb(224,102,104)	1.9936	2,2
Ets2	Ifit2	0.95489	50.6	0.6	rgb(224,102,104)	1.9936	2,2
Gfi1	Bpnt1	-0.95489	50.6	-6.0E-01	rgb( 88,138,240)	1.9936	2,2
Ikzf2	Cd160	0.95489	50.6	0.602	rgb(224,102,103)	1.9936	2,2
Irf4	Atp2b4	0.95489	50.6	0.6	rgb(224,102,104)	1.9936	2,2
Irf9	Stat2	0.95489	50.6	0.6	rgb(224,102,104)	1.9936	None
Kdm2b	Gramd1b	0.95489	50.6	0.598	rgb(224,103,104)	1.9936	2,2
Sox5	Gem	0.95489	50.6	0.597	rgb(224,103,104)	1.9936	2,2
Sp4	Exoc6	0.95489	50.6	0.595	rgb(224,103,104)	1.9936	None
Tead1	Vim	0.95489	50.6	0.602	rgb(224,102,103)	1.9936	2,2
Vax2	Cysltr1	0.95489	50.6	0.597	rgb(224,103,104)	1.9936	2,2
Vax2	Il17a	0.95489	50.6	0.6	rgb(224,102,104)	1.9936	2,2
Mxd3	E2f7	0.95489	50.6	0.6	rgb(224,102,104)	1.9936	2,2
Sgsm2	Unc93b1	0.95489	50.6	0.599	rgb(224,103,104)	1.9936	2,2
Terf1	Rftn1	-0.95489	50.6	-6.0E-01	rgb( 86,137,240)	1.9936	2,2
Tulp3	Tbc1d14	0.95489	50.6	0.601	rgb(224,102,103)	1.9936	2,2
Zfp329	A230072C01Rik	0.95489	50.6	0.595	rgb(224,103,105)	1.9936	2,2
Zfp385a	Cd80	0.95489	50.6	0.597	rgb(224,103,104)	1.9936	2,2
Zfp420	Scarf2	-0.95489	50.6	-6.0E-01	rgb( 88,138,240)	1.9936	2,2
Zfp429	H60c	-0.95489	50.6	-6.0E-01	rgb( 86,137,240)	1.9936	2,2
Zfp808	Rfwd3	0.95489	50.6	0.599	rgb(224,103,104)	1.9936	2,2
Zfp808	Tyms	0.95489	50.6	0.6	rgb(224,102,104)	1.9936	2,2
Cenpb	Samd1	0.95309	50.59	0.589	rgb(223,105,106)	1.9934	2,2
Egr1	Egr3	0.95309	50.59	0.586	rgb(223,105,106)	1.9934	2,2
Ikzf2	Ankrd39	0.95309	50.59	0.585	rgb(223,105,106)	1.9934	2,2
Irf7	BC094916	0.95309	50.59	0.59	rgb(223,104,106)	1.9934	None
Irf7	Ifi204	0.95309	50.59	0.586	rgb(223,105,106)	1.9934	None
Jun	Osm	0.95309	50.59	0.592	rgb(224,104,105)	1.9934	2,2
Maf	Aqp3	0.95309	50.59	0.586	rgb(223,105,106)	1.9934	2,2
Ovol1	Dixdc1	0.95309	50.59	0.589	rgb(223,105,106)	1.9934	2,2
Rbpj	Id2	0.95309	50.59	0.589	rgb(223,104,106)	1.9934	2,2
Smad4	Prex1	0.95309	50.59	0.585	rgb(223,105,106)	1.9934	2,2
Sp100	Stat2	0.95309	50.59	0.588	rgb(223,105,106)	1.9934	2,2
Stat2	Parp9	0.95309	50.59	0.586	rgb(223,105,106)	1.9934	2,2
Tcf12	Pafah1b3	-0.95309	50.59	-5.9E-01	rgb( 90,140,239)	1.9934	2,2
Zfp467	Wisp1	0.95309	50.59	0.593	rgb(224,104,105)	1.9934	2,2
Adnp	Hist4h4	-0.95309	50.59	-5.9E-01	rgb( 89,139,239)	1.9934	2,2
Dzip1	Uggt2	0.95309	50.59	0.586	rgb(223,105,106)	1.9934	2,2
Jazf1	Enpp4	-0.95309	50.59	-5.9E-01	rgb( 89,139,239)	1.9934	2,2
Ncoa1	Tmem184b	0.95309	50.59	0.594	rgb(224,103,105)	1.9934	2,2
Ncoa3	Il4ra	0.95309	50.59	0.594	rgb(224,104,105)	1.9934	2,2
Phf1	Galk1	-0.95309	50.59	-5.9E-01	rgb( 90,140,239)	1.9934	2,2
Sgsm2	Plxnc1	0.95309	50.59	0.59	rgb(223,104,106)	1.9934	2,2
Zbtb10	Irf7	0.95309	50.59	0.593	rgb(224,104,105)	1.9934	2,2
Zbtb32	Fes	0.95309	50.59	0.591	rgb(224,104,105)	1.9934	2,2
Zfp113	Cep76	-0.95309	50.59	-5.9E-01	rgb( 89,139,239)	1.9934	2,2
Zfp28	Pwwp2b	0.95309	50.59	0.59	rgb(223,104,105)	1.9934	2,2
Zfp385a	Ptp4a3	0.95309	50.59	0.589	rgb(223,104,106)	1.9934	2,2
Zfp385a	Zfp365	0.95309	50.59	0.586	rgb(223,105,106)	1.9934	2,2
Zfp473	Flot2	0.95309	50.59	0.59	rgb(223,104,105)	1.9934	2,2
Zfp668	Dcakd	0.95309	50.59	0.59	rgb(223,104,105)	1.9934	2,2
Zfp750	Exoc4	0.95309	50.59	0.586	rgb(223,105,106)	1.9934	2,2
Ahctf1	Atad2b	0.95128	50.58	0.58	rgb(223,106,107)	1.9932	2,2
Atf5	Ddit3	0.95128	50.58	0.582	rgb(223,106,107)	1.9932	2,2
Cebpg	Aldh1l2	0.95128	50.58	0.583	rgb(223,106,107)	1.9932	2,2
Cebpg	Atp6v0a1	-0.95128	50.58	-5.8E-01	rgb( 92,141,239)	1.9932	2,2
Creb3l2	Gatsl2	0.95128	50.58	0.575	rgb(223,107,108)	1.9932	2,2
Etv4	Pdgfrb	0.95128	50.58	0.578	rgb(223,107,108)	1.9932	2,2
Foxp4	B4galnt1	0.95128	50.58	0.577	rgb(223,107,108)	1.9932	2,2
Irf4	Srgap3	-0.95128	50.58	-5.8E-01	rgb( 91,140,239)	1.9932	2,2
Irf7	Oasl2	0.95128	50.58	0.584	rgb(223,105,107)	1.9932	2,2
Klf2	Ttyh3	0.95128	50.58	0.58	rgb(223,106,107)	1.9932	2,2
Myb	Tmem120b	0.95128	50.58	0.583	rgb(223,106,107)	1.9932	2,2
Pparg	Dgkk	0.95128	50.58	0.578	rgb(223,107,108)	1.9932	2,2
Sox5	Ccr8	-0.95128	50.58	-5.8E-01	rgb( 92,141,239)	1.9932	2,2
Srebf2	Sqle	0.95128	50.58	0.577	rgb(223,107,108)	1.9932	2,2
Stat2	Il12rb2	0.95128	50.58	0.583	rgb(223,106,107)	1.9932	None
Tbx21	Myd88	0.95128	50.58	0.583	rgb(223,106,107)	1.9932	2,2
Twist1	Fam160a1	0.95128	50.58	0.58	rgb(223,106,107)	1.9932	2,2
Vax2	Cxcl3	0.95128	50.58	0.582	rgb(223,106,107)	1.9932	2,2
Vax2	Il23r	0.95128	50.58	0.58	rgb(223,106,107)	1.9932	2,2
Zbtb4	Zswim4	0.95128	50.58	0.579	rgb(223,106,108)	1.9932	2,2
Zfp467	Galm	0.95128	50.58	0.576	rgb(223,107,108)	1.9932	2,2
Dot1l	Rnf130	-0.95128	50.58	-5.8E-01	rgb( 91,141,239)	1.9932	2,2
Dpf1	Porcn	0.95128	50.58	0.584	rgb(223,105,107)	1.9932	2,2
Drap1	Syf2	0.95128	50.58	0.58	rgb(223,106,107)	1.9932	2,2
Eea1	Ctsw	-0.95128	50.58	-5.8E-01	rgb( 92,141,239)	1.9932	2,2
Kdm5b	Sap30	0.95128	50.58	0.581	rgb(223,106,107)	1.9932	2,2
Ncoa1	Lrba	0.95128	50.58	0.578	rgb(223,107,108)	1.9932	2,2
Prdm2	Ptger2	-0.95128	50.58	-5.8E-01	rgb( 91,140,239)	1.9932	2,2
Rlf	Nudt8	-0.95128	50.58	-5.8E-01	rgb( 90,140,239)	1.9932	2,2
Zbtb38	Trpv2	0.95128	50.58	0.581	rgb(223,106,107)	1.9932	2,2
Zfp386	Spry1	-0.95128	50.58	-5.8E-01	rgb( 91,140,239)	1.9932	2,2
Zfp429	Kcnf1	-0.95128	50.58	-5.8E-01	rgb( 92,141,239)	1.9932	2,2
Zfp473	Rps6ka3	0.95128	50.58	0.581	rgb(223,106,107)	1.9932	2,2
Zfp629	Trpv2	-0.95128	50.58	-5.8E-01	rgb( 90,140,239)	1.9932	2,2
Arid3b	Inpp5a	0.94948	50.57	0.566	rgb(223,109,110)	1.993	2,2
Atf5	Minpp1	-0.94948	50.57	-5.7E-01	rgb( 94,142,239)	1.993	2,2
Bcl6b	Kctd7	0.94948	50.57	0.567	rgb(223,109,110)	1.993	2,2
Elf1	Stk4	0.94948	50.57	0.566	rgb(223,109,110)	1.993	None
Fosl2	Tbc1d30	0.94948	50.57	0.571	rgb(223,108,109)	1.993	None
Foxo3	Tmem43	0.94948	50.57	0.565	rgb(223,109,110)	1.993	2,2
Ikzf2	Trib1	0.94948	50.57	0.566	rgb(223,109,110)	1.993	2,2
Irf1	Tapbpl	0.94948	50.57	0.574	rgb(223,107,109)	1.993	2,2
Irf4	Grpr	-0.94948	50.57	-5.7E-01	rgb( 93,142,239)	1.993	2,2
Irf4	Loxl2	-0.94948	50.57	-5.7E-01	rgb( 94,142,238)	1.993	2,2
Irf5	Dcxr	0.94948	50.57	0.569	rgb(223,108,110)	1.993	2,2
Irf5	Fbxo18	0.94948	50.57	0.574	rgb(223,107,108)	1.993	2,2
Irf5	St14	0.94948	50.57	0.566	rgb(223,109,110)	1.993	2,2
Irf7	Cxcl10	0.94948	50.57	0.574	rgb(223,107,109)	1.993	None
Kdm2b	Endod1	-0.94948	50.57	-5.7E-01	rgb( 93,142,239)	1.993	2,2
Maf	Pdpn	0.94948	50.57	0.567	rgb(223,109,110)	1.993	2,2
Msc	Ccr1	0.94948	50.57	0.566	rgb(223,109,110)	1.993	2,2
Nfatc4	Gpr153	0.94948	50.57	0.572	rgb(223,108,109)	1.993	2,2
Nr4a2	Nr1d1	-0.94948	50.57	-5.7E-01	rgb( 92,141,239)	1.993	2,2
Plagl1	Actn1	0.94948	50.57	0.57	rgb(223,108,109)	1.993	2,2
Pou2af1	Kcna3	0.94948	50.57	0.569	rgb(223,108,109)	1.993	2,2
Relb	Parp9	-0.94948	50.57	-5.7E-01	rgb( 93,142,239)	1.993	2,2
Scrt1	Arhgef10	0.94948	50.57	0.569	rgb(223,108,110)	1.993	2,2
Sp4	Ptpn2	0.94948	50.57	0.565	rgb(223,109,110)	1.993	None
Srebf2	Dhcr7	0.94948	50.57	0.567	rgb(223,109,110)	1.993	2,2
Stat4	Scyl2	0.94948	50.57	0.567	rgb(223,109,110)	1.993	2,2
Stat5b	Nrn1	-0.94948	50.57	-5.7E-01	rgb( 93,142,239)	1.993	2,2
Trerf1	Tnk2	0.94948	50.57	0.574	rgb(223,107,108)	1.993	2,2
