TF	Target	SignedQuantile	NonzeroSubsamples(Stability)	pCorr	stroke	stroke-width	stroke-dasharray
Tbx21	Tbkbp1	1	50.91	0.915	rgb(227, 42, 44)	2	2,2
Rorc	Lingo4	0.9966	50.9	0.901	rgb(227, 45, 47)	1.9998	2,2
Hif1a	Ero1l	0.99321	50.81	0.814	rgb(226, 62, 63)	1.998	None
Zic2	C330018D20Rik	-0.98981	50.8	-8.0E-01	rgb( 43,111,247)	1.9978	None
Hif1a	Rab33a	0.98642	50.79	0.79	rgb(226, 66, 68)	1.9976	None
Deaf1	Yy2	0.98302	50.78	0.776	rgb(226, 69, 70)	1.9974	None
Epas1	Egln1	0.98302	50.78	0.776	rgb(226, 69, 70)	1.9974	None
Hif1a	Slc2a3	0.98302	50.78	0.779	rgb(226, 68, 70)	1.9974	None
Zfp367	Dtl	0.98302	50.78	0.776	rgb(226, 69, 70)	1.9974	2,2
Irf9	Notch2	0.97963	50.77	0.772	rgb(225, 70, 71)	1.9972	2,2
C030039L03Rik	Gapdhs	0.97623	50.76	0.762	rgb(225, 72, 73)	1.997	2,2
Crem	Hk2	-0.97284	50.75	-7.5E-01	rgb( 54,118,246)	1.9968	None
Hif1a	1700001L05Rik	0.97284	50.75	0.753	rgb(225, 73, 75)	1.9968	2,2
Hif1a	2310022B05Rik	0.97284	50.75	0.754	rgb(225, 73, 75)	1.9968	None
Hif1a	Bend5	0.97284	50.75	0.749	rgb(225, 74, 76)	1.9968	None
Klf4	Anxa4	0.97284	50.75	0.747	rgb(225, 74, 76)	1.9968	None
Atf6	Lamc1	0.97284	50.75	0.748	rgb(225, 74, 76)	1.9968	2,2
Zfp467	Sspo	0.97284	50.75	0.747	rgb(225, 74, 76)	1.9968	2,2
Hif1a	Egln1	0.96944	50.74	0.737	rgb(225, 76, 78)	1.9966	None
Hif1a	Rab39	0.96944	50.74	0.743	rgb(225, 75, 77)	1.9966	None
Pparg	Sh2b2	0.96944	50.74	0.744	rgb(225, 75, 76)	1.9966	None
Zfp367	Exo1	0.96944	50.74	0.743	rgb(225, 75, 77)	1.9966	2,2
Hes1	Efnb1	0.96604	50.73	0.731	rgb(225, 77, 79)	1.9964	None
Msc	Prss30	0.96604	50.73	0.727	rgb(225, 78, 80)	1.9964	2,2
Deaf1	Fzd3	0.96265	50.72	0.718	rgb(225, 80, 81)	1.9962	None
Foxo3	Anln	-0.96265	50.72	-7.2E-01	rgb( 62,122,244)	1.9962	None
Sp110	Cdkn2d	0.96265	50.72	0.724	rgb(225, 79, 80)	1.9962	2,2
Zfp536	Lpin3	0.96265	50.72	0.715	rgb(225, 80, 82)	1.9962	2,2
Elk3	Syf2	0.95925	50.71	0.708	rgb(225, 82, 83)	1.996	None
Epas1	Slc2a1	0.95925	50.71	0.711	rgb(225, 81, 83)	1.996	None
Fli1	Tnfsf15	0.95925	50.71	0.71	rgb(225, 81, 83)	1.996	None
Gabpa	Klhl3	0.95925	50.71	0.714	rgb(225, 81, 82)	1.996	None
Hif1a	P4hb	0.95925	50.71	0.711	rgb(225, 81, 83)	1.996	None
Irf9	Pyhin1	0.95925	50.71	0.707	rgb(225, 82, 83)	1.996	2,2
Pcgf2	Mapk3	0.95925	50.71	0.712	rgb(225, 81, 82)	1.996	2,2
Sgsm2	Tert	0.95925	50.71	0.711	rgb(225, 81, 83)	1.996	2,2
Twist1	Fam160a1	0.95925	50.71	0.712	rgb(225, 81, 82)	1.996	2,2
Zbtb7c	Zfp9	0.95925	50.71	0.709	rgb(225, 82, 83)	1.996	2,2
Zfp329	A230072C01Rik	0.95925	50.71	0.712	rgb(225, 81, 82)	1.996	2,2
Fos	Gm1045	0.95925	50.71	0.715	rgb(225, 80, 82)	1.996	None
Fosb	Gm1045	0.95925	50.71	0.715	rgb(225, 80, 82)	1.996	None
Fosl1	Gm1045	0.95925	50.71	0.715	rgb(225, 80, 82)	1.996	None
Fosl2	Gm1045	0.95925	50.71	0.715	rgb(225, 80, 82)	1.996	None
Jun	Gm1045	0.95925	50.71	0.715	rgb(225, 80, 82)	1.996	None
Junb	Gm1045	0.95925	50.71	0.715	rgb(225, 80, 82)	1.996	None
Jund	Gm1045	0.95925	50.71	0.715	rgb(225, 80, 82)	1.996	None
Egr1	Gemin6	0.95586	50.7	0.701	rgb(225, 83, 85)	1.9958	None
Hif1a	Smtnl2	0.95586	50.7	0.698	rgb(225, 84, 85)	1.9958	None
Irf9	2010002M12Rik	0.95586	50.7	0.698	rgb(225, 84, 85)	1.9958	None
Tbx21	Ly6a	0.95586	50.7	0.7	rgb(225, 83, 85)	1.9958	2,2
Hif1a	Sap30	0.95246	50.69	0.693	rgb(225, 85, 86)	1.9956	None
Irf9	Rtp4	0.95246	50.69	0.694	rgb(225, 85, 86)	1.9956	None
Myc	Usp35	-0.95246	50.69	-6.9E-01	rgb( 68,126,243)	1.9956	None
Zfhx3	Ptgfrn	0.95246	50.69	0.69	rgb(225, 85, 87)	1.9956	None
Ahrr	Cyp1b1	0.95246	50.69	0.693	rgb(225, 85, 86)	1.9956	2,2
C030039L03Rik	Agrp	0.95246	50.69	0.689	rgb(225, 85, 87)	1.9956	2,2
Rorc	Il17f	0.95246	50.69	0.69	rgb(225, 85, 87)	1.9956	2,2
Zfp367	Fam111a	0.95246	50.69	0.69	rgb(225, 85, 87)	1.9956	2,2
Bach1	E430016F16Rik	0.94907	50.68	0.684	rgb(225, 86, 88)	1.9954	2,2
Foxo3	Tex261	-0.94907	50.68	-6.8E-01	rgb( 70,128,243)	1.9954	None
Hif1a	Bnip3	0.94907	50.68	0.684	rgb(225, 86, 88)	1.9954	None
Hif1a	Fam71f2	0.94907	50.68	0.683	rgb(225, 87, 88)	1.9954	2,2
Hif1a	Kcnc3	0.94907	50.68	0.677	rgb(224, 88, 89)	1.9954	None
Klf7	Hcn2	0.94907	50.68	0.676	rgb(224, 88, 89)	1.9954	None
Sp3	Yy2	0.94907	50.68	0.679	rgb(224, 87, 89)	1.9954	None
Foxs1	Mylk2	0.94907	50.68	0.685	rgb(225, 86, 88)	1.9954	2,2
Zfp429	Zfp874a	0.94907	50.68	0.677	rgb(224, 88, 89)	1.9954	2,2
Fos	Lamc2	0.94907	50.68	0.715	rgb(225, 80, 82)	1.9954	None
Fosb	Lamc2	0.94907	50.68	0.715	rgb(225, 80, 82)	1.9954	None
Fosl1	Lamc2	0.94907	50.68	0.715	rgb(225, 80, 82)	1.9954	None
Fosl2	Lamc2	0.94907	50.68	0.715	rgb(225, 80, 82)	1.9954	None
Jun	Lamc2	0.94907	50.68	0.715	rgb(225, 80, 82)	1.9954	None
Junb	Lamc2	0.94907	50.68	0.715	rgb(225, 80, 82)	1.9954	None
Jund	Lamc2	0.94907	50.68	0.715	rgb(225, 80, 82)	1.9954	None
Hif1a	Muc2	0.94567	50.67	0.674	rgb(224, 88, 90)	1.9952	None
Klf4	Dach2	0.94567	50.67	0.673	rgb(224, 88, 90)	1.9952	None
Klf4	Fbxo18	0.94567	50.67	0.673	rgb(224, 88, 90)	1.9952	None
Myc	Gpatch4	0.94567	50.67	0.665	rgb(224, 90, 91)	1.9952	None
Myc	Tspyl4	-0.94567	50.67	-6.7E-01	rgb( 71,128,243)	1.9952	None
Pknox1	Stx1a	0.94567	50.67	0.675	rgb(224, 88, 89)	1.9952	None
Pparg	Tnfsf4	0.94567	50.67	0.666	rgb(224, 90, 91)	1.9952	None
Tbx21	Gbp2	0.94567	50.67	0.667	rgb(224, 90, 91)	1.9952	2,2
Zeb2	Aff3	-0.94567	50.67	-6.7E-01	rgb( 71,128,243)	1.9952	2,2
Zfp467	Wnt10a	0.94567	50.67	0.674	rgb(224, 88, 90)	1.9952	2,2
Gli1	Fam102a	0.94228	50.66	0.66	rgb(224, 91, 92)	1.995	None
Hif1a	Fzd7	0.94228	50.66	0.655	rgb(224, 92, 93)	1.995	None
Hif1a	Slc2a1	0.94228	50.66	0.664	rgb(224, 90, 92)	1.995	None
Irf9	BC094916	0.94228	50.66	0.659	rgb(224, 91, 92)	1.995	None
Rfx1	B9d1	0.94228	50.66	0.661	rgb(224, 91, 92)	1.995	None
Sox21	Ptpn4	0.94228	50.66	0.657	rgb(224, 91, 93)	1.995	None
Srf	Slc9a8	-0.94228	50.66	-6.6E-01	rgb( 75,130,242)	1.995	None
Zbtb7b	Aig1	0.94228	50.66	0.661	rgb(224, 91, 92)	1.995	None
Tbx21	Tgtp2	0.94228	50.66	0.663	rgb(224, 90, 92)	1.995	2,2
Zeb2	Sytl3	0.94228	50.66	0.662	rgb(224, 91, 92)	1.995	2,2
Zfp385a	Zmat3	0.94228	50.66	0.658	rgb(224, 91, 93)	1.995	2,2
E2f4	Zranb3	0.94228	50.66	0.715	rgb(225, 80, 82)	1.995	None
Fos	Abca1	0.94228	50.66	0.715	rgb(225, 80, 82)	1.995	None
Fos	Tpbg	0.94228	50.66	0.715	rgb(225, 80, 82)	1.995	None
Fosb	Abca1	0.94228	50.66	0.715	rgb(225, 80, 82)	1.995	None
Fosb	Tpbg	0.94228	50.66	0.715	rgb(225, 80, 82)	1.995	None
Fosl1	Abca1	0.94228	50.66	0.715	rgb(225, 80, 82)	1.995	None
Fosl1	Tpbg	0.94228	50.66	0.715	rgb(225, 80, 82)	1.995	None
Fosl2	Abca1	0.94228	50.66	0.715	rgb(225, 80, 82)	1.995	None
Fosl2	Tpbg	0.94228	50.66	0.715	rgb(225, 80, 82)	1.995	None
Jun	Abca1	0.94228	50.66	0.715	rgb(225, 80, 82)	1.995	None
Jun	Tpbg	0.94228	50.66	0.715	rgb(225, 80, 82)	1.995	None
Junb	Abca1	0.94228	50.66	0.715	rgb(225, 80, 82)	1.995	None
Junb	Tpbg	0.94228	50.66	0.715	rgb(225, 80, 82)	1.995	None
Jund	Abca1	0.94228	50.66	0.715	rgb(225, 80, 82)	1.995	None
Jund	Tpbg	0.94228	50.66	0.715	rgb(225, 80, 82)	1.995	None
Rarg	Osgepl1	0.94228	50.66	0.715	rgb(225, 80, 82)	1.995	None
Epas1	Hk1	0.93888	50.65	0.648	rgb(224, 93, 95)	1.9948	2,2
Foxa1	Siah1a	0.93888	50.65	0.651	rgb(224, 93, 94)	1.9948	None
Hbp1	Fam111a	0.93888	50.65	0.652	rgb(224, 93, 94)	1.9948	None
Hif1a	Agl	0.93888	50.65	0.647	rgb(224, 93, 95)	1.9948	None
Hif1a	Ralb	0.93888	50.65	0.652	rgb(224, 92, 94)	1.9948	None
Hif1a	Sav1	0.93888	50.65	0.647	rgb(224, 93, 95)	1.9948	None
Klf4	Rdh11	0.93888	50.65	0.654	rgb(224, 92, 93)	1.9948	None
Myc	Utp20	0.93888	50.65	0.65	rgb(224, 93, 94)	1.9948	None
Sox13	Emp3	0.93888	50.65	0.648	rgb(224, 93, 95)	1.9948	None
Zscan10	Ifnar1	-0.93888	50.65	-6.5E-01	rgb( 76,131,242)	1.9948	None
Kdm5b	Rasgef1b	-0.93888	50.65	-6.5E-01	rgb( 77,132,242)	1.9948	2,2
Twist1	Slit3	0.93888	50.65	0.653	rgb(224, 92, 94)	1.9948	2,2
Zbtb41	Pafah1b3	-0.93888	50.65	-6.5E-01	rgb( 76,131,242)	1.9948	2,2
Zfp787	Ocrl	-0.93888	50.65	-6.5E-01	rgb( 76,131,242)	1.9948	2,2
Deaf1	2210013O21Rik	-0.93548	50.64	-6.4E-01	rgb( 79,133,241)	1.9946	None
Fli1	Rfx7	0.93548	50.64	0.642	rgb(224, 94, 96)	1.9946	None
Gli1	Oit3	0.93548	50.64	0.645	rgb(224, 94, 95)	1.9946	None
Hic1	Smarca2	0.93548	50.64	0.638	rgb(224, 95, 96)	1.9946	None
Hif1a	Aplp1	0.93548	50.64	0.637	rgb(224, 95, 97)	1.9946	None
Klf4	Ctsf	0.93548	50.64	0.642	rgb(224, 94, 96)	1.9946	None
Myc	Tsr2	0.93548	50.64	0.64	rgb(224, 95, 96)	1.9946	None
Rfx7	Pde4d	-0.93548	50.64	-6.4E-01	rgb( 78,132,241)	1.9946	None
Sox12	Phlpp1	0.93548	50.64	0.643	rgb(224, 94, 95)	1.9946	None
Sp2	4632428N05Rik	-0.93548	50.64	-6.4E-01	rgb( 78,132,241)	1.9946	None
Stat4	Gpr146	0.93548	50.64	0.64	rgb(224, 95, 96)	1.9946	None
Zfp148	Mapre3	0.93548	50.64	0.64	rgb(224, 95, 96)	1.9946	None
Zfx	Abhd15	0.93548	50.64	0.644	rgb(224, 94, 95)	1.9946	None
Ahrr	Ddx11	0.93548	50.64	0.64	rgb(224, 95, 96)	1.9946	2,2
Atmin	Gramd1b	0.93548	50.64	0.643	rgb(224, 94, 95)	1.9946	2,2
Klf2	Sell	0.93548	50.64	0.637	rgb(224, 95, 97)	1.9946	2,2
Twist1	Kctd15	0.93548	50.64	0.642	rgb(224, 94, 96)	1.9946	2,2
Zeb2	Akr1b8	0.93548	50.64	0.637	rgb(224, 95, 97)	1.9946	2,2
Zfp367	Pknox1	-0.93548	50.64	-6.4E-01	rgb( 77,132,241)	1.9946	2,2
Zfp536	Gykl1	0.93548	50.64	0.64	rgb(224, 95, 96)	1.9946	2,2
Zfp536	Tekt2	0.93548	50.64	0.639	rgb(224, 95, 96)	1.9946	2,2
Zfp652	Gng4	-0.93548	50.64	-6.4E-01	rgb( 78,133,241)	1.9946	2,2
Epas1	Bcar1	0.93209	50.63	0.634	rgb(224, 96, 97)	1.9944	None
Ets1	D830031N03Rik	0.93209	50.63	0.629	rgb(224, 97, 98)	1.9944	None
Ets1	Pla2g4f	0.93209	50.63	0.626	rgb(224, 97, 99)	1.9944	None
Fli1	Chm	-0.93209	50.63	-6.3E-01	rgb( 81,134,241)	1.9944	None
Hif1a	Ddit4	0.93209	50.63	0.626	rgb(224, 98, 99)	1.9944	None
Hsf2	Nrn1	0.93209	50.63	0.63	rgb(224, 97, 98)	1.9944	None
Irf9	Ddx60	0.93209	50.63	0.633	rgb(224, 96, 97)	1.9944	None
Irf9	Tgtp2	0.93209	50.63	0.631	rgb(224, 97, 98)	1.9944	None
Mafb	Rab39b	0.93209	50.63	0.626	rgb(224, 97, 99)	1.9944	None
Patz1	Pag1	0.93209	50.63	0.634	rgb(224, 96, 97)	1.9944	None
Pou3f1	Ermn	0.93209	50.63	0.628	rgb(224, 97, 98)	1.9944	None
Sp2	Fyn	-0.93209	50.63	-6.3E-01	rgb( 80,133,241)	1.9944	None
Trp53	Ptp4a3	0.93209	50.63	0.628	rgb(224, 97, 98)	1.9944	None
Zbtb7b	Acsl4	0.93209	50.63	0.628	rgb(224, 97, 98)	1.9944	None
Zbtb7b	Chm	0.93209	50.63	0.63	rgb(224, 97, 98)	1.9944	None
Atf6	Sco1	0.93209	50.63	0.635	rgb(224, 96, 97)	1.9944	2,2
Mxd3	Cdc25b	0.93209	50.63	0.633	rgb(224, 96, 97)	1.9944	2,2
Whsc1	5830416P10Rik	-0.93209	50.63	-6.3E-01	rgb( 80,134,241)	1.9944	2,2
Zeb2	Sntb1	-0.93209	50.63	-6.3E-01	rgb( 80,134,241)	1.9944	2,2
Zfp536	Mapk8ip1	0.93209	50.63	0.628	rgb(224, 97, 98)	1.9944	2,2
Zfp948	Ankrd23	0.93209	50.63	0.627	rgb(224, 97, 99)	1.9944	2,2
Zfp948	Mtx3	0.93209	50.63	0.631	rgb(224, 96, 98)	1.9944	2,2
Fos	1110007C09Rik	0.93209	50.63	0.715	rgb(225, 80, 82)	1.9944	None
Fosb	1110007C09Rik	0.93209	50.63	0.715	rgb(225, 80, 82)	1.9944	None
Fosl1	1110007C09Rik	0.93209	50.63	0.715	rgb(225, 80, 82)	1.9944	None
Fosl2	1110007C09Rik	0.93209	50.63	0.715	rgb(225, 80, 82)	1.9944	None
Jun	1110007C09Rik	0.93209	50.63	0.715	rgb(225, 80, 82)	1.9944	None
Junb	1110007C09Rik	0.93209	50.63	0.715	rgb(225, 80, 82)	1.9944	None
Jund	1110007C09Rik	0.93209	50.63	0.715	rgb(225, 80, 82)	1.9944	None
Bcl6b	Il10ra	0.92869	50.62	0.618	rgb(224, 99,100)	1.9942	None
Epas1	Arrb1	0.92869	50.62	0.621	rgb(224, 98,100)	1.9942	None
Epas1	Pgm2	0.92869	50.62	0.616	rgb(224, 99,101)	1.9942	2,2
Gabpa	AA467197	-0.92869	50.62	-6.2E-01	rgb( 82,135,241)	1.9942	None
Gata2	Plxdc2	0.92869	50.62	0.617	rgb(224, 99,100)	1.9942	None
Gata3	Mei4	0.92869	50.62	0.619	rgb(224, 99,100)	1.9942	None
Glis2	S1pr2	0.92869	50.62	0.623	rgb(224, 98, 99)	1.9942	None
Hif1a	Espn	0.92869	50.62	0.618	rgb(224, 99,100)	1.9942	None
Hif1a	Ncoa2	-0.92869	50.62	-6.2E-01	rgb( 82,135,241)	1.9942	None
Hif1a	Ppp1r13l	0.92869	50.62	0.62	rgb(224, 99,100)	1.9942	None
Klf4	Aldh1b1	0.92869	50.62	0.619	rgb(224, 99,100)	1.9942	None
Meis1	Pde2a	0.92869	50.62	0.615	rgb(224, 99,101)	1.9942	None
Myc	Apbb1ip	0.92869	50.62	0.619	rgb(224, 99,100)	1.9942	None
Myc	Brd3	0.92869	50.62	0.621	rgb(224, 98,100)	1.9942	None
Patz1	Ninl	-0.92869	50.62	-6.2E-01	rgb( 81,135,241)	1.9942	None
Pparg	Cd83	0.92869	50.62	0.621	rgb(224, 98,100)	1.9942	None
Sp2	Rhebl1	0.92869	50.62	0.618	rgb(224, 99,100)	1.9942	None
Trp53	Gna15	0.92869	50.62	0.624	rgb(224, 98, 99)	1.9942	None
Zeb1	Usp35	0.92869	50.62	0.622	rgb(224, 98, 99)	1.9942	None
Zfx	Rab11fip1	0.92869	50.62	0.623	rgb(224, 98, 99)	1.9942	None
Atf6	Ston2	0.92869	50.62	0.622	rgb(224, 98, 99)	1.9942	2,2
Atmin	Slc29a3	0.92869	50.62	0.616	rgb(224, 99,101)	1.9942	2,2
Klf6	Trp53i13	0.92869	50.62	0.624	rgb(224, 98, 99)	1.9942	2,2
Msc	Penk	0.92869	50.62	0.617	rgb(224, 99,100)	1.9942	2,2
Zfp467	Acsbg1	-0.92869	50.62	-6.2E-01	rgb( 82,135,241)	1.9942	2,2
Zfp655	Chm	0.92869	50.62	0.624	rgb(224, 98, 99)	1.9942	2,2
Zfp831	Lypd6b	0.92869	50.62	0.619	rgb(224, 99,100)	1.9942	2,2
Zfp868	Bex1	0.92869	50.62	0.616	rgb(224, 99,101)	1.9942	2,2
Zfp956	Ppcdc	0.92869	50.62	0.616	rgb(224, 99,101)	1.9942	2,2
Nr1i3	Arrb2	0.92869	50.62	0.715	rgb(225, 80, 82)	1.9942	None
Fos	Vapb	0.92869	50.62	0.715	rgb(225, 80, 82)	1.9942	None
Fosb	Vapb	0.92869	50.62	0.715	rgb(225, 80, 82)	1.9942	None
Fosl1	Vapb	0.92869	50.62	0.715	rgb(225, 80, 82)	1.9942	None
Fosl2	Vapb	0.92869	50.62	0.715	rgb(225, 80, 82)	1.9942	None
Jun	Vapb	0.92869	50.62	0.715	rgb(225, 80, 82)	1.9942	None
Junb	Vapb	0.92869	50.62	0.715	rgb(225, 80, 82)	1.9942	None
Jund	Vapb	0.92869	50.62	0.715	rgb(225, 80, 82)	1.9942	None
Crem	Tsr2	0.9253	50.61	0.609	rgb(224,101,102)	1.994	2,2
Egr1	Csrnp1	-0.9253	50.61	-6.1E-01	rgb( 85,137,240)	1.994	None
Epas1	Cep170	0.9253	50.61	0.615	rgb(224,100,101)	1.994	2,2
Esrra	Bloc1s2	0.9253	50.61	0.612	rgb(224,100,101)	1.994	2,2
Fli1	Edaradd	0.9253	50.61	0.608	rgb(224,101,102)	1.994	None
Gata2	Eng	-0.9253	50.61	-6.1E-01	rgb( 84,136,240)	1.994	None
Gata3	Trib3	0.9253	50.61	0.605	rgb(224,101,103)	1.994	None
Hif1a	Pgam1	0.9253	50.61	0.61	rgb(224,100,102)	1.994	None
Hif1a	Stac2	0.9253	50.61	0.608	rgb(224,101,102)	1.994	None
Hsf2	Tlk1	0.9253	50.61	0.612	rgb(224,100,101)	1.994	None
Klf11	Klhl15	0.9253	50.61	0.606	rgb(224,101,103)	1.994	None
Klf4	Eps8l1	-0.9253	50.61	-6.1E-01	rgb( 85,137,240)	1.994	None
Mafb	Hopx	-0.9253	50.61	-6.1E-01	rgb( 85,137,240)	1.994	None
Otx1	Utp20	-0.9253	50.61	-6.1E-01	rgb( 85,137,240)	1.994	2,2
Rela	Wdr76	0.9253	50.61	0.614	rgb(224,100,101)	1.994	None
C030039L03Rik	Hmx3	0.9253	50.61	0.611	rgb(224,100,102)	1.994	2,2
Fos	Ets2	0.9253	50.61	0.612	rgb(224,100,101)	1.994	2,2
Nr4a3	Slc24a3	-0.9253	50.61	-6.1E-01	rgb( 84,136,240)	1.994	2,2
Tbx21	Gbp10	0.9253	50.61	0.614	rgb(224,100,101)	1.994	2,2
Zfp277	Fam120c	-0.9253	50.61	-6.1E-01	rgb( 85,137,240)	1.994	2,2
Zfp473	Cd96	-0.9253	50.61	-6.1E-01	rgb( 84,136,240)	1.994	2,2
Runx2	Slc9a9	0.9253	50.61	0.715	rgb(225, 80, 82)	1.994	None
Runx3	Slc9a9	0.9253	50.61	0.715	rgb(225, 80, 82)	1.994	None
E2f4	Gen1	0.9253	50.61	0.715	rgb(225, 80, 82)	1.994	None
Fos	Perp	0.9253	50.61	0.715	rgb(225, 80, 82)	1.994	None
Fos	Slc12a8	0.9253	50.61	0.715	rgb(225, 80, 82)	1.994	None
Fosb	Perp	0.9253	50.61	0.715	rgb(225, 80, 82)	1.994	None
Fosb	Slc12a8	0.9253	50.61	0.715	rgb(225, 80, 82)	1.994	None
Fosl1	Perp	0.9253	50.61	0.715	rgb(225, 80, 82)	1.994	None
Fosl1	Slc12a8	0.9253	50.61	0.715	rgb(225, 80, 82)	1.994	None
Fosl2	Perp	0.9253	50.61	0.715	rgb(225, 80, 82)	1.994	None
Fosl2	Slc12a8	0.9253	50.61	0.715	rgb(225, 80, 82)	1.994	None
Jun	Perp	0.9253	50.61	0.715	rgb(225, 80, 82)	1.994	None
Jun	Slc12a8	0.9253	50.61	0.715	rgb(225, 80, 82)	1.994	None
Junb	Perp	0.9253	50.61	0.715	rgb(225, 80, 82)	1.994	None
Junb	Slc12a8	0.9253	50.61	0.715	rgb(225, 80, 82)	1.994	None
Jund	Perp	0.9253	50.61	0.715	rgb(225, 80, 82)	1.994	None
Jund	Slc12a8	0.9253	50.61	0.715	rgb(225, 80, 82)	1.994	None
Pou2af1	Gpr157	0.9253	50.61	0.715	rgb(225, 80, 82)	1.994	None
Ascl2	Dnmt3b	-0.9219	50.6	-6.0E-01	rgb( 86,137,240)	1.9938	None
Bcl6b	Mecr	-0.9219	50.6	-6.0E-01	rgb( 87,138,240)	1.9938	None
Crem	Aldoa	-0.9219	50.6	-6.0E-01	rgb( 87,138,240)	1.9938	None
E2f1	Zfp146	0.9219	50.6	0.6	rgb(224,102,104)	1.9938	None
E4f1	Ddit3	0.9219	50.6	0.604	rgb(224,102,103)	1.9938	None
Epas1	Parp9	0.9219	50.6	0.601	rgb(224,102,103)	1.9938	2,2
Epas1	Ppme1	0.9219	50.6	0.597	rgb(224,103,104)	1.9938	2,2
Foxh1	Rps6	0.9219	50.6	0.602	rgb(224,102,103)	1.9938	None
Hbp1	Synpo	0.9219	50.6	0.602	rgb(224,102,103)	1.9938	None
Hif1a	Pla2g12a	0.9219	50.6	0.604	rgb(224,102,103)	1.9938	None
Hif1a	Rbfox2	0.9219	50.6	0.602	rgb(224,102,103)	1.9938	None
Hif1a	Sncb	0.9219	50.6	0.599	rgb(224,103,104)	1.9938	None
Hsf2	Serpine2	0.9219	50.6	0.6	rgb(224,102,104)	1.9938	None
Irf1	Prkab2	-0.9219	50.6	-6.0E-01	rgb( 88,138,240)	1.9938	None
Irf4	Gbp6	0.9219	50.6	0.599	rgb(224,103,104)	1.9938	None
Irf8	Ms4a4d	0.9219	50.6	0.598	rgb(224,103,104)	1.9938	None
Klf11	Dkkl1	0.9219	50.6	0.596	rgb(224,103,104)	1.9938	None
Klf4	Sec14l1	0.9219	50.6	0.602	rgb(224,102,103)	1.9938	None
Pou6f1	Tmem71	0.9219	50.6	0.598	rgb(224,103,104)	1.9938	None
Pparg	Eno3	0.9219	50.6	0.597	rgb(224,103,104)	1.9938	None
Pparg	Malt1	-0.9219	50.6	-6.0E-01	rgb( 87,138,240)	1.9938	None
Pparg	Stap1	0.9219	50.6	0.595	rgb(224,103,105)	1.9938	None
Rara	Pla2g12a	0.9219	50.6	0.598	rgb(224,103,104)	1.9938	None
Rest	Foxc1	0.9219	50.6	0.597	rgb(224,103,104)	1.9938	None
Srebf2	Itpr1	0.9219	50.6	0.598	rgb(224,103,104)	1.9938	None
Srebf2	Smek1	0.9219	50.6	0.604	rgb(224,102,103)	1.9938	None
Trp53	Aen	0.9219	50.6	0.601	rgb(224,102,103)	1.9938	None
Zscan10	Tmed3	0.9219	50.6	0.598	rgb(224,103,104)	1.9938	None
Foxp2	Sh2d4a	0.9219	50.6	0.604	rgb(224,102,103)	1.9938	2,2
Klf2	Serpine1	-0.9219	50.6	-6.0E-01	rgb( 87,138,240)	1.9938	2,2
Scrt1	Dgat1	0.9219	50.6	0.601	rgb(224,102,103)	1.9938	2,2
Tbx21	Igtp	0.9219	50.6	0.601	rgb(224,102,103)	1.9938	2,2
Tbx21	Nlrc5	0.9219	50.6	0.604	rgb(224,102,103)	1.9938	2,2
Twist1	Pgap1	0.9219	50.6	0.604	rgb(224,102,103)	1.9938	2,2
Maff	Prlr	0.9219	50.6	0.715	rgb(225, 80, 82)	1.9938	None
Egr4	Hook2	0.91851	50.59	0.585	rgb(223,105,106)	1.9936	None
Epas1	Mt1	0.91851	50.59	0.587	rgb(223,105,106)	1.9936	2,2
Etv6	Jakmip1	-0.91851	50.59	-5.9E-01	rgb( 89,139,239)	1.9936	None
Fli1	Nhsl2	-0.91851	50.59	-5.9E-01	rgb( 89,139,239)	1.9936	None
Hes1	Apol9b	0.91851	50.59	0.592	rgb(224,104,105)	1.9936	None
Hif1a	Sp9	0.91851	50.59	0.586	rgb(223,105,106)	1.9936	None
Insm1	Fbxo18	-0.91851	50.59	-5.9E-01	rgb( 88,139,240)	1.9936	None
Irf4	Cdk6	-0.91851	50.59	-5.9E-01	rgb( 88,139,240)	1.9936	None
Irf9	Gm14446	0.91851	50.59	0.588	rgb(223,105,106)	1.9936	None
Irf9	I830012O16Rik	0.91851	50.59	0.588	rgb(223,105,106)	1.9936	2,2
Irf9	Krt18	-0.91851	50.59	-5.9E-01	rgb( 89,139,239)	1.9936	None
Irf9	Xaf1	0.91851	50.59	0.588	rgb(223,105,106)	1.9936	None
Mafb	Trove2	0.91851	50.59	0.594	rgb(224,104,105)	1.9936	None
Mybl1	Smtn	0.91851	50.59	0.586	rgb(223,105,106)	1.9936	None
Nfil3	Rora	0.91851	50.59	0.586	rgb(223,105,106)	1.9936	None
Nr1h2	Slc29a3	0.91851	50.59	0.587	rgb(223,105,106)	1.9936	None
Nr2f6	Pacsin1	0.91851	50.59	0.586	rgb(223,105,106)	1.9936	None
Pparg	Ppap2a	0.91851	50.59	0.587	rgb(223,105,106)	1.9936	None
Rela	Slc2a1	0.91851	50.59	0.585	rgb(223,105,106)	1.9936	None
Smad3	Zdhhc2	0.91851	50.59	0.587	rgb(223,105,106)	1.9936	None
Stat1	Zbp1	0.91851	50.59	0.589	rgb(223,104,106)	1.9936	None
Zeb1	Avpr1a	0.91851	50.59	0.585	rgb(223,105,106)	1.9936	None
Zfp148	Pfas	-0.91851	50.59	-5.9E-01	rgb( 89,139,239)	1.9936	None
