TF	Target	SignedQuantile	NonzeroSubsamples(Stability)	pCorr	stroke	stroke-width	stroke-dasharray
Zfp629	Ttbk2	0.94809	50.67	0.671	rgb(224, 89, 90)	1.9962	2,2
E2f4	Cdc25b	0.94484	50.66	0.661	rgb(224, 91, 92)	1.996	None
E2f4	Haus8	0.94484	50.66	0.66	rgb(224, 91, 92)	1.996	None
Eomes	Dock9	0.94484	50.66	0.663	rgb(224, 90, 92)	1.996	None
Fosl1	Tgm2	0.94484	50.66	0.663	rgb(224, 90, 92)	1.996	None
Hif1a	Rnf113a1	0.94484	50.66	0.655	rgb(224, 92, 93)	1.996	2,2
Mafg	Insl3	-0.94484	50.66	-6.6E-01	rgb( 73,130,242)	1.996	2,2
Mybl1	5830416P10Rik	-0.94484	50.66	-6.6E-01	rgb( 74,130,242)	1.996	2,2
Sox4	Ms4a4b	0.94484	50.66	0.657	rgb(224, 91, 93)	1.996	None
Zfp358	Sh3pxd2b	0.94484	50.66	0.662	rgb(224, 90, 92)	1.996	2,2
Zfp385a	Acot1	0.94484	50.66	0.658	rgb(224, 91, 93)	1.996	2,2
Zfp536	Tekt2	0.94484	50.66	0.661	rgb(224, 91, 92)	1.996	2,2
Zkscan17	Cs	0.94484	50.66	0.655	rgb(224, 92, 93)	1.996	2,2
Cebpb	Myd88	-0.9416	50.65	-6.5E-01	rgb( 76,131,242)	1.9958	None
E2f4	Rfwd3	0.9416	50.65	0.65	rgb(224, 93, 94)	1.9958	None
Fosl1	Cdyl2	0.9416	50.65	0.654	rgb(224, 92, 93)	1.9958	None
Hif1a	Pygl	0.9416	50.65	0.648	rgb(224, 93, 95)	1.9958	2,2
Nr4a3	Asb2	0.9416	50.65	0.646	rgb(224, 94, 95)	1.9958	None
Sp3	Bmpr1a	0.9416	50.65	0.653	rgb(224, 92, 94)	1.9958	None
Stat3	Pik3ca	0.9416	50.65	0.65	rgb(224, 93, 94)	1.9958	None
Tcf7l2	Sh2d3c	0.9416	50.65	0.649	rgb(224, 93, 94)	1.9958	None
Zbtb4	2900011O08Rik	0.9416	50.65	0.648	rgb(224, 93, 94)	1.9958	None
Zfp768	Neo1	0.9416	50.65	0.649	rgb(224, 93, 94)	1.9958	2,2
Bhlhe41	Slc16a13	0.93835	50.64	0.641	rgb(224, 95, 96)	1.9956	2,2
Gabpa	Gpatch4	0.93835	50.64	0.638	rgb(224, 95, 97)	1.9956	None
Irf4	Ms4a4b	0.93835	50.64	0.644	rgb(224, 94, 95)	1.9956	None
Jund	A830010M20Rik	0.93835	50.64	0.642	rgb(224, 94, 96)	1.9956	None
Klf4	Wipf1	0.93835	50.64	0.639	rgb(224, 95, 96)	1.9956	None
Klf7	Tgfbr1	-0.93835	50.64	-6.4E-01	rgb( 78,132,241)	1.9956	None
Mnt	Slc1a2	0.93835	50.64	0.64	rgb(224, 95, 96)	1.9956	None
Rreb1	Mndal	0.93835	50.64	0.637	rgb(224, 95, 97)	1.9956	None
Stat3	Chmp4b	0.93835	50.64	0.636	rgb(224, 96, 97)	1.9956	None
Trp53	Bbc3	0.93835	50.64	0.643	rgb(224, 94, 95)	1.9956	None
Zbtb7b	Vegfb	0.93835	50.64	0.64	rgb(224, 95, 96)	1.9956	None
Akna	Tgoln1	-0.93835	50.64	-6.4E-01	rgb( 78,132,241)	1.9956	2,2
Ankzf1	Rgs11	0.93835	50.64	0.636	rgb(224, 95, 97)	1.9956	2,2
Zeb2	Akr1b8	0.93835	50.64	0.644	rgb(224, 94, 95)	1.9956	2,2
Zfp367	Dtl	0.93835	50.64	0.645	rgb(224, 94, 95)	1.9956	2,2
Zfp385a	Psrc1	0.93835	50.64	0.641	rgb(224, 95, 96)	1.9956	2,2
Zfp398	Dnmt3b	0.93835	50.64	0.644	rgb(224, 94, 95)	1.9956	2,2
Zfp668	Wee1	0.93835	50.64	0.637	rgb(224, 95, 97)	1.9956	2,2
Zfp882	Proz	0.93835	50.64	0.642	rgb(224, 94, 96)	1.9956	2,2
Egr1	Lrp12	-0.93511	50.63	-6.3E-01	rgb( 81,134,241)	1.9954	None
Foxp3	Pde4a	0.93511	50.63	0.631	rgb(224, 97, 98)	1.9954	None
Foxq1	Ctss	0.93511	50.63	0.625	rgb(224, 98, 99)	1.9954	None
Hif1a	Cep170	0.93511	50.63	0.629	rgb(224, 97, 98)	1.9954	None
Hif1a	Muc2	0.93511	50.63	0.628	rgb(224, 97, 98)	1.9954	2,2
Irf9	Rsad2	0.93511	50.63	0.629	rgb(224, 97, 98)	1.9954	None
Mycn	Max	0.93511	50.63	0.627	rgb(224, 97, 99)	1.9954	None
Nr4a3	Pdcd1	0.93511	50.63	0.626	rgb(224, 97, 99)	1.9954	None
Prdm1	Mpzl3	0.93511	50.63	0.631	rgb(224, 97, 98)	1.9954	None
Rela	D130040H23Rik	0.93511	50.63	0.628	rgb(224, 97, 98)	1.9954	None
Smad3	Ctla2a	0.93511	50.63	0.625	rgb(224, 98, 99)	1.9954	None
Sp2	Gatm	0.93511	50.63	0.625	rgb(224, 98, 99)	1.9954	None
Tcf12	Itgb7	0.93511	50.63	0.63	rgb(224, 97, 98)	1.9954	None
Foxp2	Sh2d4a	0.93511	50.63	0.633	rgb(224, 96, 97)	1.9954	2,2
Gm13212	Pgap1	0.93511	50.63	0.631	rgb(224, 97, 98)	1.9954	2,2
Jazf1	4930506M07Rik	0.93511	50.63	0.626	rgb(224, 97, 99)	1.9954	2,2
Zfp367	Exo1	0.93511	50.63	0.629	rgb(224, 97, 98)	1.9954	2,2
Zfp429	Megf8	-0.93511	50.63	-6.3E-01	rgb( 80,134,241)	1.9954	2,2
Zfp449	Tcea3	0.93511	50.63	0.632	rgb(224, 96, 98)	1.9954	2,2
Cic	Il9	0.93187	50.62	0.621	rgb(224, 98,100)	1.9952	None
Egr1	Pank1	0.93187	50.62	0.623	rgb(224, 98, 99)	1.9952	None
Ets1	Gdi1	0.93187	50.62	0.619	rgb(224, 99,100)	1.9952	None
Foxf2	Malt1	-0.93187	50.62	-6.2E-01	rgb( 82,135,241)	1.9952	None
Hif1a	P4ha2	0.93187	50.62	0.619	rgb(224, 99,100)	1.9952	2,2
Hif1a	Ppp1r3g	0.93187	50.62	0.615	rgb(224,100,101)	1.9952	2,2
Klf4	Rhoc	0.93187	50.62	0.624	rgb(224, 98, 99)	1.9952	None
Klf4	Snx10	0.93187	50.62	0.622	rgb(224, 98, 99)	1.9952	None
Nfia	Amigo2	0.93187	50.62	0.617	rgb(224, 99,100)	1.9952	2,2
Nr4a1	A430005L14Rik	0.93187	50.62	0.622	rgb(224, 98, 99)	1.9952	2,2
Patz1	Dusp6	0.93187	50.62	0.619	rgb(224, 99,100)	1.9952	None
Sp4	Cited4	0.93187	50.62	0.62	rgb(224, 99,100)	1.9952	None
Stat4	Tgm1	0.93187	50.62	0.617	rgb(224, 99,100)	1.9952	None
Thap1	Sfmbt2	-0.93187	50.62	-6.2E-01	rgb( 83,135,240)	1.9952	None
Trp53	Cd81	0.93187	50.62	0.617	rgb(224, 99,100)	1.9952	None
Vdr	Ankrd39	0.93187	50.62	0.623	rgb(224, 98, 99)	1.9952	None
Yy2	2210013O21Rik	-0.93187	50.62	-6.2E-01	rgb( 82,135,241)	1.9952	None
Zbtb33	Xpnpep1	0.93187	50.62	0.618	rgb(224, 99,100)	1.9952	None
Zbtb7b	Decr1	-0.93187	50.62	-6.2E-01	rgb( 83,135,241)	1.9952	None
Zbtb7b	Zfp318	0.93187	50.62	0.621	rgb(224, 98,100)	1.9952	None
Zfp263	Tspan7	0.93187	50.62	0.616	rgb(224, 99,101)	1.9952	None
Atmin	Sbf2	0.93187	50.62	0.621	rgb(224, 98,100)	1.9952	2,2
Cxxc5	Nod1	0.93187	50.62	0.624	rgb(224, 98, 99)	1.9952	2,2
L3mbtl3	Spin4	-0.93187	50.62	-6.2E-01	rgb( 82,135,241)	1.9952	2,2
Thap3	Dpm3	0.93187	50.62	0.618	rgb(224, 99,100)	1.9952	2,2
Zeb2	Ptger2	0.93187	50.62	0.618	rgb(224, 99,100)	1.9952	2,2
Zfp318	Adora2b	-0.93187	50.62	-6.2E-01	rgb( 83,136,240)	1.9952	2,2
Batf	Hif1a	0.92862	50.61	0.614	rgb(224,100,101)	1.995	None
Bbx	Inha	0.92862	50.61	0.606	rgb(224,101,102)	1.995	None
E2f4	Wdr76	0.92862	50.61	0.61	rgb(224,101,102)	1.995	2,2
Fosl1	Dpy19l3	0.92862	50.61	0.606	rgb(224,101,102)	1.995	None
Hes1	Fkrp	0.92862	50.61	0.613	rgb(224,100,101)	1.995	None
Hif1a	3110057O12Rik	0.92862	50.61	0.609	rgb(224,101,102)	1.995	2,2
Hif1a	Sav1	0.92862	50.61	0.609	rgb(224,101,102)	1.995	2,2
Hif1a	Zfp395	0.92862	50.61	0.606	rgb(224,101,103)	1.995	None
Klf4	Bcor	-0.92862	50.61	-6.1E-01	rgb( 86,137,240)	1.995	None
Plag1	Fzd5	-0.92862	50.61	-6.1E-01	rgb( 85,137,240)	1.995	None
Prdm1	Anapc1	-0.92862	50.61	-6.1E-01	rgb( 84,136,240)	1.995	None
Sall4	Fes	0.92862	50.61	0.612	rgb(224,100,101)	1.995	2,2
Sall4	Gpr56	0.92862	50.61	0.611	rgb(224,100,102)	1.995	2,2
Smad3	Kctd14	0.92862	50.61	0.607	rgb(224,101,102)	1.995	2,2
Sp2	Eno3	0.92862	50.61	0.611	rgb(224,100,102)	1.995	None
Sp2	Sord	0.92862	50.61	0.606	rgb(224,101,102)	1.995	None
Sp3	Pafah1b3	0.92862	50.61	0.615	rgb(224,100,101)	1.995	None
Stat1	Gimap4	0.92862	50.61	0.613	rgb(224,100,101)	1.995	None
Stat3	Lif	0.92862	50.61	0.606	rgb(224,101,102)	1.995	None
Tet1	Pcdh7	0.92862	50.61	0.611	rgb(224,100,101)	1.995	None
Dpf1	Gipr	0.92862	50.61	0.611	rgb(224,100,101)	1.995	2,2
Dpf1	Ltb4r1	0.92862	50.61	0.613	rgb(224,100,101)	1.995	2,2
Skil	Rab19	-0.92862	50.61	-6.1E-01	rgb( 84,136,240)	1.995	2,2
Zfp260	Bend3	-0.92862	50.61	-6.1E-01	rgb( 85,137,240)	1.995	2,2
Zfp608	Itih5	0.92862	50.61	0.614	rgb(224,100,101)	1.995	2,2
Zfp629	Zfp90	0.92862	50.61	0.606	rgb(224,101,102)	1.995	2,2
Ascl2	Itga4	0.92538	50.6	0.598	rgb(224,103,104)	1.9948	None
Batf	Grap	-0.92538	50.6	-6.0E-01	rgb( 88,138,240)	1.9948	None
Bcl11b	Capn2	0.92538	50.6	0.599	rgb(224,103,104)	1.9948	None
Bhlhe40	Bmp2k	0.92538	50.6	0.595	rgb(224,103,105)	1.9948	None
Bhlhe40	Ccr8	0.92538	50.6	0.601	rgb(224,102,103)	1.9948	None
E2f1	Cep76	0.92538	50.6	0.602	rgb(224,102,103)	1.9948	None
E2f1	Ptprs	0.92538	50.6	0.601	rgb(224,102,103)	1.9948	None
Egr1	Tmed3	0.92538	50.6	0.601	rgb(224,102,103)	1.9948	None
Epas1	Slc2a1	0.92538	50.6	0.602	rgb(224,102,103)	1.9948	None
Fos	Aspn	0.92538	50.6	0.596	rgb(224,103,104)	1.9948	None
Foxp3	Ramp3	0.92538	50.6	0.599	rgb(224,103,104)	1.9948	2,2
Hif1a	Kremen2	0.92538	50.6	0.596	rgb(224,103,104)	1.9948	2,2
Jdp2	Lrrc24	0.92538	50.6	0.601	rgb(224,102,103)	1.9948	None
Klf8	Stoml1	0.92538	50.6	0.603	rgb(224,102,103)	1.9948	None
Klf8	Uqcrq	-0.92538	50.6	-6.0E-01	rgb( 88,138,240)	1.9948	None
Lhx5	Dnm3	0.92538	50.6	0.596	rgb(224,103,104)	1.9948	None
Nfkb2	Rnf125	-0.92538	50.6	-6.0E-01	rgb( 86,137,240)	1.9948	None
Nr1d1	Fhod3	0.92538	50.6	0.597	rgb(224,103,104)	1.9948	None
Nr4a1	Fam129c	0.92538	50.6	0.602	rgb(224,102,103)	1.9948	2,2
Plag1	Uba1	0.92538	50.6	0.595	rgb(224,103,105)	1.9948	None
Rbpj	Ryr1	0.92538	50.6	0.603	rgb(224,102,103)	1.9948	None
Rela	Gatsl2	0.92538	50.6	0.598	rgb(224,103,104)	1.9948	None
Rreb1	Tmem181b-ps	0.92538	50.6	0.6	rgb(224,102,104)	1.9948	None
Smad3	Apol9b	0.92538	50.6	0.603	rgb(224,102,103)	1.9948	2,2
Sox5	Cacna2d1	0.92538	50.6	0.604	rgb(224,102,103)	1.9948	None
Sp2	Pik3ip1	0.92538	50.6	0.599	rgb(224,103,104)	1.9948	None
Zbtb7c	Sipa1l2	0.92538	50.6	0.602	rgb(224,102,103)	1.9948	None
Zeb1	Serpinb5	0.92538	50.6	0.603	rgb(224,102,103)	1.9948	None
Csrnp1	Mxd1	0.92538	50.6	0.601	rgb(224,102,103)	1.9948	2,2
Cxxc5	Tmod1	0.92538	50.6	0.597	rgb(224,103,104)	1.9948	2,2
Dpf1	Tead3	0.92538	50.6	0.604	rgb(224,102,103)	1.9948	2,2
Eea1	Cxcr4	-0.92538	50.6	-6.0E-01	rgb( 87,138,240)	1.9948	2,2
Foxp1	Adam9	-0.92538	50.6	-6.0E-01	rgb( 88,138,240)	1.9948	2,2
Mxd4	Lgals3	0.92538	50.6	0.602	rgb(224,102,103)	1.9948	2,2
Ncoa3	Evi2a	-0.92538	50.6	-6.0E-01	rgb( 87,138,240)	1.9948	2,2
Tet2	Gprin3	0.92538	50.6	0.596	rgb(224,103,104)	1.9948	2,2
Zbtb46	Penk	0.92538	50.6	0.604	rgb(224,102,103)	1.9948	2,2
Zeb2	Aqp3	-0.92538	50.6	-6.0E-01	rgb( 87,138,240)	1.9948	2,2
Zfp367	Fam111a	0.92538	50.6	0.597	rgb(224,103,104)	1.9948	2,2
Zfp385a	Cox6b2	0.92538	50.6	0.601	rgb(224,102,103)	1.9948	2,2
Zfp385a	Dnm3	0.92538	50.6	0.597	rgb(224,103,104)	1.9948	2,2
Zfp385a	Zfp365	0.92538	50.6	0.603	rgb(224,102,103)	1.9948	2,2
Zfp395	Tmem176a	-0.92538	50.6	-6.0E-01	rgb( 87,138,240)	1.9948	2,2
Zfp429	Snhg6	0.92538	50.6	0.604	rgb(224,102,103)	1.9948	2,2
Zfp667	Rcn3	0.92538	50.6	0.597	rgb(224,103,104)	1.9948	2,2
Zfp750	Prss42	0.92538	50.6	0.605	rgb(224,102,103)	1.9948	2,2
Zfp787	Ocrl	-0.92538	50.6	-6.0E-01	rgb( 86,137,240)	1.9948	2,2
Creb3l2	Tacc2	0.92213	50.59	0.594	rgb(224,104,105)	1.9946	None
E2f4	Dars2	0.92213	50.59	0.59	rgb(223,104,106)	1.9946	None
E2f4	Lrp8	0.92213	50.59	0.585	rgb(223,105,106)	1.9946	None
Elk3	Cdh17	0.92213	50.59	0.59	rgb(223,104,106)	1.9946	None
Etv6	Rpp14	0.92213	50.59	0.589	rgb(223,104,106)	1.9946	None
Fosb	Snord69	-0.92213	50.59	-5.9E-01	rgb( 90,140,239)	1.9946	2,2
Fosl1	Pstpip1	0.92213	50.59	0.588	rgb(223,105,106)	1.9946	None
Foxn2	Furin	-0.92213	50.59	-5.9E-01	rgb( 89,139,239)	1.9946	2,2
Gabpa	Zfp568	0.92213	50.59	0.591	rgb(223,104,105)	1.9946	None
Hif1a	Galk1	0.92213	50.59	0.586	rgb(223,105,106)	1.9946	2,2
Hif1a	Unc13a	0.92213	50.59	0.592	rgb(224,104,105)	1.9946	2,2
Ikzf4	Adora2a	0.92213	50.59	0.59	rgb(223,104,106)	1.9946	None
Irf2	Eomes	0.92213	50.59	0.591	rgb(224,104,105)	1.9946	2,2
Klf5	Neurl1b	0.92213	50.59	0.592	rgb(224,104,105)	1.9946	None
Nkx3-1	5430427O19Rik	-0.92213	50.59	-5.9E-01	rgb( 89,139,239)	1.9946	None
Nkx3-1	Ccl20	0.92213	50.59	0.586	rgb(223,105,106)	1.9946	None
Nr1d1	Il22	0.92213	50.59	0.594	rgb(224,104,105)	1.9946	2,2
Nr3c1	Mtx3	0.92213	50.59	0.587	rgb(223,105,106)	1.9946	None
Nr3c2	Eif4ebp1	0.92213	50.59	0.593	rgb(224,104,105)	1.9946	None
Nr4a2	Egln3	-0.92213	50.59	-5.9E-01	rgb( 89,139,239)	1.9946	2,2
Plagl2	L1cam	0.92213	50.59	0.591	rgb(223,104,105)	1.9946	2,2
Pou2f2	Smpd4	-0.92213	50.59	-5.9E-01	rgb( 89,139,239)	1.9946	None
Prdm1	Serpine1	0.92213	50.59	0.595	rgb(224,103,105)	1.9946	None
Rela	Tnk2	-0.92213	50.59	-5.9E-01	rgb( 90,140,239)	1.9946	None
Rxra	Gpatch4	0.92213	50.59	0.587	rgb(223,105,106)	1.9946	None
Rxra	Rgma	0.92213	50.59	0.593	rgb(224,104,105)	1.9946	None
Sp100	Csnk1e	0.92213	50.59	0.594	rgb(224,104,105)	1.9946	2,2
Sp2	Nfil3	0.92213	50.59	0.59	rgb(223,104,106)	1.9946	None
Sp2	Rps14	0.92213	50.59	0.587	rgb(223,105,106)	1.9946	None
Sp3	Aldoc	0.92213	50.59	0.589	rgb(223,104,106)	1.9946	None
Stat3	Bcl3	0.92213	50.59	0.594	rgb(224,103,105)	1.9946	None
Stat3	Unc13a	0.92213	50.59	0.591	rgb(223,104,105)	1.9946	None
Stat5b	Gadd45g	0.92213	50.59	0.586	rgb(223,105,106)	1.9946	2,2
Thra	Fam114a2	-0.92213	50.59	-5.9E-01	rgb( 89,139,239)	1.9946	None
Trp53	Gne	0.92213	50.59	0.593	rgb(224,104,105)	1.9946	None
Zbtb7b	Fbxo11	0.92213	50.59	0.591	rgb(224,104,105)	1.9946	None
Zbtb32	Acsl6	0.92213	50.59	0.588	rgb(223,105,106)	1.9946	2,2
Zfp385a	Ptp4a3	0.92213	50.59	0.594	rgb(224,104,105)	1.9946	2,2
Zfp629	Fgfr1	0.92213	50.59	0.586	rgb(223,105,106)	1.9946	2,2
Batf	Tnfsf8	-0.91889	50.58	-5.8E-01	rgb( 91,140,239)	1.9944	None
Bcl6	Sept9	0.91889	50.58	0.58	rgb(223,106,107)	1.9944	None
Cic	Il1rn	0.91889	50.58	0.584	rgb(223,105,107)	1.9944	2,2
Hic1	Lsp1	-0.91889	50.58	-5.8E-01	rgb( 91,140,239)	1.9944	None
Hmg20b	Prkd3	0.91889	50.58	0.578	rgb(223,107,108)	1.9944	2,2
Ikzf4	D630039A03Rik	-0.91889	50.58	-5.8E-01	rgb( 91,140,239)	1.9944	2,2
Ikzf4	Kif5c	0.91889	50.58	0.582	rgb(223,106,107)	1.9944	None
Ikzf4	Pnpla3	0.91889	50.58	0.577	rgb(223,107,108)	1.9944	None
Klf4	Gm12942	0.91889	50.58	0.582	rgb(223,106,107)	1.9944	None
Klf5	Als2cl	0.91889	50.58	0.585	rgb(223,105,106)	1.9944	None
Maff	Eif4ebp1	0.91889	50.58	0.579	rgb(223,106,108)	1.9944	None
Myc	Eif4ebp1	0.91889	50.58	0.584	rgb(223,105,107)	1.9944	None
Nkx1-2	Stap1	0.91889	50.58	0.584	rgb(223,105,107)	1.9944	None
Nr1d1	Edem1	0.91889	50.58	0.582	rgb(223,106,107)	1.9944	None
Nr3c1	Slc12a3	0.91889	50.58	0.583	rgb(223,106,107)	1.9944	None
Pbx2	Rnf130	0.91889	50.58	0.575	rgb(223,107,108)	1.9944	2,2
Sp2	1700084E18Rik	0.91889	50.58	0.58	rgb(223,106,107)	1.9944	None
Sp2	Hspa2	0.91889	50.58	0.576	rgb(223,107,108)	1.9944	None
Sp3	Anln	0.91889	50.58	0.581	rgb(223,106,107)	1.9944	None
Stat4	Pla2g12a	0.91889	50.58	0.584	rgb(223,105,107)	1.9944	None
Tcf3	Itga4	0.91889	50.58	0.579	rgb(223,106,108)	1.9944	None
Zbtb33	Inhba	0.91889	50.58	0.583	rgb(223,106,107)	1.9944	None
Ncoa3	Fndc3a	0.91889	50.58	0.584	rgb(223,106,107)	1.9944	2,2
Satb1	Hif1a	0.91889	50.58	0.576	rgb(223,107,108)	1.9944	2,2
Satb1	Id2	0.91889	50.58	0.584	rgb(223,105,107)	1.9944	2,2
Zeb2	Serpine1	0.91889	50.58	0.58	rgb(223,106,107)	1.9944	2,2
Zfp277	Haao	0.91889	50.58	0.577	rgb(223,107,108)	1.9944	2,2
Zfp462	Fat1	0.91889	50.58	0.583	rgb(223,106,107)	1.9944	2,2
Zfp52	Sox21	-0.91889	50.58	-5.8E-01	rgb( 90,140,239)	1.9944	2,2
Zfp605	Gkap1	0.91889	50.58	0.576	rgb(223,107,108)	1.9944	2,2
Zfp608	Sgk1	0.91889	50.58	0.581	rgb(223,106,107)	1.9944	2,2
Zfp750	1700007K13Rik	0.91889	50.58	0.576	rgb(223,107,108)	1.9944	2,2
Lyl1	Slc39a14	0.91889	50.58	0.727	rgb(225, 78, 80)	1.9944	None
