TF	Target	SignedQuantile	NonzeroSubsamples(Stability)	pCorr	stroke	stroke-width	stroke-dasharray
Hif1a	Rab33a	0.95827	50.64	0.643	rgb(224, 94, 96)	1.994	None
Irf1	Il15	0.95827	50.64	0.64	rgb(224, 95, 96)	1.994	None
Klf7	Slc41a3	0.95827	50.64	0.638	rgb(224, 95, 96)	1.994	None
Mybl1	Dgat1	-0.95827	50.64	-6.4E-01	rgb( 79,133,241)	1.994	None
Myc	Smyd5	0.95827	50.64	0.639	rgb(224, 95, 96)	1.994	None
Pparg	Eno3	0.95827	50.64	0.637	rgb(224, 95, 97)	1.994	None
Rel	Spib	0.95827	50.64	0.638	rgb(224, 95, 96)	1.994	None
Zic2	Tet3	0.95827	50.64	0.638	rgb(224, 95, 96)	1.994	None
Casz1	Dusp8	0.95827	50.64	0.643	rgb(224, 94, 95)	1.994	2,2
L3mbtl3	Avpi1	-0.95827	50.64	-6.4E-01	rgb( 78,132,241)	1.994	2,2
Zfp26	Ept1	0.95827	50.64	0.642	rgb(224, 94, 96)	1.994	2,2
Zfp358	Evi5l	0.95827	50.64	0.635	rgb(224, 96, 97)	1.994	2,2
Zfp827	Slc22a2	0.95827	50.64	0.636	rgb(224, 95, 97)	1.994	2,2
Fos	Gm1045	0.95827	50.64	0.808	rgb(226, 63, 64)	1.994	None
Fosb	Gm1045	0.95827	50.64	0.808	rgb(226, 63, 64)	1.994	None
Fosl1	Gm1045	0.95827	50.64	0.808	rgb(226, 63, 64)	1.994	None
Fosl2	Gm1045	0.95827	50.64	0.808	rgb(226, 63, 64)	1.994	None
Jun	Gm1045	0.95827	50.64	0.808	rgb(226, 63, 64)	1.994	None
Junb	Gm1045	0.95827	50.64	0.808	rgb(226, 63, 64)	1.994	None
Jund	Gm1045	0.95827	50.64	0.808	rgb(226, 63, 64)	1.994	None
Epas1	Ppme1	0.95595	50.63	0.628	rgb(224, 97, 98)	1.9938	2,2
Hif1a	E330009J07Rik	0.95595	50.63	0.633	rgb(224, 96, 97)	1.9938	None
Hif1a	Pgam1	0.95595	50.63	0.632	rgb(224, 96, 98)	1.9938	None
Hif1a	Sav1	0.95595	50.63	0.632	rgb(224, 96, 98)	1.9938	None
Myc	Ncdn	0.95595	50.63	0.629	rgb(224, 97, 98)	1.9938	None
Plag1	Pogz	0.95595	50.63	0.63	rgb(224, 97, 98)	1.9938	None
Pparg	Psme2	0.95595	50.63	0.626	rgb(224, 97, 99)	1.9938	None
Creb3l2	Mapkbp1	0.95595	50.63	0.626	rgb(224, 97, 99)	1.9938	2,2
Zeb2	Sntb1	-0.95595	50.63	-6.3E-01	rgb( 81,134,241)	1.9938	2,2
Zfp365	4831440E17Rik	-0.95595	50.63	-6.3E-01	rgb( 80,133,241)	1.9938	2,2
Zfp536	Tekt2	0.95595	50.63	0.628	rgb(224, 97, 98)	1.9938	2,2
Fos	Abcb4	0.95595	50.63	0.808	rgb(226, 63, 64)	1.9938	None
Fosb	Abcb4	0.95595	50.63	0.808	rgb(226, 63, 64)	1.9938	None
Fosl1	Abcb4	0.95595	50.63	0.808	rgb(226, 63, 64)	1.9938	None
Fosl2	Abcb4	0.95595	50.63	0.808	rgb(226, 63, 64)	1.9938	None
Jun	Abcb4	0.95595	50.63	0.808	rgb(226, 63, 64)	1.9938	None
Junb	Abcb4	0.95595	50.63	0.808	rgb(226, 63, 64)	1.9938	None
Jund	Abcb4	0.95595	50.63	0.808	rgb(226, 63, 64)	1.9938	None
Ascl2	Wipf1	0.95363	50.62	0.621	rgb(224, 98,100)	1.9936	None
Epas1	Ero1l	0.95363	50.62	0.617	rgb(224, 99,100)	1.9936	None
Gabpa	Rexo4	0.95363	50.62	0.619	rgb(224, 99,100)	1.9936	None
Hif1a	1700001L05Rik	0.95363	50.62	0.618	rgb(224, 99,100)	1.9936	2,2
Myc	Utp20	0.95363	50.62	0.615	rgb(224, 99,101)	1.9936	None
Nfe2l2	Stac2	0.95363	50.62	0.619	rgb(224, 99,100)	1.9936	None
Rxra	Gab1	0.95363	50.62	0.616	rgb(224, 99,101)	1.9936	None
Atmin	Slc29a3	0.95363	50.62	0.624	rgb(224, 98, 99)	1.9936	2,2
Bcl11b	Nfatc2	0.95363	50.62	0.618	rgb(224, 99,100)	1.9936	2,2
Gm14420	Gm2011	0.95363	50.62	0.622	rgb(224, 98, 99)	1.9936	2,2
Msc	Prss30	0.95363	50.62	0.618	rgb(224, 99,100)	1.9936	2,2
Nfatc2	Sema4d	0.95363	50.62	0.619	rgb(224, 99,100)	1.9936	2,2
Sp110	Ly6c1	0.95363	50.62	0.622	rgb(224, 98, 99)	1.9936	2,2
Trps1	Tspan2	0.95363	50.62	0.617	rgb(224, 99,100)	1.9936	2,2
Whsc1	E2f7	0.95363	50.62	0.621	rgb(224, 98,100)	1.9936	2,2
Zfp367	Rpa2	0.95363	50.62	0.624	rgb(224, 98, 99)	1.9936	2,2
Zfp808	Rfwd3	0.95363	50.62	0.616	rgb(224, 99,101)	1.9936	2,2
Zfp9	Myo10	0.95363	50.62	0.621	rgb(224, 98,100)	1.9936	2,2
Epas1	Bcar1	0.95132	50.61	0.612	rgb(224,100,101)	1.9934	None
Epas1	Bnip3	0.95132	50.61	0.607	rgb(224,101,102)	1.9934	None
Epas1	Ier3	0.95132	50.61	0.61	rgb(224,100,102)	1.9934	2,2
Esr1	Amh	0.95132	50.61	0.606	rgb(224,101,102)	1.9934	None
Hes1	Ypel5	-0.95132	50.61	-6.1E-01	rgb( 85,137,240)	1.9934	None
Hif1a	Agl	0.95132	50.61	0.608	rgb(224,101,102)	1.9934	None
Mafb	Hopx	-0.95132	50.61	-6.1E-01	rgb( 85,137,240)	1.9934	None
Pparg	Pank1	0.95132	50.61	0.611	rgb(224,100,101)	1.9934	None
Pparg	Tmbim1	0.95132	50.61	0.605	rgb(224,101,103)	1.9934	None
Stat1	Gpr18	0.95132	50.61	0.608	rgb(224,101,102)	1.9934	None
Zbtb7b	Hspa4l	0.95132	50.61	0.607	rgb(224,101,102)	1.9934	None
Foxs1	Vax2	0.95132	50.61	0.61	rgb(224,101,102)	1.9934	2,2
Klf6	Trp53i13	0.95132	50.61	0.612	rgb(224,100,101)	1.9934	2,2
Mitf	Ehd4	0.95132	50.61	0.608	rgb(224,101,102)	1.9934	2,2
Scrt1	Dgat1	0.95132	50.61	0.608	rgb(224,101,102)	1.9934	2,2
Zfp277	Stard5	0.95132	50.61	0.607	rgb(224,101,102)	1.9934	2,2
Zfp629	Ttbk2	0.95132	50.61	0.606	rgb(224,101,102)	1.9934	2,2
E2f4	Gen1	0.95132	50.61	0.808	rgb(226, 63, 64)	1.9934	None
E2f4	Zranb3	0.95132	50.61	0.808	rgb(226, 63, 64)	1.9934	None
Fos	Lamc2	0.95132	50.61	0.808	rgb(226, 63, 64)	1.9934	None
Fosb	Lamc2	0.95132	50.61	0.808	rgb(226, 63, 64)	1.9934	None
Fosl1	Lamc2	0.95132	50.61	0.808	rgb(226, 63, 64)	1.9934	None
Fosl2	Lamc2	0.95132	50.61	0.808	rgb(226, 63, 64)	1.9934	None
Jun	Lamc2	0.95132	50.61	0.808	rgb(226, 63, 64)	1.9934	None
Junb	Lamc2	0.95132	50.61	0.808	rgb(226, 63, 64)	1.9934	None
Jund	Lamc2	0.95132	50.61	0.808	rgb(226, 63, 64)	1.9934	None
E2f1	Larp4b	0.949	50.6	0.602	rgb(224,102,103)	1.9932	None
Epas1	Pgm2	0.949	50.6	0.598	rgb(224,103,104)	1.9932	2,2
Irf1	Oas1c	0.949	50.6	0.595	rgb(224,103,105)	1.9932	None
Irf9	Ddx60	0.949	50.6	0.601	rgb(224,102,103)	1.9932	None
Irf9	Tgtp2	0.949	50.6	0.601	rgb(224,102,103)	1.9932	None
Nr2f6	Rbfox2	-0.949	50.6	-6.0E-01	rgb( 86,137,240)	1.9932	None
Pparg	Sh2b2	0.949	50.6	0.597	rgb(224,103,104)	1.9932	None
Runx1	Abcg3	0.949	50.6	0.597	rgb(224,103,104)	1.9932	None
Rxra	Pxmp2	0.949	50.6	0.603	rgb(224,102,103)	1.9932	None
Ahrr	Treml2	0.949	50.6	0.6	rgb(224,102,104)	1.9932	2,2
Akna	Ptk7	-0.949	50.6	-6.0E-01	rgb( 88,138,240)	1.9932	2,2
Atf6	Cd96	-0.949	50.6	-6.0E-01	rgb( 87,138,240)	1.9932	2,2
Foxp2	Nebl	0.949	50.6	0.6	rgb(224,102,104)	1.9932	2,2
Jun	Stat5b	0.949	50.6	0.598	rgb(224,103,104)	1.9932	2,2
Nr4a2	Anxa3	-0.949	50.6	-6.0E-01	rgb( 87,138,240)	1.9932	2,2
Setdb2	Kcnj8	-0.949	50.6	-6.0E-01	rgb( 88,138,240)	1.9932	2,2
Terf1	Rftn1	-0.949	50.6	-6.0E-01	rgb( 88,138,240)	1.9932	2,2
Zbtb46	Penk	0.949	50.6	0.595	rgb(224,103,105)	1.9932	2,2
Zfp385a	Lrrc28	0.949	50.6	0.596	rgb(224,103,104)	1.9932	2,2
Zfp467	Acsbg1	-0.949	50.6	-6.0E-01	rgb( 86,137,240)	1.9932	2,2
Zfp605	Gkap1	0.949	50.6	0.604	rgb(224,102,103)	1.9932	2,2
Zfp956	Ppcdc	0.949	50.6	0.595	rgb(224,103,104)	1.9932	2,2
Fos	Upb1	0.949	50.6	0.808	rgb(226, 63, 64)	1.9932	None
Fosb	Upb1	0.949	50.6	0.808	rgb(226, 63, 64)	1.9932	None
Fosl1	Upb1	0.949	50.6	0.808	rgb(226, 63, 64)	1.9932	None
Fosl2	Upb1	0.949	50.6	0.808	rgb(226, 63, 64)	1.9932	None
Jun	Upb1	0.949	50.6	0.808	rgb(226, 63, 64)	1.9932	None
Junb	Upb1	0.949	50.6	0.808	rgb(226, 63, 64)	1.9932	None
Jund	Upb1	0.949	50.6	0.808	rgb(226, 63, 64)	1.9932	None
Cux1	B4galnt1	0.94668	50.59	0.595	rgb(224,103,105)	1.993	None
Foxo1	Gla	0.94668	50.59	0.587	rgb(223,105,106)	1.993	None
Hif1a	Slc2a3	0.94668	50.59	0.592	rgb(224,104,105)	1.993	None
Hlx	Smtnl2	0.94668	50.59	0.591	rgb(224,104,105)	1.993	None
Homez	Nfil3	-0.94668	50.59	-5.9E-01	rgb( 88,139,240)	1.993	None
Irf8	Exoc6	0.94668	50.59	0.593	rgb(224,104,105)	1.993	None
Irf9	BC094916	0.94668	50.59	0.594	rgb(224,104,105)	1.993	None
Irf9	Lgals3bp	0.94668	50.59	0.589	rgb(223,104,106)	1.993	None
Klf11	Klhl15	0.94668	50.59	0.586	rgb(223,105,106)	1.993	None
Klf7	Sec24d	0.94668	50.59	0.59	rgb(223,104,106)	1.993	None
Rfx7	Pde4d	-0.94668	50.59	-5.9E-01	rgb( 88,139,240)	1.993	None
Smad4	Stx1a	0.94668	50.59	0.587	rgb(223,105,106)	1.993	None
Sox13	Emp3	0.94668	50.59	0.586	rgb(223,105,106)	1.993	None
Stat3	Fzd7	0.94668	50.59	0.592	rgb(224,104,105)	1.993	None
Arid3b	Ckap4	-0.94668	50.59	-5.9E-01	rgb( 89,139,239)	1.993	2,2
Klf2	Sell	0.94668	50.59	0.595	rgb(224,103,105)	1.993	2,2
Phf20	Arntl2	0.94668	50.59	0.59	rgb(223,104,105)	1.993	2,2
Tbx21	Gbp10	0.94668	50.59	0.591	rgb(224,104,105)	1.993	2,2
Tbx21	Icam1	0.94668	50.59	0.594	rgb(224,104,105)	1.993	2,2
Zbed4	Zfp408	0.94668	50.59	0.593	rgb(224,104,105)	1.993	2,2
Zeb2	Rab11fip1	0.94668	50.59	0.589	rgb(223,105,106)	1.993	2,2
Zfp219	Nfkbie	0.94668	50.59	0.591	rgb(224,104,105)	1.993	2,2
Zfp629	Zmat3	-0.94668	50.59	-5.9E-01	rgb( 89,139,239)	1.993	2,2
Fos	Tmem176a	0.94668	50.59	0.808	rgb(226, 63, 64)	1.993	None
Fosb	Tmem176a	0.94668	50.59	0.808	rgb(226, 63, 64)	1.993	None
Fosl1	Tmem176a	0.94668	50.59	0.808	rgb(226, 63, 64)	1.993	None
Fosl2	Tmem176a	0.94668	50.59	0.808	rgb(226, 63, 64)	1.993	None
Jun	Tmem176a	0.94668	50.59	0.808	rgb(226, 63, 64)	1.993	None
Junb	Tmem176a	0.94668	50.59	0.808	rgb(226, 63, 64)	1.993	None
Jund	Tmem176a	0.94668	50.59	0.808	rgb(226, 63, 64)	1.993	None
Creb1	1700001L05Rik	-0.94436	50.58	-5.8E-01	rgb( 92,141,239)	1.9928	2,2
Epas1	Mt1	0.94436	50.58	0.575	rgb(223,107,108)	1.9928	2,2
Foxp3	Stfa3	0.94436	50.58	0.582	rgb(223,106,107)	1.9928	None
Hes1	Tet3	0.94436	50.58	0.577	rgb(223,107,108)	1.9928	None
Hic1	Minpp1	0.94436	50.58	0.584	rgb(223,106,107)	1.9928	None
Hif1a	Bmpr1a	0.94436	50.58	0.577	rgb(223,107,108)	1.9928	None
Hif1a	Pla2g12a	0.94436	50.58	0.583	rgb(223,106,107)	1.9928	None
Hif1a	Rab39	0.94436	50.58	0.584	rgb(223,105,107)	1.9928	None
Hif1a	Vdac1	0.94436	50.58	0.583	rgb(223,106,107)	1.9928	None
Irf4	Bend5	0.94436	50.58	0.581	rgb(223,106,107)	1.9928	None
Irf9	Nlrc5	0.94436	50.58	0.584	rgb(223,105,107)	1.9928	2,2
Meis1	Ss18	0.94436	50.58	0.581	rgb(223,106,107)	1.9928	None
Myc	Apbb1ip	0.94436	50.58	0.583	rgb(223,106,107)	1.9928	None
Myc	Gpatch4	0.94436	50.58	0.582	rgb(223,106,107)	1.9928	None
Nfe2l2	Gpx3	0.94436	50.58	0.577	rgb(223,107,108)	1.9928	None
Patz1	Pag1	0.94436	50.58	0.578	rgb(223,107,108)	1.9928	None
Plagl1	Reps1	0.94436	50.58	0.58	rgb(223,106,107)	1.9928	None
Sox4	Akap2	0.94436	50.58	0.58	rgb(223,106,107)	1.9928	None
Thra	Pxmp2	0.94436	50.58	0.575	rgb(223,107,108)	1.9928	None
Atf6	Hif1a	0.94436	50.58	0.576	rgb(223,107,108)	1.9928	2,2
Cxxc5	Nod1	0.94436	50.58	0.579	rgb(223,106,108)	1.9928	2,2
Ncoa2	Ms4a4b	0.94436	50.58	0.581	rgb(223,106,107)	1.9928	2,2
Plscr1	Hmox1	0.94436	50.58	0.584	rgb(223,105,107)	1.9928	2,2
Ski	Slc43a2	0.94436	50.58	0.576	rgb(223,107,108)	1.9928	2,2
Zbtb32	Fam129a	0.94436	50.58	0.58	rgb(223,106,107)	1.9928	2,2
Zeb2	Serpine1	0.94436	50.58	0.578	rgb(223,107,108)	1.9928	2,2
Zfp318	Adora2b	-0.94436	50.58	-5.8E-01	rgb( 92,141,239)	1.9928	2,2
Zfp608	Stra6	-0.94436	50.58	-5.8E-01	rgb( 91,141,239)	1.9928	2,2
Zfp787	Zfp668	0.94436	50.58	0.582	rgb(223,106,107)	1.9928	2,2
Zfp827	Susd3	-0.94436	50.58	-5.8E-01	rgb( 90,140,239)	1.9928	2,2
Zfp882	Usp54	0.94436	50.58	0.576	rgb(223,107,108)	1.9928	2,2
Ahrr	Trib1	0.94436	50.58	0.808	rgb(226, 63, 64)	1.9928	None
Arnt2	Trib1	0.94436	50.58	0.808	rgb(226, 63, 64)	1.9928	None
E2f4	Exo1	0.94436	50.58	0.808	rgb(226, 63, 64)	1.9928	2,2
Atf5	Scml4	0.94204	50.57	0.569	rgb(223,108,109)	1.9926	None
Ebf1	Xylt2	0.94204	50.57	0.566	rgb(223,109,110)	1.9926	None
Epas1	Mboat2	0.94204	50.57	0.569	rgb(223,108,109)	1.9926	2,2
Gabpa	Prss12	-0.94204	50.57	-5.7E-01	rgb( 93,142,239)	1.9926	None
Hif1a	Slc2a1	0.94204	50.57	0.566	rgb(223,109,110)	1.9926	None
Irf1	Dpp4	0.94204	50.57	0.57	rgb(223,108,109)	1.9926	None
Mycn	Gusb	0.94204	50.57	0.572	rgb(223,108,109)	1.9926	None
Nr3c1	Ppm1f	0.94204	50.57	0.569	rgb(223,108,110)	1.9926	2,2
Pparg	Ticam2	0.94204	50.57	0.569	rgb(223,108,110)	1.9926	None
Rela	Tbc1d30	-0.94204	50.57	-5.7E-01	rgb( 94,142,239)	1.9926	None
Srf	Slc9a8	-0.94204	50.57	-5.7E-01	rgb( 93,142,239)	1.9926	None
Zbtb33	H60b	0.94204	50.57	0.571	rgb(223,108,109)	1.9926	None
Dzip1	Hdac9	0.94204	50.57	0.565	rgb(223,109,110)	1.9926	2,2
Foxp2	Sh2d4a	0.94204	50.57	0.569	rgb(223,108,109)	1.9926	2,2
Kdm5b	Utrn	0.94204	50.57	0.567	rgb(223,109,110)	1.9926	2,2
Klf2	Ehd4	-0.94204	50.57	-5.7E-01	rgb( 92,141,239)	1.9926	2,2
Klf2	Trim46	-0.94204	50.57	-5.7E-01	rgb( 93,142,239)	1.9926	2,2
Lin54	Znhit6	-0.94204	50.57	-5.7E-01	rgb( 94,142,239)	1.9926	2,2
Msc	Gnaz	0.94204	50.57	0.574	rgb(223,107,109)	1.9926	2,2
Msc	Smpdl3b	0.94204	50.57	0.566	rgb(223,109,110)	1.9926	2,2
Mxd1	Mmd	-0.94204	50.57	-5.7E-01	rgb( 92,141,239)	1.9926	2,2
Tbx21	Ly6a	0.94204	50.57	0.575	rgb(223,107,108)	1.9926	2,2
Tbx21	Notch1	0.94204	50.57	0.573	rgb(223,108,109)	1.9926	2,2
Tsc22d1	Plxdc2	0.94204	50.57	0.571	rgb(223,108,109)	1.9926	2,2
Zbtb4	Ept1	-0.94204	50.57	-5.7E-01	rgb( 93,142,239)	1.9926	2,2
Zbtb41	Pafah1b3	-0.94204	50.57	-5.7E-01	rgb( 94,142,239)	1.9926	2,2
Zfp169	Inpp4a	0.94204	50.57	0.574	rgb(223,107,108)	1.9926	2,2
Zfp280b	P2ry1	0.94204	50.57	0.574	rgb(223,107,108)	1.9926	2,2
Zfp367	Arrb2	0.94204	50.57	0.573	rgb(223,108,109)	1.9926	2,2
Zfp386	Spry1	-0.94204	50.57	-5.7E-01	rgb( 92,141,239)	1.9926	2,2
Zfp52	Eml1	0.94204	50.57	0.574	rgb(223,107,108)	1.9926	2,2
Zfp536	Lpin3	0.94204	50.57	0.566	rgb(223,109,110)	1.9926	2,2
Zfp787	Ocrl	-0.94204	50.57	-5.7E-01	rgb( 94,142,238)	1.9926	2,2
Fos	Akr1b8	0.94204	50.57	0.808	rgb(226, 63, 64)	1.9926	None
Fosb	Akr1b8	0.94204	50.57	0.808	rgb(226, 63, 64)	1.9926	None
Fosl1	Akr1b8	0.94204	50.57	0.808	rgb(226, 63, 64)	1.9926	None
Fosl2	Akr1b8	0.94204	50.57	0.808	rgb(226, 63, 64)	1.9926	None
Jun	Akr1b8	0.94204	50.57	0.808	rgb(226, 63, 64)	1.9926	None
Junb	Akr1b8	0.94204	50.57	0.808	rgb(226, 63, 64)	1.9926	None
Jund	Akr1b8	0.94204	50.57	0.808	rgb(226, 63, 64)	1.9926	None
Bach1	Tmem37	0.93972	50.56	0.562	rgb(223,110,111)	1.9924	None
Cebpb	Hao1	0.93972	50.56	0.561	rgb(223,110,111)	1.9924	None
Cux1	Itga4	0.93972	50.56	0.556	rgb(223,111,112)	1.9924	None
Dmrt1	Scn11a	0.93972	50.56	0.565	rgb(223,109,110)	1.9924	2,2
Epas1	Arrb1	0.93972	50.56	0.556	rgb(223,111,112)	1.9924	None
Epas1	H2-Ab1	0.93972	50.56	0.561	rgb(223,110,111)	1.9924	2,2
Epas1	Parp9	0.93972	50.56	0.556	rgb(223,111,112)	1.9924	2,2
Fli1	Ikbke	0.93972	50.56	0.563	rgb(223,110,111)	1.9924	None
Foxp3	Ascl4	0.93972	50.56	0.562	rgb(223,110,111)	1.9924	None
Gfi1	Itsn1	0.93972	50.56	0.564	rgb(223,109,110)	1.9924	None
Hbp1	Synpo	0.93972	50.56	0.555	rgb(223,111,112)	1.9924	None
Hmx2	Pld2	-0.93972	50.56	-5.6E-01	rgb( 96,143,238)	1.9924	2,2
Irf9	Trim26	0.93972	50.56	0.557	rgb(223,111,112)	1.9924	None
Klf4	Arhgef17	0.93972	50.56	0.559	rgb(223,110,111)	1.9924	None
