TF	Target	SignedQuantile	NonzeroSubsamples(Stability)	pCorr	stroke	stroke-width	stroke-dasharray
Erg	Foxp1	0.76333	49.26	0.262	rgb(220,167,168)	1.9669	None
Ets1	Acvrl1	0.76333	49.26	0.256	rgb(220,168,169)	1.9669	None
Ets1	Prnp	0.76333	49.26	0.256	rgb(220,168,169)	1.9669	2,2
Fosl1	Sh3bp4	-0.76333	49.26	-2.6E-01	rgb(160,182,227)	1.9669	None
Foxa1	Gart	-0.76333	49.26	-2.6E-01	rgb(162,183,227)	1.9669	None
Foxb1	Tlcd1	0.76333	49.26	0.263	rgb(220,167,167)	1.9669	2,2
Foxf2	Zscan21	-0.76333	49.26	-2.6E-01	rgb(160,182,227)	1.9669	2,2
Foxo3	Abtb2	0.76333	49.26	0.263	rgb(220,167,167)	1.9669	None
Foxq1	Tcf7l1	0.76333	49.26	0.265	rgb(220,166,167)	1.9669	None
Gata1	Abcb1a	-0.76333	49.26	-2.6E-01	rgb(160,182,227)	1.9669	None
Gfi1	Gcnt1	-0.76333	49.26	-2.6E-01	rgb(160,182,227)	1.9669	2,2
Glis1	Fndc3c1	0.76333	49.26	0.263	rgb(220,167,167)	1.9669	2,2
Hes1	Sema6d	-0.76333	49.26	-2.6E-01	rgb(161,183,227)	1.9669	2,2
Hey1	Txndc17	0.76333	49.26	0.26	rgb(220,167,168)	1.9669	None
Heyl	Jmjd6	-0.76333	49.26	-2.6E-01	rgb(161,183,227)	1.9669	2,2
Hif3a	Cbln3	0.76333	49.26	0.257	rgb(220,168,168)	1.9669	2,2
Hif3a	Slc2a1	0.76333	49.26	0.265	rgb(220,166,167)	1.9669	2,2
Hoxb1	Arpp21	0.76333	49.26	0.264	rgb(220,167,167)	1.9669	2,2
Hoxb1	Fcgbp	0.76333	49.26	0.26	rgb(220,167,168)	1.9669	2,2
Hsf2	Ptrf	0.76333	49.26	0.258	rgb(220,168,168)	1.9669	2,2
Ikzf5	Adam8	-0.76333	49.26	-2.6E-01	rgb(160,182,227)	1.9669	None
Irf1	Ppfibp1	-0.76333	49.26	-2.6E-01	rgb(160,182,227)	1.9669	None
Irf5	Il10rb	0.76333	49.26	0.257	rgb(220,168,168)	1.9669	2,2
Irf8	Dlg2	-0.76333	49.26	-2.6E-01	rgb(161,183,227)	1.9669	None
Jdp2	Sh3bp4	0.76333	49.26	0.264	rgb(220,167,167)	1.9669	None
Klf12	Cnrip1	0.76333	49.26	0.259	rgb(220,168,168)	1.9669	2,2
Klf13	Klf11	0.76333	49.26	0.258	rgb(220,168,168)	1.9669	None
Klf2	Tmc6	0.76333	49.26	0.255	rgb(220,168,169)	1.9669	None
Klf4	Arap3	-0.76333	49.26	-2.6E-01	rgb(160,182,227)	1.9669	None
Klf5	Fbxo18	0.76333	49.26	0.256	rgb(220,168,169)	1.9669	None
Klf7	Afap1	0.76333	49.26	0.262	rgb(220,167,167)	1.9669	None
Lef1	Eea1	-0.76333	49.26	-2.6E-01	rgb(160,182,227)	1.9669	None
Mitf	Areg	0.76333	49.26	0.259	rgb(220,168,168)	1.9669	2,2
Mitf	Ift81	0.76333	49.26	0.259	rgb(220,168,168)	1.9669	2,2
Mitf	Ly96	0.76333	49.26	0.259	rgb(220,168,168)	1.9669	None
Mxi1	Tpd52	0.76333	49.26	0.261	rgb(220,167,168)	1.9669	None
Myb	Ccdc125	0.76333	49.26	0.263	rgb(220,167,167)	1.9669	2,2
Myb	Ift57	0.76333	49.26	0.258	rgb(220,168,168)	1.9669	None
Myb	Lamc2	-0.76333	49.26	-2.6E-01	rgb(161,183,227)	1.9669	2,2
Mybl1	Marcks	0.76333	49.26	0.263	rgb(220,167,167)	1.9669	2,2
Nfe2	Chit1	0.76333	49.26	0.257	rgb(220,168,169)	1.9669	2,2
Nfe2	Sav1	-0.76333	49.26	-2.6E-01	rgb(161,183,227)	1.9669	2,2
Nfil3	Sord	0.76333	49.26	0.263	rgb(220,167,167)	1.9669	2,2
Nkx3-1	Aldh1b1	0.76333	49.26	0.261	rgb(220,167,168)	1.9669	2,2
Npas2	Frmpd1	0.76333	49.26	0.263	rgb(220,167,167)	1.9669	2,2
Npas2	Glis2	0.76333	49.26	0.258	rgb(220,168,168)	1.9669	2,2
Nr1d1	Aloxe3	0.76333	49.26	0.265	rgb(220,166,167)	1.9669	None
Nr1h2	Ubash3a	0.76333	49.26	0.26	rgb(220,167,168)	1.9669	None
Nr2f6	Stk4	-0.76333	49.26	-2.6E-01	rgb(161,183,227)	1.9669	2,2
Nr3c1	Ncoa2	0.76333	49.26	0.264	rgb(220,167,167)	1.9669	None
Osr2	Cpa2	0.76333	49.26	0.262	rgb(220,167,167)	1.9669	2,2
Osr2	Perp	0.76333	49.26	0.255	rgb(220,168,169)	1.9669	2,2
Plagl1	Hspa12a	0.76333	49.26	0.256	rgb(220,168,169)	1.9669	None
Prdm1	Npas4	-0.76333	49.26	-2.6E-01	rgb(160,182,227)	1.9669	2,2
Prrx1	Mmp14	0.76333	49.26	0.261	rgb(220,167,168)	1.9669	2,2
Rara	Vav3	-0.76333	49.26	-2.6E-01	rgb(161,183,227)	1.9669	None
Rest	Lama5	0.76333	49.26	0.261	rgb(220,167,168)	1.9669	None
Runx1	Lif	0.76333	49.26	0.26	rgb(220,167,168)	1.9669	None
Runx2	Cd44	0.76333	49.26	0.257	rgb(220,168,168)	1.9669	None
Runx3	Atp1b2	0.76333	49.26	0.26	rgb(220,167,168)	1.9669	None
Runx3	Ildr1	0.76333	49.26	0.259	rgb(220,167,168)	1.9669	None
Rxra	Espn	-0.76333	49.26	-2.6E-01	rgb(162,183,227)	1.9669	None
Rxra	Lhpp	0.76333	49.26	0.259	rgb(220,168,168)	1.9669	None
Sox13	2900011O08Rik	-0.76333	49.26	-2.6E-01	rgb(160,182,227)	1.9669	2,2
Spib	Glipr1	0.76333	49.26	0.259	rgb(220,168,168)	1.9669	None
Spib	Synpo2	0.76333	49.26	0.262	rgb(220,167,168)	1.9669	2,2
Tbx21	Gad2	0.76333	49.26	0.259	rgb(220,168,168)	1.9669	None
Tcf7l2	Lekr1	0.76333	49.26	0.259	rgb(220,168,168)	1.9669	None
Thrb	Vwa1	-0.76333	49.26	-2.6E-01	rgb(162,183,227)	1.9669	None
Trerf1	Adam12	0.76333	49.26	0.255	rgb(220,168,169)	1.9669	2,2
Usf2	Chm	-0.76333	49.26	-2.6E-01	rgb(161,183,227)	1.9669	None
Ybx2	Gzmf	-0.76333	49.26	-2.6E-01	rgb(160,182,227)	1.9669	2,2
Ybx2	Hdc	0.76333	49.26	0.261	rgb(220,167,168)	1.9669	2,2
Zbtb6	A330023F24Rik	0.76333	49.26	0.259	rgb(220,167,168)	1.9669	2,2
Zbtb7b	Hbs1l	-0.76333	49.26	-2.6E-01	rgb(160,182,227)	1.9669	None
Zbtb7b	Rasa4	0.76333	49.26	0.258	rgb(220,168,168)	1.9669	None
Zfp148	Zcwpw1	0.76333	49.26	0.262	rgb(220,167,168)	1.9669	None
Zfp219	Sgsm2	0.76333	49.26	0.258	rgb(220,168,168)	1.9669	2,2
Aebp1	Dcakd	0.76333	49.26	0.256	rgb(220,168,169)	1.9669	2,2
Aebp1	H2afy3	0.76333	49.26	0.26	rgb(220,167,168)	1.9669	2,2
Aebp2	2900026A02Rik	-0.76333	49.26	-2.6E-01	rgb(161,183,227)	1.9669	2,2
Aebp2	Arhgef3	-0.76333	49.26	-2.6E-01	rgb(160,182,227)	1.9669	2,2
Brf2	Eci1	0.76333	49.26	0.255	rgb(220,168,169)	1.9669	2,2
C030039L03Rik	Sav1	0.76333	49.26	0.255	rgb(220,168,169)	1.9669	2,2
Dr1	Ankra2	-0.76333	49.26	-2.6E-01	rgb(160,183,227)	1.9669	2,2
Jazf1	Lzts1	0.76333	49.26	0.259	rgb(220,168,168)	1.9669	2,2
Lin28b	Wdfy3	0.76333	49.26	0.261	rgb(220,167,168)	1.9669	2,2
Mxd1	Ly6a	0.76333	49.26	0.262	rgb(220,167,168)	1.9669	2,2
Phf20	Nphp3	0.76333	49.26	0.262	rgb(220,167,168)	1.9669	2,2
Phf20	Orm1	0.76333	49.26	0.256	rgb(220,168,169)	1.9669	2,2
Prdm8	Rgs8	0.76333	49.26	0.263	rgb(220,167,167)	1.9669	2,2
St18	9530053A07Rik	0.76333	49.26	0.259	rgb(220,167,168)	1.9669	2,2
St18	Aldh3a1	0.76333	49.26	0.259	rgb(220,168,168)	1.9669	2,2
Zbtb41	Mapk6	0.76333	49.26	0.26	rgb(220,167,168)	1.9669	2,2
Zfp112	Mesp2	-0.76333	49.26	-2.6E-01	rgb(161,183,227)	1.9669	2,2
Zfp35	Trim46	-0.76333	49.26	-2.6E-01	rgb(161,183,227)	1.9669	2,2
Zfp473	Ccdc63	0.76333	49.26	0.259	rgb(220,168,168)	1.9669	2,2
Zfp493	Riok3	-0.76333	49.26	-2.6E-01	rgb(160,183,227)	1.9669	2,2
Zfp511	6530402F18Rik	-0.76333	49.26	-2.6E-01	rgb(160,183,227)	1.9669	2,2
Zfp511	Fam120c	-0.76333	49.26	-2.6E-01	rgb(161,183,227)	1.9669	2,2
Zfp57	F5	0.76333	49.26	0.261	rgb(220,167,168)	1.9669	2,2
Zfp618	Col5a3	0.76333	49.26	0.258	rgb(220,168,168)	1.9669	2,2
Zfp64	Chrm4	0.76333	49.26	0.259	rgb(220,168,168)	1.9669	2,2
Zfp719	Radil	0.76333	49.26	0.258	rgb(220,168,168)	1.9669	2,2
Zfp777	Pigc	-0.76333	49.26	-2.6E-01	rgb(160,183,227)	1.9669	2,2
Zfp947	Mnda	0.76333	49.26	0.263	rgb(220,167,167)	1.9669	2,2
Zfp960	Cd44	0.76333	49.26	0.257	rgb(220,168,169)	1.9669	2,2
Zscan29	Syngr1	-0.76333	49.26	-2.6E-01	rgb(160,182,227)	1.9669	2,2
Ahrr	Nynrin	0.7622	49.25	0.247	rgb(220,170,170)	1.9667	2,2
Ar	Snapc1	-0.7622	49.25	-2.5E-01	rgb(162,184,227)	1.9667	None
Arid3a	Glipr1	-0.7622	49.25	-2.5E-01	rgb(163,184,226)	1.9667	None
Arnt2	Hs6st2	0.7622	49.25	0.253	rgb(220,169,169)	1.9667	2,2
Arntl2	Orm2	0.7622	49.25	0.247	rgb(220,170,170)	1.9667	2,2
Atf6	Arf1	0.7622	49.25	0.245	rgb(220,170,171)	1.9667	None
Bcl6	Art2b	0.7622	49.25	0.252	rgb(220,169,169)	1.9667	2,2
Bcl6	Gucy2e	0.7622	49.25	0.251	rgb(220,169,170)	1.9667	None
Cebpb	Ap1s3	-0.7622	49.25	-2.5E-01	rgb(163,184,226)	1.9667	None
Cebpg	Rab39b	0.7622	49.25	0.247	rgb(220,170,170)	1.9667	2,2
Creb3l2	Clip3	0.7622	49.25	0.25	rgb(220,169,170)	1.9667	2,2
Creb3l2	Pcolce2	-0.7622	49.25	-2.5E-01	rgb(162,184,227)	1.9667	2,2
Egr1	Nol3	-0.7622	49.25	-2.5E-01	rgb(162,184,227)	1.9667	None
Elk3	Il7r	-0.7622	49.25	-2.5E-01	rgb(162,183,227)	1.9667	None
Elk4	Smox	-0.7622	49.25	-2.5E-01	rgb(163,184,226)	1.9667	None
Eomes	Akap2	0.7622	49.25	0.252	rgb(220,169,169)	1.9667	2,2
Epas1	H1foo	0.7622	49.25	0.246	rgb(220,170,170)	1.9667	2,2
Erg	Ccdc141	0.7622	49.25	0.251	rgb(220,169,169)	1.9667	None
Esr1	Ccr1	0.7622	49.25	0.251	rgb(220,169,170)	1.9667	None
Etv1	Tpm2	-0.7622	49.25	-2.5E-01	rgb(163,184,226)	1.9667	2,2
Etv2	Orm1	0.7622	49.25	0.253	rgb(220,169,169)	1.9667	2,2
Etv6	Ccdc148	-0.7622	49.25	-2.5E-01	rgb(163,184,226)	1.9667	2,2
Fosb	Sh3bp5	0.7622	49.25	0.254	rgb(220,169,169)	1.9667	None
Fosl2	Sema6b	0.7622	49.25	0.254	rgb(220,169,169)	1.9667	2,2
Foxh1	Fam184a	0.7622	49.25	0.254	rgb(220,169,169)	1.9667	None
Foxj1	Abhd2	-0.7622	49.25	-2.5E-01	rgb(163,184,226)	1.9667	None
Foxj1	Bnipl	0.7622	49.25	0.247	rgb(220,170,170)	1.9667	2,2
Foxo1	Hist2h2bb	-0.7622	49.25	-2.5E-01	rgb(163,184,227)	1.9667	None
Foxo3	Kif13b	0.7622	49.25	0.246	rgb(220,170,171)	1.9667	2,2
Foxp3	Cd101	0.7622	49.25	0.25	rgb(220,169,170)	1.9667	2,2
Foxs1	Ggta1	0.7622	49.25	0.25	rgb(220,169,170)	1.9667	None
Foxs1	Socs5	-0.7622	49.25	-2.5E-01	rgb(162,184,227)	1.9667	None
Gata1	Trps1	-0.7622	49.25	-2.5E-01	rgb(163,184,227)	1.9667	None
Glis2	Rras	0.7622	49.25	0.25	rgb(220,169,170)	1.9667	None
Hes5	Tyms-ps	0.7622	49.25	0.252	rgb(220,169,169)	1.9667	2,2
Hey1	Lingo3	0.7622	49.25	0.247	rgb(220,170,170)	1.9667	None
Hoxb1	Gm6623	-0.7622	49.25	-2.5E-01	rgb(162,184,227)	1.9667	2,2
Ikzf2	Inadl	-0.7622	49.25	-2.5E-01	rgb(163,184,226)	1.9667	None
Ikzf2	Mpzl2	0.7622	49.25	0.25	rgb(220,169,170)	1.9667	2,2
Ikzf2	Ms4a4b	0.7622	49.25	0.247	rgb(220,170,170)	1.9667	2,2
Ikzf3	Abhd4	-0.7622	49.25	-2.5E-01	rgb(162,184,227)	1.9667	2,2
Ikzf5	Abcb4	-0.7622	49.25	-2.5E-01	rgb(162,184,227)	1.9667	None
Irf2	Gpr18	0.7622	49.25	0.249	rgb(220,169,170)	1.9667	None
Irf4	Armcx6	0.7622	49.25	0.248	rgb(220,170,170)	1.9667	2,2
Irf4	Boc	-0.7622	49.25	-2.5E-01	rgb(163,184,227)	1.9667	2,2
Irf4	Dlg3	0.7622	49.25	0.25	rgb(220,169,170)	1.9667	None
Irf4	Enpp1	0.7622	49.25	0.254	rgb(220,168,169)	1.9667	None
Irf4	Fam111a	-0.7622	49.25	-2.5E-01	rgb(163,184,226)	1.9667	None
Irf4	Zfp467	0.7622	49.25	0.246	rgb(220,170,170)	1.9667	2,2
Irf7	Nlrc5	0.7622	49.25	0.255	rgb(220,168,169)	1.9667	None
Irf8	Sepw1	-0.7622	49.25	-2.5E-01	rgb(163,184,226)	1.9667	None
Isl2	Gad2	-0.7622	49.25	-2.5E-01	rgb(162,184,227)	1.9667	None
Jdp2	Scyl2	0.7622	49.25	0.253	rgb(220,169,169)	1.9667	None
Jun	S100a13	0.7622	49.25	0.251	rgb(220,169,170)	1.9667	2,2
Junb	Cox7a1	0.7622	49.25	0.247	rgb(220,170,170)	1.9667	None
Klf13	Map3k1	0.7622	49.25	0.255	rgb(220,168,169)	1.9667	2,2
Klf2	Gm14446	0.7622	49.25	0.245	rgb(220,170,171)	1.9667	2,2
Klf4	Raph1	0.7622	49.25	0.255	rgb(220,168,169)	1.9667	None
Klf4	Tubb2b	0.7622	49.25	0.253	rgb(220,169,169)	1.9667	None
Lhx2	Iqsec2	0.7622	49.25	0.25	rgb(220,169,170)	1.9667	2,2
Lhx2	Tspan5	-0.7622	49.25	-2.5E-01	rgb(163,184,226)	1.9667	None
Lhx5	Pygl	0.7622	49.25	0.246	rgb(220,170,170)	1.9667	2,2
Lhx6	Lad1	-0.7622	49.25	-2.5E-01	rgb(162,183,227)	1.9667	2,2
Lhx6	Map4k4	0.7622	49.25	0.254	rgb(220,168,169)	1.9667	2,2
Lin54	Hist1h1b	0.7622	49.25	0.246	rgb(220,170,171)	1.9667	None
Lyl1	Fam114a1	0.7622	49.25	0.252	rgb(220,169,169)	1.9667	None
Mafb	Ankk1	0.7622	49.25	0.251	rgb(220,169,170)	1.9667	2,2
Mafb	Cabyr	0.7622	49.25	0.245	rgb(220,170,171)	1.9667	None
Mafg	Vav3	-0.7622	49.25	-2.5E-01	rgb(164,184,226)	1.9667	None
Mef2b	Fkbp11	0.7622	49.25	0.251	rgb(220,169,170)	1.9667	2,2
Mef2b	Rpl14	0.7622	49.25	0.249	rgb(220,169,170)	1.9667	2,2
Meis2	Aqp4	0.7622	49.25	0.254	rgb(220,169,169)	1.9667	2,2
Msc	Ebf1	0.7622	49.25	0.246	rgb(220,170,170)	1.9667	2,2
Msx2	Aim2	0.7622	49.25	0.253	rgb(220,169,169)	1.9667	2,2
Msx2	Jam3	0.7622	49.25	0.25	rgb(220,169,170)	1.9667	2,2
Mxi1	Shroom3	0.7622	49.25	0.246	rgb(220,170,170)	1.9667	None
Myb	Arhgap33	0.7622	49.25	0.247	rgb(220,170,170)	1.9667	None
Nfkb1	Upp1	-0.7622	49.25	-2.5E-01	rgb(164,185,226)	1.9667	2,2
Nkx3-1	Nt5e	0.7622	49.25	0.253	rgb(220,169,169)	1.9667	None
Nr3c1	Ier3	-0.7622	49.25	-2.5E-01	rgb(162,184,227)	1.9667	None
Pknox1	Ddx51	0.7622	49.25	0.249	rgb(220,169,170)	1.9667	2,2
Pknox1	Npas4	0.7622	49.25	0.254	rgb(220,168,169)	1.9667	2,2
Plagl1	Adm2	0.7622	49.25	0.255	rgb(220,168,169)	1.9667	2,2
Pou2af1	Fbxo18	-0.7622	49.25	-2.5E-01	rgb(163,184,226)	1.9667	2,2
Pou3f1	D430041D05Rik	0.7622	49.25	0.249	rgb(220,169,170)	1.9667	2,2
Pparg	Cxcl5	0.7622	49.25	0.247	rgb(220,170,170)	1.9667	2,2
Pparg	Galm	0.7622	49.25	0.254	rgb(220,169,169)	1.9667	None
Prdm1	Klf2	0.7622	49.25	0.248	rgb(220,170,170)	1.9667	None
Rara	Fam20b	-0.7622	49.25	-2.5E-01	rgb(162,183,227)	1.9667	None
Rest	Rhebl1	-0.7622	49.25	-2.5E-01	rgb(163,184,226)	1.9667	None
Rfx7	Akirin1	-0.7622	49.25	-2.5E-01	rgb(163,184,227)	1.9667	None
Rorc	Reps1	-0.7622	49.25	-2.5E-01	rgb(163,184,227)	1.9667	2,2
Sall3	Bmp6	0.7622	49.25	0.25	rgb(220,169,170)	1.9667	2,2
Sall4	Lpl	0.7622	49.25	0.247	rgb(220,170,170)	1.9667	2,2
Snai2	Sytl5	0.7622	49.25	0.25	rgb(220,169,170)	1.9667	2,2
Sox15	Pspn	0.7622	49.25	0.25	rgb(220,169,170)	1.9667	None
Sox21	Prickle3	-0.7622	49.25	-2.5E-01	rgb(162,183,227)	1.9667	None
Sox21	Sulf2	0.7622	49.25	0.245	rgb(220,170,171)	1.9667	2,2
Sox5	Dock4	-0.7622	49.25	-2.5E-01	rgb(164,185,226)	1.9667	None
Sp110	Zfp36l1	0.7622	49.25	0.251	rgb(220,169,170)	1.9667	2,2
Sp4	Cdkn1b	0.7622	49.25	0.254	rgb(220,168,169)	1.9667	None
Sp6	Exoc6	-0.7622	49.25	-2.5E-01	rgb(163,184,226)	1.9667	2,2
Sp6	Tex2	-0.7622	49.25	-2.5E-01	rgb(163,184,226)	1.9667	None
Spib	Sarm1	0.7622	49.25	0.254	rgb(220,169,169)	1.9667	2,2
Stat3	Nynrin	0.7622	49.25	0.251	rgb(220,169,170)	1.9667	2,2
Tal2	Acsl5	0.7622	49.25	0.252	rgb(220,169,169)	1.9667	2,2
Tcf4	Tbccd1	-0.7622	49.25	-2.5E-01	rgb(163,184,226)	1.9667	2,2
Tead1	Fcamr	0.7622	49.25	0.247	rgb(220,170,170)	1.9667	2,2
Tead1	Gpr56	0.7622	49.25	0.248	rgb(220,170,170)	1.9667	2,2
Tead3	Oit3	0.7622	49.25	0.25	rgb(220,169,170)	1.9667	None
Trerf1	Sult2b1	-0.7622	49.25	-2.5E-01	rgb(162,184,227)	1.9667	2,2
Trp73	2900026A02Rik	0.7622	49.25	0.249	rgb(220,170,170)	1.9667	None
Xbp1	Rps6ka4	0.7622	49.25	0.248	rgb(220,170,170)	1.9667	2,2
Zbtb33	Crispld2	-0.7622	49.25	-2.5E-01	rgb(163,184,227)	1.9667	2,2
Zbtb4	Dbt	-0.7622	49.25	-2.5E-01	rgb(162,183,227)	1.9667	2,2
Zeb1	Trps1	0.7622	49.25	0.252	rgb(220,169,169)	1.9667	None
Zfp148	Sirt4	-0.7622	49.25	-2.5E-01	rgb(163,184,227)	1.9667	None
Zfp281	Inadl	0.7622	49.25	0.253	rgb(220,169,169)	1.9667	None
Zfx	0610012G03Rik	-0.7622	49.25	-2.5E-01	rgb(164,185,226)	1.9667	2,2
Zfx	Jmjd6	-0.7622	49.25	-2.5E-01	rgb(164,185,226)	1.9667	None
C030039L03Rik	1700001L05Rik	0.7622	49.25	0.254	rgb(220,169,169)	1.9667	2,2
Cxxc5	Fam174b	0.7622	49.25	0.245	rgb(220,170,171)	1.9667	2,2
Gm13157	Megf8	-0.7622	49.25	-2.5E-01	rgb(164,184,226)	1.9667	2,2
L3mbtl3	Dusp5	0.7622	49.25	0.251	rgb(220,169,170)	1.9667	2,2
Mxd1	Dph1	-0.7622	49.25	-2.5E-01	rgb(162,184,227)	1.9667	2,2
Mxd3	Pck2	0.7622	49.25	0.255	rgb(220,168,169)	1.9667	2,2
Ncoa1	Arid5a	0.7622	49.25	0.253	rgb(220,169,169)	1.9667	2,2
Ncoa1	S100a3	0.7622	49.25	0.251	rgb(220,169,170)	1.9667	2,2
Phf1	Xrcc5	-0.7622	49.25	-2.5E-01	rgb(164,185,226)	1.9667	2,2
Phf20	Inha	0.7622	49.25	0.251	rgb(220,169,170)	1.9667	2,2
Pou5f2	Fam120c	0.7622	49.25	0.248	rgb(220,170,170)	1.9667	2,2
Rag1	Neo1	-0.7622	49.25	-2.5E-01	rgb(163,184,227)	1.9667	2,2
Scmh1	Inpp5a	0.7622	49.25	0.247	rgb(220,170,170)	1.9667	2,2
St18	Lrrn3	0.7622	49.25	0.247	rgb(220,170,170)	1.9667	2,2
Trps1	Sidt1	-0.7622	49.25	-2.5E-01	rgb(162,183,227)	1.9667	2,2
Tulp2	Il17rc	0.7622	49.25	0.254	rgb(220,169,169)	1.9667	2,2
Zbtb38	Abhd4	0.7622	49.25	0.25	rgb(220,169,170)	1.9667	2,2
Zfp280b	Enpp5	-0.7622	49.25	-2.5E-01	rgb(163,184,227)	1.9667	2,2
Zfp334	Hapln1	0.7622	49.25	0.253	rgb(220,169,169)	1.9667	2,2
Zfp334	Olfr175-ps1	0.7622	49.25	0.245	rgb(220,170,171)	1.9667	2,2
Zfp367	Impa2	0.7622	49.25	0.247	rgb(220,170,170)	1.9667	2,2
Zfp429	Mtmr7	0.7622	49.25	0.246	rgb(220,170,170)	1.9667	2,2
Zfp511	Foxf2	-0.7622	49.25	-2.5E-01	rgb(163,184,226)	1.9667	2,2
Zfp511	Mina	0.7622	49.25	0.253	rgb(220,169,169)	1.9667	2,2
Zfp57	Wnt9b	0.7622	49.25	0.249	rgb(220,170,170)	1.9667	2,2
Zfp579	Sez6l2	0.7622	49.25	0.25	rgb(220,169,170)	1.9667	2,2
Zfp692	Fam160b1	0.7622	49.25	0.252	rgb(220,169,169)	1.9667	2,2
Zfp810	Ncdn	-0.7622	49.25	-2.5E-01	rgb(162,183,227)	1.9667	2,2
Zfp882	Cacnb3	-0.7622	49.25	-2.5E-01	rgb(162,183,227)	1.9667	2,2
Zfp882	Stard10	-0.7622	49.25	-2.5E-01	rgb(162,183,227)	1.9667	2,2
Zfp91	Ascc1	-0.7622	49.25	-2.5E-01	rgb(164,185,226)	1.9667	2,2
Zfp941	Zfp105	0.7622	49.25	0.251	rgb(220,169,170)	1.9667	2,2
Zfp956	Rgs16	-0.7622	49.25	-2.5E-01	rgb(163,184,226)	1.9667	2,2
Zfp961	Tcf25	-0.7622	49.25	-2.5E-01	rgb(163,184,226)	1.9667	2,2
Arid3a	D1Ertd622e	-0.76107	49.24	-2.4E-01	rgb(165,186,226)	1.9665	None
Arnt2	Pcdh7	0.76107	49.24	0.237	rgb(220,172,172)	1.9665	2,2
Ascl2	Inpp4b	-0.76107	49.24	-2.4E-01	rgb(165,185,226)	1.9665	None
Atf3	Tnfsf8	0.76107	49.24	0.244	rgb(220,170,171)	1.9665	None
Batf	Inhba	0.76107	49.24	0.237	rgb(220,172,172)	1.9665	2,2
Batf	Runx2	0.76107	49.24	0.238	rgb(220,172,172)	1.9665	None
Bcl6	Cox17	-0.76107	49.24	-2.4E-01	rgb(165,185,226)	1.9665	None
Bcl6	Xkrx	0.76107	49.24	0.245	rgb(220,170,171)	1.9665	2,2
Bcl6	Zfp608	-0.76107	49.24	-2.4E-01	rgb(164,185,226)	1.9665	None
Bhlhe40	Cyth4	0.76107	49.24	0.237	rgb(220,172,172)	1.9665	None
Bhlhe41	Lum	0.76107	49.24	0.237	rgb(220,172,172)	1.9665	2,2
Cebpb	Fap	-0.76107	49.24	-2.4E-01	rgb(166,186,226)	1.9665	None
Cebpg	Slc9a9	0.76107	49.24	0.243	rgb(220,171,171)	1.9665	None
Cux1	Ctla2b	0.76107	49.24	0.237	rgb(220,172,172)	1.9665	2,2
Cux1	Ctsw	0.76107	49.24	0.236	rgb(220,172,172)	1.9665	2,2
Cux1	Tmem183a	-0.76107	49.24	-2.4E-01	rgb(164,185,226)	1.9665	2,2
Ddit3	Soat2	0.76107	49.24	0.243	rgb(220,171,171)	1.9665	2,2
Dmrt2	Ppp1r3g	0.76107	49.24	0.24	rgb(220,171,172)	1.9665	2,2
Ebf1	Sox5	0.76107	49.24	0.238	rgb(220,172,172)	1.9665	2,2
Egr1	Sh2b1	0.76107	49.24	0.244	rgb(220,170,171)	1.9665	None
Erg	Adcy5	0.76107	49.24	0.244	rgb(220,170,171)	1.9665	2,2
Erg	Lrrc24	0.76107	49.24	0.237	rgb(220,172,172)	1.9665	None
Erg	Mdfi	0.76107	49.24	0.242	rgb(220,171,171)	1.9665	2,2
Ets1	Ldlrap1	0.76107	49.24	0.237	rgb(220,172,172)	1.9665	2,2
Ets1	Mmp11	0.76107	49.24	0.237	rgb(220,172,172)	1.9665	2,2
Etv4	Thada	0.76107	49.24	0.243	rgb(220,171,171)	1.9665	None
Foxb1	Bend4	0.76107	49.24	0.237	rgb(220,172,172)	1.9665	2,2
Foxb1	Ccr3	0.76107	49.24	0.242	rgb(220,171,171)	1.9665	2,2
Foxf2	Atp2b4	0.76107	49.24	0.236	rgb(220,172,172)	1.9665	2,2
Foxf2	Otud1	-0.76107	49.24	-2.4E-01	rgb(165,185,226)	1.9665	None
Foxj1	Itpk1	0.76107	49.24	0.24	rgb(220,171,172)	1.9665	None
Foxj1	Plekha2	0.76107	49.24	0.239	rgb(220,171,172)	1.9665	2,2
Foxo3	Il4ra	0.76107	49.24	0.242	rgb(220,171,171)	1.9665	None
Foxp1	Fam26f	0.76107	49.24	0.237	rgb(220,172,172)	1.9665	None
Foxp2	Gprin3	-0.76107	49.24	-2.4E-01	rgb(165,186,226)	1.9665	None
Foxs1	Klhl3	0.76107	49.24	0.243	rgb(220,171,171)	1.9665	2,2
Foxs1	Tcf7l1	-0.76107	49.24	-2.4E-01	rgb(166,186,226)	1.9665	None
Gata2	Rassf10	0.76107	49.24	0.235	rgb(220,172,173)	1.9665	2,2
Gli3	Ddr1	0.76107	49.24	0.242	rgb(220,171,171)	1.9665	None
Gli3	Ncf1	-0.76107	49.24	-2.4E-01	rgb(164,185,226)	1.9665	None
Hesx1	Fkbp1b	-0.76107	49.24	-2.4E-01	rgb(165,185,226)	1.9665	2,2
Hey1	Dhx33	-0.76107	49.24	-2.4E-01	rgb(165,185,226)	1.9665	None
Hey1	H2-Q10	0.76107	49.24	0.243	rgb(220,171,171)	1.9665	2,2
Hmga2	Myo1e	0.76107	49.24	0.243	rgb(220,171,171)	1.9665	2,2
