TF	Target	SignedQuantile	NonzeroSubsamples(Stability)	pCorr	stroke	stroke-width	stroke-dasharray
Ppard	Rreb1	0.967	50.7	0.698	rgb(225, 84, 85)	1.9962	None
Rxra	Ptger4	0.967	50.7	0.698	rgb(225, 84, 85)	1.9962	None
Stat4	Cyp39a1	0.967	50.7	0.697	rgb(225, 84, 85)	1.9962	None
Zfp367	Rpa2	0.967	50.7	0.701	rgb(225, 83, 85)	1.9962	2,2
Ets1	Ldlrap1	0.96446	50.69	0.685	rgb(225, 86, 88)	1.996	None
Irf1	Gbp6	0.96446	50.69	0.691	rgb(225, 85, 86)	1.996	None
Irf4	Chst15	0.96446	50.69	0.691	rgb(225, 85, 86)	1.996	2,2
Irf7	Ccl5	0.96446	50.69	0.688	rgb(225, 86, 87)	1.996	None
Osr2	Serpinb1b	0.96446	50.69	0.695	rgb(225, 84, 86)	1.996	2,2
Rest	Rnf169	0.96446	50.69	0.687	rgb(225, 86, 87)	1.996	None
Rxra	Mpp2	0.96446	50.69	0.69	rgb(225, 85, 87)	1.996	None
Sp2	Auh	-0.96446	50.69	-6.9E-01	rgb( 66,125,243)	1.996	None
Sp2	Crtc1	0.96446	50.69	0.685	rgb(225, 86, 88)	1.996	None
Sp4	Sema4a	0.96446	50.69	0.69	rgb(225, 85, 87)	1.996	None
Tcf3	Pdcd1lg2	-0.96446	50.69	-6.9E-01	rgb( 67,126,243)	1.996	None
Tead1	Socs2	0.96446	50.69	0.691	rgb(225, 85, 86)	1.996	2,2
Irf1	Gbp7	0.96193	50.68	0.681	rgb(224, 87, 88)	1.9958	None
Nfkb2	Nfkbie	0.96193	50.68	0.683	rgb(225, 87, 88)	1.9958	None
Nfkb2	Psd	0.96193	50.68	0.679	rgb(224, 87, 89)	1.9958	2,2
Rxra	Myo18a	0.96193	50.68	0.682	rgb(225, 87, 88)	1.9958	None
Sox5	Rnh1	0.96193	50.68	0.683	rgb(225, 87, 88)	1.9958	None
Tead1	Zfp608	0.96193	50.68	0.68	rgb(224, 87, 88)	1.9958	None
Zfp277	Tmem35	0.96193	50.68	0.682	rgb(225, 87, 88)	1.9958	2,2
Zfp467	Wisp1	0.96193	50.68	0.683	rgb(225, 87, 88)	1.9958	2,2
Cebpg	Slc1a4	0.95939	50.67	0.669	rgb(224, 89, 91)	1.9956	None
Cux1	Zhx2	0.95939	50.67	0.674	rgb(224, 88, 90)	1.9956	None
Egr2	Tnf	0.95939	50.67	0.672	rgb(224, 89, 90)	1.9956	None
Gabpa	Pxmp2	-0.95939	50.67	-6.7E-01	rgb( 72,129,242)	1.9956	None
Hsf1	Gm12942	-0.95939	50.67	-6.7E-01	rgb( 71,128,243)	1.9956	None
Mef2d	Pacs1	0.95939	50.67	0.667	rgb(224, 90, 91)	1.9956	None
Mxi1	Cxcr4	0.95939	50.67	0.669	rgb(224, 89, 91)	1.9956	None
Patz1	Reps1	0.95939	50.67	0.667	rgb(224, 90, 91)	1.9956	None
Prrx1	Cav1	0.95939	50.67	0.666	rgb(224, 90, 91)	1.9956	2,2
Smad4	Nefh	-0.95939	50.67	-6.7E-01	rgb( 72,129,242)	1.9956	None
Sox5	Serpinf1	0.95939	50.67	0.672	rgb(224, 89, 90)	1.9956	None
Sp4	Thoc3	-0.95939	50.67	-6.7E-01	rgb( 71,128,243)	1.9956	None
Stat4	Arhgef6	0.95939	50.67	0.666	rgb(224, 90, 91)	1.9956	None
Stat4	Evi2a	0.95939	50.67	0.671	rgb(224, 89, 90)	1.9956	None
Sp110	Bcl2a1b	0.95939	50.67	0.674	rgb(224, 88, 90)	1.9956	2,2
Etv6	Skap2	0.95685	50.66	0.662	rgb(224, 91, 92)	1.9954	2,2
Etv6	Tnnt2	-0.95685	50.66	-6.6E-01	rgb( 73,130,242)	1.9954	None
Hsf1	Slc9a8	0.95685	50.66	0.665	rgb(224, 90, 91)	1.9954	None
Jdp2	Pck2	0.95685	50.66	0.658	rgb(224, 91, 93)	1.9954	2,2
Jun	Kdelc2	-0.95685	50.66	-6.6E-01	rgb( 74,130,242)	1.9954	None
Nr3c1	Dnajc21	-0.95685	50.66	-6.6E-01	rgb( 74,130,242)	1.9954	None
Thra	Lzts2	0.95685	50.66	0.658	rgb(224, 91, 93)	1.9954	None
Zbed6	Nfat5	0.95685	50.66	0.66	rgb(224, 91, 92)	1.9954	None
Foxs1	Vax2	0.95685	50.66	0.655	rgb(224, 92, 93)	1.9954	2,2
Zfp385a	Abhd4	0.95685	50.66	0.656	rgb(224, 92, 93)	1.9954	2,2
Zfp385a	Eng	0.95685	50.66	0.662	rgb(224, 91, 92)	1.9954	2,2
Zfp750	Robo3	0.95685	50.66	0.657	rgb(224, 92, 93)	1.9954	2,2
Atf5	Nsf	-0.95431	50.65	-6.5E-01	rgb( 76,131,242)	1.9952	None
Cebpg	Pck2	0.95431	50.65	0.649	rgb(224, 93, 94)	1.9952	2,2
Ebf1	Myo10	0.95431	50.65	0.646	rgb(224, 94, 95)	1.9952	None
Egr3	Lamc2	-0.95431	50.65	-6.5E-01	rgb( 75,131,242)	1.9952	None
Elf1	Cd226	0.95431	50.65	0.654	rgb(224, 92, 93)	1.9952	None
Esrra	Tbc1d4	-0.95431	50.65	-6.5E-01	rgb( 77,132,242)	1.9952	None
Ets1	Slc9a3r1	0.95431	50.65	0.654	rgb(224, 92, 93)	1.9952	None
Foxp1	Stx2	-0.95431	50.65	-6.5E-01	rgb( 75,131,242)	1.9952	None
Hif1a	Malt1	0.95431	50.65	0.65	rgb(224, 93, 94)	1.9952	None
Hsf1	Zfp592	0.95431	50.65	0.646	rgb(224, 94, 95)	1.9952	None
Irf1	Tgtp2	0.95431	50.65	0.649	rgb(224, 93, 94)	1.9952	None
Irf4	Abcd3	-0.95431	50.65	-6.5E-01	rgb( 76,131,242)	1.9952	2,2
Irf4	Shisa2	-0.95431	50.65	-6.5E-01	rgb( 77,132,242)	1.9952	None
Irf4	Slfn2	0.95431	50.65	0.65	rgb(224, 93, 94)	1.9952	None
Irf7	Ccrl2	0.95431	50.65	0.65	rgb(224, 93, 94)	1.9952	None
Junb	Cep68	-0.95431	50.65	-6.5E-01	rgb( 76,131,242)	1.9952	None
Maf	Aqp3	0.95431	50.65	0.651	rgb(224, 93, 94)	1.9952	None
Mybl1	Gtse1	0.95431	50.65	0.653	rgb(224, 92, 94)	1.9952	None
Nfkb1	Eci2	-0.95431	50.65	-6.5E-01	rgb( 76,132,242)	1.9952	None
Rxrb	Rgs14	0.95431	50.65	0.65	rgb(224, 93, 94)	1.9952	None
Sp2	Hist1h1d	-0.95431	50.65	-6.5E-01	rgb( 76,131,242)	1.9952	None
Srebf2	Tulp3	0.95431	50.65	0.651	rgb(224, 93, 94)	1.9952	None
Tead1	Ikzf4	0.95431	50.65	0.65	rgb(224, 93, 94)	1.9952	None
Gm14420	Gm2011	0.95431	50.65	0.654	rgb(224, 92, 93)	1.9952	2,2
Tmf1	Lrrfip1	0.95431	50.65	0.647	rgb(224, 93, 95)	1.9952	2,2
Zfp948	Npas4	0.95431	50.65	0.646	rgb(224, 94, 95)	1.9952	2,2
Cebpg	Vrk2	0.95177	50.64	0.641	rgb(224, 95, 96)	1.995	None
Elk3	1110007C09Rik	0.95177	50.64	0.642	rgb(224, 94, 96)	1.995	None
Epas1	Gsn	0.95177	50.64	0.639	rgb(224, 95, 96)	1.995	2,2
Ets2	Sept9	-0.95177	50.64	-6.4E-01	rgb( 79,133,241)	1.995	2,2
Irf1	Gbp2	0.95177	50.64	0.639	rgb(224, 95, 96)	1.995	None
Irf1	Tmem35	0.95177	50.64	0.636	rgb(224, 95, 97)	1.995	None
Irf4	Gdpd5	-0.95177	50.64	-6.4E-01	rgb( 79,133,241)	1.995	None
Irf4	Lrrn3	-0.95177	50.64	-6.4E-01	rgb( 78,132,241)	1.995	None
Irf7	Pydc4	0.95177	50.64	0.639	rgb(224, 95, 96)	1.995	2,2
Jun	Ninj1	0.95177	50.64	0.64	rgb(224, 95, 96)	1.995	None
Mxd1	Socs3	0.95177	50.64	0.637	rgb(224, 95, 97)	1.995	None
Nr3c1	Son	0.95177	50.64	0.641	rgb(224, 95, 96)	1.995	None
Plagl1	Actn1	0.95177	50.64	0.642	rgb(224, 94, 96)	1.995	None
Ppard	Aga	-0.95177	50.64	-6.4E-01	rgb( 77,132,242)	1.995	None
Rela	Atf6	-0.95177	50.64	-6.4E-01	rgb( 79,133,241)	1.995	None
Rfx3	Ecm1	-0.95177	50.64	-6.4E-01	rgb( 78,132,241)	1.995	None
Rreb1	Rhebl1	-0.95177	50.64	-6.4E-01	rgb( 79,133,241)	1.995	None
Rxra	Itpr1	0.95177	50.64	0.644	rgb(224, 94, 95)	1.995	None
Sp2	Hist4h4	-0.95177	50.64	-6.4E-01	rgb( 78,133,241)	1.995	None
Vax2	Dab2	0.95177	50.64	0.637	rgb(224, 95, 97)	1.995	2,2
Kdm5b	Ero1l	0.95177	50.64	0.636	rgb(224, 95, 97)	1.995	2,2
Zfp750	Ckmt1	0.95177	50.64	0.643	rgb(224, 94, 95)	1.995	2,2
Atf3	Atp11a	0.94924	50.63	0.627	rgb(224, 97, 99)	1.9948	2,2
Bhlhe40	Gatm	0.94924	50.63	0.629	rgb(224, 97, 98)	1.9948	None
Bhlhe40	Ndrg2	0.94924	50.63	0.635	rgb(224, 96, 97)	1.9948	2,2
Foxo3	Narf	0.94924	50.63	0.632	rgb(224, 96, 97)	1.9948	None
Gata3	Il13	0.94924	50.63	0.629	rgb(224, 97, 98)	1.9948	None
Irf1	Fam26f	0.94924	50.63	0.634	rgb(224, 96, 97)	1.9948	None
Irf5	Trim14	0.94924	50.63	0.634	rgb(224, 96, 97)	1.9948	None
Irf7	Gm6548	0.94924	50.63	0.633	rgb(224, 96, 97)	1.9948	2,2
Maf	Emp1	0.94924	50.63	0.628	rgb(224, 97, 98)	1.9948	None
Mafg	Vrk2	-0.94924	50.63	-6.3E-01	rgb( 80,133,241)	1.9948	None
Nr1h2	Sqle	-0.94924	50.63	-6.3E-01	rgb( 81,134,241)	1.9948	None
Nr3c1	Ctla4	-0.94924	50.63	-6.3E-01	rgb( 80,133,241)	1.9948	None
Patz1	Mboat7	0.94924	50.63	0.633	rgb(224, 96, 97)	1.9948	None
Sp4	Ccdc134	-0.94924	50.63	-6.3E-01	rgb( 80,134,241)	1.9948	None
Tead1	Capn2	0.94924	50.63	0.63	rgb(224, 97, 98)	1.9948	None
Trp53	Ercc5	-0.94924	50.63	-6.3E-01	rgb( 81,134,241)	1.9948	None
Xbp1	Gemin6	-0.94924	50.63	-6.3E-01	rgb( 80,134,241)	1.9948	2,2
Zbed6	Naca	-0.94924	50.63	-6.3E-01	rgb( 81,134,241)	1.9948	None
Plscr1	Ubash3a	-0.94924	50.63	-6.3E-01	rgb( 81,134,241)	1.9948	2,2
Zbtb17	Il10rb	-0.94924	50.63	-6.3E-01	rgb( 80,134,241)	1.9948	2,2
Zfp329	Neat1	0.94924	50.63	0.629	rgb(224, 97, 98)	1.9948	2,2
Zfp367	Dtl	0.94924	50.63	0.631	rgb(224, 96, 98)	1.9948	2,2
Zfp385a	Psrc1	0.94924	50.63	0.634	rgb(224, 96, 97)	1.9948	2,2
Zfp385a	Ptp4a3	0.94924	50.63	0.634	rgb(224, 96, 97)	1.9948	2,2
Zfp750	1700007K13Rik	0.94924	50.63	0.629	rgb(224, 97, 98)	1.9948	2,2
Ahr	Ahrr	0.9467	50.62	0.617	rgb(224, 99,100)	1.9946	None
Crem	Rhoq	0.9467	50.62	0.618	rgb(224, 99,100)	1.9946	None
Etv6	Nr4a1	-0.9467	50.62	-6.2E-01	rgb( 83,135,240)	1.9946	None
Fosl2	Tbc1d30	0.9467	50.62	0.617	rgb(224, 99,100)	1.9946	None
Foxp1	Gnpda1	-0.9467	50.62	-6.2E-01	rgb( 82,135,241)	1.9946	None
Gabpa	Tmc6	-0.9467	50.62	-6.2E-01	rgb( 83,135,241)	1.9946	None
Gata3	D630039A03Rik	0.9467	50.62	0.619	rgb(224, 99,100)	1.9946	2,2
Hbp1	Pfas	-0.9467	50.62	-6.2E-01	rgb( 83,135,241)	1.9946	None
Hlx	Olfm1	0.9467	50.62	0.615	rgb(224, 99,101)	1.9946	2,2
Irf1	Gbp4	0.9467	50.62	0.625	rgb(224, 98, 99)	1.9946	None
Irf7	Cxcl10	0.9467	50.62	0.617	rgb(224, 99,100)	1.9946	None
Smad3	Acsl6	-0.9467	50.62	-6.2E-01	rgb( 82,135,241)	1.9946	None
Sox5	Snx10	0.9467	50.62	0.619	rgb(224, 99,100)	1.9946	None
Sp4	Bend4	0.9467	50.62	0.622	rgb(224, 98, 99)	1.9946	None
Sp4	Ptpn2	0.9467	50.62	0.622	rgb(224, 98,100)	1.9946	None
Srebf1	Slc6a6	0.9467	50.62	0.616	rgb(224, 99,101)	1.9946	None
Srebf2	Akirin1	-0.9467	50.62	-6.2E-01	rgb( 83,135,241)	1.9946	None
Tead1	Atxn1	-0.9467	50.62	-6.2E-01	rgb( 83,135,240)	1.9946	None
Trp53	Ddx51	0.9467	50.62	0.615	rgb(224,100,101)	1.9946	None
Trp53	Olfml2a	-0.9467	50.62	-6.2E-01	rgb( 83,135,240)	1.9946	None
Vdr	Fbxo30	0.9467	50.62	0.623	rgb(224, 98, 99)	1.9946	None
Zbtb7b	Pcbp4	0.9467	50.62	0.621	rgb(224, 98,100)	1.9946	None
Zfp281	Gad1	0.9467	50.62	0.617	rgb(224, 99,100)	1.9946	None
Nr4a2	Crem	0.9467	50.62	0.618	rgb(224, 99,100)	1.9946	2,2
Prdm2	Ptger2	-0.9467	50.62	-6.2E-01	rgb( 83,136,240)	1.9946	2,2
Scrt1	Cyp2s1	0.9467	50.62	0.621	rgb(224, 98,100)	1.9946	2,2
Zfp385a	Ccng1	0.9467	50.62	0.625	rgb(224, 98, 99)	1.9946	2,2
Zfp429	Apold1	-0.9467	50.62	-6.2E-01	rgb( 81,135,241)	1.9946	2,2
Zfp536	Tekt2	0.9467	50.62	0.622	rgb(224, 98,100)	1.9946	2,2
Zfp536	Zfhx3	0.9467	50.62	0.617	rgb(224, 99,100)	1.9946	2,2
Zfp787	Ocrl	-0.9467	50.62	-6.2E-01	rgb( 83,136,240)	1.9946	2,2
Cebpg	Rasgrp2	0.94416	50.61	0.611	rgb(224,100,102)	1.9944	None
Egr2	Maff	0.94416	50.61	0.608	rgb(224,101,102)	1.9944	None
Egr2	Pten	-0.94416	50.61	-6.1E-01	rgb( 84,136,240)	1.9944	None
Elk4	Abhd2	0.94416	50.61	0.613	rgb(224,100,101)	1.9944	None
Ets2	Mpzl2	-0.94416	50.61	-6.1E-01	rgb( 85,136,240)	1.9944	None
Etv4	Dusp9	0.94416	50.61	0.612	rgb(224,100,101)	1.9944	2,2
Irf2	Runx2	0.94416	50.61	0.611	rgb(224,100,101)	1.9944	None
Irf4	Atp2b4	0.94416	50.61	0.614	rgb(224,100,101)	1.9944	2,2
Irf4	Crtam	-0.94416	50.61	-6.1E-01	rgb( 85,137,240)	1.9944	2,2
Irf5	Dcxr	0.94416	50.61	0.608	rgb(224,101,102)	1.9944	2,2
Irf5	Trpv2	0.94416	50.61	0.615	rgb(224,100,101)	1.9944	None
Irf7	I830012O16Rik	0.94416	50.61	0.609	rgb(224,101,102)	1.9944	2,2
Jun	Furin	0.94416	50.61	0.611	rgb(224,100,102)	1.9944	None
Mafg	Pdia2	0.94416	50.61	0.605	rgb(224,101,103)	1.9944	None
Mxd3	Cdc25b	0.94416	50.61	0.61	rgb(224,100,102)	1.9944	2,2
Mybl1	Dock3	0.94416	50.61	0.61	rgb(224,100,102)	1.9944	None
Rara	Pxmp2	-0.94416	50.61	-6.1E-01	rgb( 85,137,240)	1.9944	None
Rxra	Arhgef6	0.94416	50.61	0.607	rgb(224,101,102)	1.9944	None
Rxra	Ubash3a	0.94416	50.61	0.609	rgb(224,101,102)	1.9944	None
Rxra	Vav2	0.94416	50.61	0.61	rgb(224,101,102)	1.9944	None
Smad3	Bcl6b	-0.94416	50.61	-6.1E-01	rgb( 84,136,240)	1.9944	None
Smad3	Ormdl1	-0.94416	50.61	-6.1E-01	rgb( 86,137,240)	1.9944	None
Smad4	Xaf1	-0.94416	50.61	-6.1E-01	rgb( 84,136,240)	1.9944	None
Sp2	Pla2g4c	0.94416	50.61	0.609	rgb(224,101,102)	1.9944	None
Stat4	Nsmaf	0.94416	50.61	0.613	rgb(224,100,101)	1.9944	None
Stat5b	Map4k4	0.94416	50.61	0.61	rgb(224,101,102)	1.9944	None
Tcf4	Capn2	-0.94416	50.61	-6.1E-01	rgb( 84,136,240)	1.9944	None
Trp53	Rgs19	0.94416	50.61	0.608	rgb(224,101,102)	1.9944	None
Vax2	Il17a	0.94416	50.61	0.614	rgb(224,100,101)	1.9944	2,2
Xbp1	Gpatch4	-0.94416	50.61	-6.1E-01	rgb( 85,137,240)	1.9944	2,2
Ankzf1	Pnpla3	0.94416	50.61	0.607	rgb(224,101,102)	1.9944	2,2
Mbnl2	Pak1	0.94416	50.61	0.613	rgb(224,100,101)	1.9944	2,2
Zfp367	Apitd1	0.94416	50.61	0.614	rgb(224,100,101)	1.9944	2,2
Zfp467	Galm	0.94416	50.61	0.611	rgb(224,100,101)	1.9944	2,2
Zfp536	Gykl1	0.94416	50.61	0.611	rgb(224,100,102)	1.9944	2,2
Zfp750	Pik3r3	0.94416	50.61	0.609	rgb(224,101,102)	1.9944	2,2
Zfp956	Ppcdc	0.94416	50.61	0.611	rgb(224,100,102)	1.9944	2,2
Atf5	Ddit3	0.94162	50.6	0.605	rgb(224,101,103)	1.9942	None
Bhlhe40	Clip3	0.94162	50.6	0.597	rgb(224,103,104)	1.9942	None
Bhlhe40	Kdelc2	0.94162	50.6	0.596	rgb(224,103,104)	1.9942	None
Cebpg	Psph	0.94162	50.6	0.602	rgb(224,102,103)	1.9942	2,2
Cux1	Epb4.1l2	0.94162	50.6	0.602	rgb(224,102,103)	1.9942	2,2
E2f1	Wee1	0.94162	50.6	0.595	rgb(224,103,105)	1.9942	None
Ebf1	Cdh17	0.94162	50.6	0.604	rgb(224,102,103)	1.9942	None
Egr2	Ergic1	-0.94162	50.6	-6.0E-01	rgb( 87,138,240)	1.9942	None
Egr3	Ifih1	0.94162	50.6	0.604	rgb(224,102,103)	1.9942	None
Elk3	Dusp14	0.94162	50.6	0.597	rgb(224,103,104)	1.9942	2,2
Ets1	Abcg1	0.94162	50.6	0.599	rgb(224,103,104)	1.9942	None
Ets1	Sytl1	0.94162	50.6	0.599	rgb(224,103,104)	1.9942	None
Ets1	Tbxa2r	0.94162	50.6	0.598	rgb(224,103,104)	1.9942	None
Ets2	Egln1	-0.94162	50.6	-6.0E-01	rgb( 88,138,240)	1.9942	None
Etv5	Gbp7	0.94162	50.6	0.602	rgb(224,102,103)	1.9942	None
Foxp1	Vps54	-0.94162	50.6	-6.0E-01	rgb( 88,138,240)	1.9942	None
Gfi1	Bpnt1	-0.94162	50.6	-6.0E-01	rgb( 86,137,240)	1.9942	None
Hsf1	Cnnm3	0.94162	50.6	0.599	rgb(224,103,104)	1.9942	None
Irf1	Gm4841	0.94162	50.6	0.605	rgb(224,101,103)	1.9942	None
Irf4	Cxcl3	-0.94162	50.6	-6.0E-01	rgb( 87,138,240)	1.9942	2,2
Irf7	Mx1	0.94162	50.6	0.603	rgb(224,102,103)	1.9942	None
Mxd3	Cdkn2c	0.94162	50.6	0.6	rgb(224,102,104)	1.9942	2,2
Mybl1	4632434I11Rik	0.94162	50.6	0.6	rgb(224,102,104)	1.9942	2,2
Nfkb1	Nme4	-0.94162	50.6	-6.0E-01	rgb( 87,138,240)	1.9942	None
Nfkb2	Pkp4	0.94162	50.6	0.6	rgb(224,102,104)	1.9942	None
Nr1h2	Nudt4	-0.94162	50.6	-6.0E-01	rgb( 87,138,240)	1.9942	None
Nr1h2	Sgsm2	0.94162	50.6	0.603	rgb(224,102,103)	1.9942	None
Ppard	Stap1	-0.94162	50.6	-6.0E-01	rgb( 87,138,240)	1.9942	None
Rel	Serpinb1a	-0.94162	50.6	-6.0E-01	rgb( 88,138,240)	1.9942	None
Smad3	Lsp1	-0.94162	50.6	-6.0E-01	rgb( 88,138,240)	1.9942	None
Smad3	Nsf	0.94162	50.6	0.598	rgb(224,103,104)	1.9942	None
Sp2	Apbb1ip	0.94162	50.6	0.598	rgb(224,103,104)	1.9942	None
Sp2	Rnf130	-0.94162	50.6	-6.0E-01	rgb( 86,137,240)	1.9942	None
Srebf1	Prx	0.94162	50.6	0.596	rgb(224,103,104)	1.9942	None
Srebf2	Akna	0.94162	50.6	0.596	rgb(224,103,104)	1.9942	None
Stat1	Parp9	0.94162	50.6	0.597	rgb(224,103,104)	1.9942	None
Stat4	Sema4c	0.94162	50.6	0.598	rgb(224,103,104)	1.9942	None
Tcf12	Narf	-0.94162	50.6	-6.0E-01	rgb( 86,137,240)	1.9942	None
Thra	Gprc5a	0.94162	50.6	0.6	rgb(224,102,104)	1.9942	None
Vdr	Unc119b	0.94162	50.6	0.598	rgb(224,103,104)	1.9942	None
