TF	Target	SignedQuantile	combStability	combPCorr	stroke	stroke-width	stroke-dasharray
Irf4	Dhrs3	-0.83719	50.34	-3.4E-01	rgb(143,172,230)	1.9886	None
Prdm8	Dhrs3	0.15372	45.27	0.265	rgb(220,166,167)	1.887	2,2
Irf4	Dhrs9	-0.37835	47.36	-3.6E-01	rgb(138,169,231)	1.9289	2,2
Prdm8	Dhrs9	0.55077	49.22	0.218	rgb(219,175,176)	1.9661	2,2
Dzip1	Dlc1	0.16859	45.33	0.332	rgb(221,154,154)	1.8882	2,2
Prdm8	Dlc1	0.11694	45.16	0.163	rgb(219,186,186)	1.8848	2,2
Zeb2	Dlc1	0.51491	49.14	0.137	rgb(219,191,191)	1.9645	2,2
Nfat5	Dnmt3b	-0.93072	50.42	-4.2E-01	rgb(127,162,233)	1.9902	2,2
Zeb2	Dnmt3b	-0.064263	44.27	-2.7E-01	rgb(158,181,227)	1.867	2,2
Irf4	Dock3	0.83719	50.34	0.342	rgb(221,152,152)	1.9886	2,2
Prdm8	Dock3	-0.23415	46.24	-2.4E-01	rgb(164,185,226)	1.9064	2,2
Dzip1	Dtx4	0.50328	49.09	0.089	rgb(218,200,200)	1.9635	2,2
Prdm8	Dtx4	0.76378	50.26	0.264	rgb(220,167,167)	1.987	2,2
Irf4	Dusp22	-0.80319	50.31	-3.1E-01	rgb(149,176,229)	1.988	2,2
Zeb2	Dusp22	0.89475	50.38	0.628	rgb(224, 97, 98)	1.9894	2,2
Dzip1	Eaf2	-0.93795	50.43	-4.3E-01	rgb(125,161,233)	1.9904	2,2
Irf4	Eaf2	0.67265	50.16	0.156	rgb(219,187,188)	1.985	None
Nfat5	Eaf2	-0.73354	50.23	-2.3E-01	rgb(168,187,226)	1.9864	None
Irf4	Edaradd	-0.83719	50.34	-3.4E-01	rgb(144,172,230)	1.9886	2,2
St18	Edaradd	0.65715	50.1	0.209	rgb(219,177,177)	1.9838	2,2
Irf4	Eml1	-0.87479	50.38	-3.8E-01	rgb(135,167,231)	1.9894	2,2
Zeb2	Eml1	0.9158	50.4	0.403	rgb(221,140,141)	1.9898	2,2
Irf4	Eml6	-0.62828	49.41	-4.1E-01	rgb(128,163,233)	1.9699	None
Nfat5	Eml6	0.57677	49.27	0.272	rgb(220,165,166)	1.9671	None
Irf4	Epsti1	0.68612	50.17	0.167	rgb(219,185,185)	1.9852	None
Zeb2	Epsti1	0.65715	50.1	0.393	rgb(221,142,143)	1.9838	2,2
Dzip1	Ept1	-0.047922	44.22	-2.2E-01	rgb(170,188,225)	1.866	2,2
Zeb2	Ept1	0.32061	47.21	0.206	rgb(219,178,178)	1.9259	2,2
Irf4	Evi2a	-0.70389	50.21	-2.1E-01	rgb(172,189,225)	1.986	2,2
Nfat5	Evi2a	0.83091	50.32	0.323	rgb(221,155,156)	1.9882	2,2
