TF	GeneSet_ID	GeneSetName	#Set genes	Direction	#TF targets	# in overlap	P_raw	P_adj	EnrichedGenes
Mxd1	Th17_upOnly.txt	Th17_upOnly	1170	up	60	39	6.00658058847e-08	1.89207288537e-05	1600014C10Rik Adam19 Ahr Aqp3 Ass1 Atp2b4 Ccl20 Chmp4b Cpd Ctla2a Ctla2b Cyfip2 Ehd4 Emb Emp1 Furin Gngt2 Gpr15 Igfbp4 Il10 Il17f Klhl6 Klrd1 Lgals3 Maf Malt1 Nedd4 Pdpn Pim1 Procr Rnf149 Serpinb1a Sgk1 Smox Timp1 Tiparp Tnip2 Ucp2 Vim
Foxo1	Th17_upOnly.txt	Th17_upOnly	1170	up	82	49	6.62996134659e-08	2.08180786283e-05	1600014C10Rik AA467197 Abi3 Acsl4 Adam19 Ahr Aqp3 Cd28 Cdkn2d Chd7 Cndp2 Cpd Cpox Ctla4 Cysltr1 Cyth4 Dst Emb Emp1 Fth1 Furin Gngt2 Gpr15 Igfbp4 Ikzf3 Il17f Il21 Il2ra Klhl6 Klrd1 Lgals3 Lgr4 Maf Malt1 Nedd4 Pdpn Pim1 Plod2 Pmepa1 Ptgfrn Rbpj Rora Rorc Sema4d Serpinb1a Sesn3 Sgk1 Timp1 Tiparp
Atf6	Th17_upOnly.txt	Th17_upOnly	1170	up	50	34	8.17348378979e-08	2.5583004262e-05	1600014C10Rik AA467197 Abi3 Adarb1 Ahr Aqp3 Ass1 Atp2b4 Ccl20 Cpd Ctla2b Emb Emp1 Furin Gngt2 Igfbp4 Il17f Klrd1 Lgr4 Maf Malt1 Mt1 Mt2 Mxd1 Nedd4 Nipal1 Procr Rbpj Serpinb1a Sgk1 Smox Tgm2 Timp1 Znrf1
Jrkl	Th17_upOnly.txt	Th17_upOnly	1170	up	88	51	1.43553357645e-07	4.47886475854e-05	AA467197 Abi3 Adam19 Adarb1 Ahr Aqp3 Ass1 Bdh2 Capg Ccl20 Chmp4b Cpd Cpox Ctla2a Ctla2b Dst Ehd4 Emp1 Fth1 Furin Gngt2 Gpr15 Id2 Igfbp4 Il17a Il17f Il1r1 Il21 Klhl6 Klrd1 Lgr4 Maf Malt1 Mt1 Mt2 Nipal1 Pdpn Procr Ptgfrn Rorc Serpinb1a Sesn3 Sgk1 Smox Susd3 Tgm2 Timp1 Tiparp Tnip2 Treml2 Vim
Max	Th17_upOnly.txt	Th17_upOnly	1170	down	24	20	1.83604112247e-07	5.71008789089e-05	Aqp3 Atp2b4 Cdkn2d Cpd Cpox Ctla2b Cysltr1 Egln3 Igfbp4 Klhl6 Lgals1 Lpxn Pdpn Procr Rbpj Rorc Sept9 Sgk1 Ucp2 Vim
Rara	Th17_upOnly.txt	Th17_upOnly	1170	down	37	27	1.90407749567e-07	5.90264023659e-05	1600014C10Rik Abi3 Adam19 Aqp3 Ccl20 Cpox Ctla2b Dst Egln3 Emp1 Id2 Il10 Il17a Il21 Lgals3 Lpxn Mt1 Nipal1 Pdpn Procr Rora Rorc Serpinb1a Sesn3 Sgk1 Timp1 Treml2
Jun	Th17_upOnly.txt	Th17_upOnly	1170	up	78	46	2.92954348446e-07	9.052289367e-05	Acsl4 Adam19 Adarb1 Aes Arid5a Bdh2 Capg Ccl20 Cdkn2d Chmp4b Cpd Cpox Ctla2a Ctla2b Ctla4 Cyfip2 Cysltr1 Cyth4 Dst Egln3 Eif4e3 Emb Emp3 Furin Hif1a Ikzf3 Il17a Il1r1 Il21 Il2ra Klhl6 Lpxn Malt1 Mt1 Nipal1 Plod2 Pmepa1 Rbpj Rora Satb1 Sema4d Sept9 Sesn3 Tec Vim Znrf1
Lef1	Th17_upOnly.txt	Th17_upOnly	1170	down	36	26	4.53799312017e-07	0.000139770188101	Aqp3 Ass1 Atp2b4 Crip1 Ctla2b Emp3 Furin Gmfg Gngt2 Igfbp4 Ikzf3 Il10 Il17a Il17f Klrd1 Lgals1 Lpxn Mt2 Pdpn Procr Rora Sema4d Serpinb1a Smox Timp1 Ucp2
Skil	Th17_upOnly.txt	Th17_upOnly	1170	up	55	35	6.26506592272e-07	0.000192337523827	1600014C10Rik AA467197 Abi3 Ahr Aqp3 Cpd Ctla2b Ctla4 Dst Ehd4 Emp1 Fth1 Furin Gngt2 Gpr15 Igfbp4 Il17a Il17f Il1r1 Il21 Klrd1 Lgr4 Maf Malt1 Mt2 Nedd4 Pdpn Procr Serpinb1a Sesn3 Sgk1 Smox Timp1 Tiparp Tnip2
Foxp1	Th17_upOnly.txt	Th17_upOnly	1170	up	67	40	1.13574834248e-06	0.0003475389928	1600014C10Rik AA467197 Abi3 Adam19 Ahr Aqp3 Bdh2 Capg Ccl20 Cd28 Cpd Ctla2a Ctla2b Cysltr1 Emp1 Fth1 Furin Gmfg Gngt2 Igfbp4 Ikzf3 Il17a Il17f Klhl6 Klrd1 Lgals3 Lgr4 Maf Mt1 Pdpn Plod2 Procr Rorc Serpinb1a Sgk1 Susd3 Timp1 Tiparp Tnfrsf25 Ucp2
Maz	Th17_upOnly.txt	Th17_upOnly	1170	up	91	50	1.76444413402e-06	0.000538155460877	Abi3 Adarb1 Aes Aqp3 Arid5a Ass1 Atp2b4 Bdh2 Capg Cd28 Cdkn2d Cndp2 Cpox Cyth4 Egln3 Ehd4 Emb Emp1 Emp3 Fth1 Hif1a Igfbp4 Ikzf3 Il10 Il1r1 Klrd1 Lgals3 Lgr4 Lpxn Maf Mt1 Mt2 Nedd4 Pim1 Pmepa1 Rbpj Rora Rorc Sema4d Sept9 Serpinb1a Sesn3 Sgk1 Smox Susd3 Tec Tiparp Treml2 Vim Znrf1
Hmgb1	Th17_upOnly.txt	Th17_upOnly	1170	up	46	30	1.89499211423e-06	0.000576077602725	1600014C10Rik AA467197 Abi3 Adarb1 Ahr Aqp3 Bdh2 Ccl20 Ctla2b Cysltr1 Emp1 Fth1 Gngt2 Igfbp4 Il10 Il17a Il17f Il9 Klrd1 Lgals3 Lgr4 Maf Malt1 Mt1 Mt2 Pdpn Procr Serpinb1a Sgk1 Timp1
Tcf3	Th17_upOnly.txt	Th17_upOnly	1170	down	23	18	4.35011904243e-06	0.00131808606986	Aqp3 Cpd Ctla4 Cysltr1 Dst Furin Ikzf3 Il10 Il17f Klhl6 Lgr4 Lpxn Nedd4 Pdpn Procr Rnf149 Smox Timp1
Nfe2l1	Th17_upOnly.txt	Th17_upOnly	1170	up	55	33	8.61062391844e-06	0.00260040842337	Abi3 Adarb1 Ahr Aqp3 Ass1 Bdh2 Ccl20 Cish Ctla2b Cysltr1 Fth1 Gpr15 Igfbp4 Ikzf3 Il17f Il1r1 Klrd1 Lgals1 Lgals3 Lgr4 Maf Mt1 Nipal1 Pdpn Procr Ptgfrn Rora Serpinb1a Sgk1 Tgm2 Timp1 Tiparp Ucp2
