	Aebp2	Ahctf1	Ahr	Akap8	Akna	Arid2	Arid5a	Ash1l	Atf1	Atf2	Atf4	Atf6	Bach2	Batf	Baz2a	Bbx	Bcl11b	Bptf	Cdc5l	Cebpg	Cebpz	Chchd3	Creb1	Creb3	Crem	Ctcf	Cux1	Dmtf1	Dnmt1	Dot1l	Dr1	Drap1	E2f4	E2f8	Eea1	Elf1	Elf2	Elk3	Elk4	Ets1	Etv6	Fli1	Fosl2	Foxn3	Foxo1	Foxp1	Gabpa	Gatad2a	Glyr1	Gpbp1	Gpbp1l1	Gtf2b	Gtf2i	Gtf3a	Hif1a	Hivep2	Hivep3	Hmg20b	Hmgb1	Hmgb3	Ikzf1	Ikzf3	Irf2	Irf3	Irf4	Irf8	Jrkl	Jun	Junb	Jund	Kat7	Kcmf1	Kdm2a	Klf13	Kmt2a	Lef1	Maf	Max	Maz	Mbd2	Mbd3	Mbnl2	Mef2a	Mga	Mlx	Mtf2	Mxd1	Myc	Mysm1	Ncoa2	Ncoa3	Nfat5	Nfatc3	Nfe2l1	Nfe2l2	Nfkb1	Nfkb2	Nfx1	Nfyb	Nme2	Nrf1	Pa2g4	Phf20	Phf21a	Pin1	Pknox1	Plagl2	Plscr1	Pou2af1	Prdm2	Preb	Prkrir	Pura	Rara	Rbck1	Rbpj	Rela	Rest	Rexo4	Rfx7	Rlf	Rora	Rorc	Runx1	Runx3	Safb	Safb2	Satb1	Ski	Skil	Snapc5	Son	Sp1	Sp100	Sp110	Sp3	Srebf1	Srebf2	Stat1	Stat3	Stat5a	Stat5b	Stat6	Tcf12	Tcf20	Tcf3	Tcf7	Terf1	Tfdp1	Tfdp2	Thap7	Thyn1	Tigd2	Tmf1	Topors	Trp53	Trps1	Usf2	Vezf1	Whsc1	Xbp1	Xpa	Ybx1	Ybx3	Yy1	Zbed6	Zbtb1	Zbtb7a	Zeb1	Zfp1	Zfp131	Zfp148	Zfp191	Zfp260	Zfp266	Zfp277	Zfp280d	Zfp292	Zfp318	Zfp322a	Zfp386	Zfp410	Zfp422	Zfp451	Zfp52	Zfp560	Zfp62	Zfp644	Zfp664	Zfp672	Zfp771	Zfp800	Zfp830	Zfp91	Zfp944	Zfx	Zhx1	Zkscan1	Zmiz1	Zrsr2
Malsu1	0	0	0	0	0	0	0	0	0	0	0	-0.20635	-0.61513	0	0	0	0	0	0	0	0	0	0.61634	0	0	0	0	0	0	0	0	0.075581	0	0	0	0	0	0	0	0	0.65145	0	0	0	0	0	0.84437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.064999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.40087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Malt1	0	0	0	0	0	0	0	0	0	0	0	0.068526	0	0.95029	0	0	0	0	0	0.96337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.33325	0	0	0	0	0	0	0.95029	0	0.95552	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11934	0	0	0	-0.81055	-0.63734	0	-0.61513	0.86864	0.88115	0.66997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24512	0	0.16192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51856	0	0	0	0	0	0	0	0.74131	0	0.56239	-0.20635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43952	0	0	0	0	0	0	0.16878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.59912	0	0
Maml2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94244	0	0	0	0	0	0.42053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82255	0	0	0	0	0	0	0	0.91396	0	0	0	0	0	0	0	0	0	-0.93982	0.32871	0	-0.77511	0.79289	0.91106	0	0.67202	0	0	0	0	0	0	0	0	0.63451	0	0	0	0	0	0	0	0.46949	0	0	0	0	0	0	0.57844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95029	0	0	0	0.20344	0	0.67407	0	0	0.36581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12252	0	0	0	0	0	0	0	0	-0.44811	0	0
Man1a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76061	0	0.79517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1976	0	0	0	0	0.19469	0	0	0	0	0	0.46767	0	0	0	0	0	0	0	0	0	0	0	0.2997	0	0	0	0.6537	0	0	0	0	0	0	0	0	0	0	0	0.91251	0	0	0	0	0	0	0	0	0	0	0	0	0.77635	0.63169	0	0.7776	0	0	0.83215	0.34459	0	0	0	0	0	0	0	0	-0.15505	0	0	0	0	0	0.5928	0	0.82615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46584	0	0	0	0	0	0	0	0	0	0	0	0	0.91832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map1lc3b	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97122	0	0	0	0	0	0	0	0	0.23567	0	0	0	0	0	0	0	-0.36581	0	0	-0.85055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.064999	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23803	0	0	0	0.10663	0	-0.33779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.67305	0	0
Map3k8	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.34686	0	0	0	0	0	0	0	0	0	0	0	0.91541	0	0	0	0	0.34913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94506	0	0	0	0	0	0	0	0	0	0	0	0	0.75734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.082635	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map4k4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95291	0	0	0	0	0.2151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39521	0	0	0	0	0	0.95291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.88115	-0.9096	0	-0.82615	0.079108	0.7906	0	0	0	0	0	0	0	0	0	-0.53369	0.90525	0.39521	0	0	0	0	0	0	0	0	0	0	0	-0.26639	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96076	0	0	0	0	0	0	0.91106	0	0	0	0	0	0	0	0	0	0	0	0.65707	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.53519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9843	0	0	0	0	0.55554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mapk1	0	0	0	0	0	0	0.91541	0	0	0	0	0	0	0	0	0	0	0	0.54119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47314	0.77386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.057944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.80575	0	0	0	0	0	0	0	0.6537	0	0	0	0	0.65145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mapkapk3	0	0	0	0	0	0	0	0	0	0	0	0.95291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33325	0	0	0	0	0	0	0	0.57384	0	0	0	0	0	0.24512	0	0	0	0	0.95291	0	0	0	0	0	0	-0.34686	0	0	0	0	0	0.20344	0.82615	0	0	0	0	0	0	0	0	0.7187	0	0	0	0	0	0.064999	0	0	0.064999	0	0	0	0	-0.21219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.16878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51552	0.75407	0.63169	0	0	-0.15849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41598	0	0	0	0	0	0	0	0	0	0.20052	0	0	0	0.59154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.9686	0	0
Matr3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15849	0.072053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41447	0.65482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.79403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77137	0	0	0.49035	0	0	0	0.23094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Max	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55691	0	0	0	0	-0.37391	0	0	0	0	0	0	0	0	0	0	0	0.20927	0	0	0	0	0	0	0.36581	0	0	0	0	0	0.61392	0	0	0	0	0	0.91251	0	0.84561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94506	-0.086163	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93982	0	0	0	0	0	0	-0.703	0	0	0	0	0	0.075581	0.51552	0	0	0	0	0	0	0	0	0.95291	0	0	0	0	0	0	0	0	0	0	0	0	0.23567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mbd3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67305	0.76763	0	0	0	0	0	0	0	0	0	0.93982	0	0	0	0	0	0	0	0	-0.18251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.80455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39144	0	0	0	0	0	0	0	0	0	0	0.46219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61634	0.88231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42356	0	0	0	0	0	0.27347	0	0	0	0	0	0	0	0	0	0	0	0.20052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mbnl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17221	0	0.59533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82495	0	0	0	0	0	0	0	0	0.24276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61392	0.36379	0.75407	0.11934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.072053	0	0.064999	0	0	0.82615	0	0	0	0	0	0	0	0.55691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcm2	0	0	0	0	0	0	0	0	0	0	0	0	-0.079108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44124	0	0.75407	0	0	0	0	0	0	0	0	0	0.55554	0	0	0	0.81055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.57614	0.671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85988	0	0	0.19177	0	0	0	0	0	0	0	0	0	0	0.8858	0	0	0	0	0	0	0	0	0.48873	0	0	0	0	0	0	0	0	0.26402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcm3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66895	0	0	0.15505	0	0.57384	0	0	0	0	0	0	0	0	0.86426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mcm4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97122	0	0
Mcm5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3046	0.9038	0	0	0	0	0	0	0.33325	0.34232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.068526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.703	0	0	0	0	-0.50165	0	0	0	0	0	0	0	0	0	0	0	0	0	0.079108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mdh1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59407	0	0	0.26639	0	0	0	0	0	0	0	0	0	0	0	0	0	0.703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75734	0	0	0	0	0	0.514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15849	0	0	0.59407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mdh2	0	0	0	0	0	0	0	0	0	0	0.55691	0	0	0	0	0	0	0	0	0	0	0	0.3046	0	0.63734	0.35974	0	0	0	0	0	0	0	0	0	0.86207	0	0	0.22858	0	0	0	-0.65482	0	0	0	-0.23331	0	0	0	0	0	0	0	0	0	0	0.16535	0	0	0	0	0	0	0	0.36379	0	0	0	0.15849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.064999	0	0	0.20344	0	0	0	0	0.39521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12252	0	0
Mdm2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.80575	0	0	0	0	0	0	-0.26875	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95029	0	0	0	0	0	0	0.46767	0	0.36379	0	0	0	0	0	0	0	0	0	0	-0.33779	0	0	0	0	0	0	0	0	0	0	0.5928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51096	0.63027	0	0	0	0	0	0	0.708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82855	-0.2404	0	0	0	0.20052	0	0	0	0	0	0	0.68967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53969	0	0.7105	0	0
Me2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93721	0	0	0	0	0	0.59407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.61513	0.11616	0	0	0	-0.6115	0	0	-0.94506	0.59533	0.65145	0	0	0	0	0	0	0	0	0	0	0.94244	0	0	0	0	0	0.47132	0	0.514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.072053	0	0	0	0	0	0	0	0	0	0.16535	0	0	0	0	0	0	0	0	-0.53819	0	0
Med28	0	0	0	0	0	0	0	0	0	0	0	0	-0.33098	0	0	0	0.061471	0	0	0	0	0	0	0	0	0.9038	0	0	0	0	0	0.31683	0	0	0	0.78717	0	0	0	0	0	0	-0.58901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.90525	0	0	0.73509	0	0	0	0	0	0	0	0	0	0	0	0.26402	-0.13205	0	0	0	0	0	0.061471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63451	0	0	0	0	0	0	-0.73716	0	0	0	0	0	0	0	0	0	0	0	0.075581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Med30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.079108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57269	0	0	0	0.11298	0.70425	0	-0.57844	0	0	0	0.82375	0	0	0	0	0	0	0	0	0	0	0.16878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.33779	0	-0.36986	0	0	0	0	0	0	0	0	0	0	0	0.64807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57384	-0.57844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.072053	0	0
Metap2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.66997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.68731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.072053	0	0	0	0	0.55554	0.10663	0	0.51096	0	0	0	0.1098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11934	0	0	0	0	0.6331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.16535	0	0	0	0	0	0	0	0	0.068526	0	0
Mettl16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15849	0	0	0	0	0	0	0.38766	0	0	-0.64158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12252	0.94244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.2151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12887
Mettl21d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15505	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23567	0	0	0	0	0	0	0	0	0	0	0	0	0.70425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mettl9	0	0.22094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42507	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41144	0	0	0	0	0	0	0	0	0	0	0.95029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.37796	0	0	0	0	0	0	0	0	0	0	0	0	0	0.086163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68259	0	0.40087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71982	0	0	0	0	-0.27583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20052	0	0	0	0
Mier1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.19177	0	0	0.20344	0	0	0	0	0.67407	0	0.65032	0	0	0	0	0	0	0	0	0	0	0.73509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49842	0	0	0.42204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
