	Aebp2	Ahctf1	Ahr	Akap8	Akna	Arid2	Arid5a	Ash1l	Atf1	Atf2	Atf4	Atf6	Bach2	Batf	Baz2a	Bbx	Bcl11b	Bptf	Cdc5l	Cebpg	Cebpz	Chchd3	Creb1	Creb3	Crem	Ctcf	Cux1	Dmtf1	Dnmt1	Dot1l	Dr1	Drap1	E2f4	E2f8	Eea1	Elf1	Elf2	Elk3	Elk4	Ets1	Etv6	Fli1	Fosl2	Foxn3	Foxo1	Foxp1	Gabpa	Gatad2a	Glyr1	Gpbp1	Gpbp1l1	Gtf2b	Gtf2i	Gtf3a	Hif1a	Hivep2	Hivep3	Hmg20b	Hmgb1	Hmgb3	Ikzf1	Ikzf3	Irf2	Irf3	Irf4	Irf8	Jrkl	Jun	Junb	Jund	Kat7	Kcmf1	Kdm2a	Klf13	Kmt2a	Lef1	Maf	Max	Maz	Mbd2	Mbd3	Mbnl2	Mef2a	Mga	Mlx	Mtf2	Mxd1	Myc	Mysm1	Ncoa2	Ncoa3	Nfat5	Nfatc3	Nfe2l1	Nfe2l2	Nfkb1	Nfkb2	Nfx1	Nfyb	Nme2	Nrf1	Pa2g4	Phf20	Phf21a	Pin1	Pknox1	Plagl2	Plscr1	Pou2af1	Prdm2	Preb	Prkrir	Pura	Rara	Rbck1	Rbpj	Rela	Rest	Rexo4	Rfx7	Rlf	Rora	Rorc	Runx1	Runx3	Safb	Safb2	Satb1	Ski	Skil	Snapc5	Son	Sp1	Sp100	Sp110	Sp3	Srebf1	Srebf2	Stat1	Stat3	Stat5a	Stat5b	Stat6	Tcf12	Tcf20	Tcf3	Tcf7	Terf1	Tfdp1	Tfdp2	Thap7	Thyn1	Tigd2	Tmf1	Topors	Trp53	Trps1	Usf2	Vezf1	Whsc1	Xbp1	Xpa	Ybx1	Ybx3	Yy1	Zbed6	Zbtb1	Zbtb7a	Zeb1	Zfp1	Zfp131	Zfp148	Zfp191	Zfp260	Zfp266	Zfp277	Zfp280d	Zfp292	Zfp318	Zfp322a	Zfp386	Zfp410	Zfp422	Zfp451	Zfp52	Zfp560	Zfp62	Zfp644	Zfp664	Zfp672	Zfp771	Zfp800	Zfp830	Zfp91	Zfp944	Zfx	Zhx1	Zkscan1	Zmiz1	Zrsr2
0610007P14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57499	0	0	0	0	0	0	0	0	0	0	0	0	0.65032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81415	0	0	0	0	0.71982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0610009D07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22858	0	0	0.27111	0	0	0	0	0	0	0	0	0	0	0	-0.30215	0.38766	0	0	0	0	0	0	-0.94767	0	0	0	0	0	0	0	0	0	-0.26875	0	0	0	0	0	0	0	0	0	0	0.30215	0	0	0	0	0	-0.31438	0	0	0	0	0	0	0.81295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20052	0	0	0	0	0	0	0	0	0	0	0.44124	-0.16192	-0.51552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.80815	0.34686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.061471	0	0	0	0	0	0	0	0	-0.95552	0	0
1110001J03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67202	0	0	0.88347	0	0	0	0	0	0	0	0	0	0.68731	0	0	0	0	0	0.33779	0	0	0	0	0.9096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82735	0.94244	0	0.26875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9067	-0.63876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110004E09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95552	0	0	0.41144	0	0.57384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94244	0	0	0.84437	0	0	-0.31194	0	0	0	0	0	0	0	0	0.072053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.28055	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.60039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110008F13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.11616	0	0	0	0	0	0	0	0	0.1098	0	0	0.86316	0	0	0.27347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.51552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110065P20Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53369	0.23567	0	0.49035	0	0	0	0	0	0	0.12887	0.95291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.44124	0	0	0.60907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.70675	0	0	0	0	0	0	0	0	0.82495	0	0	0	0.61392	0	0	0.68967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54719	0	0	0	0	0	0	0	0	0
1190007I07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.94506	0	0	0	0	0	-0.27583	0	0	0	0	0	0.75297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.94767	0	0.95029	0	0	0	0	0	0	0	0.75734	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.22858	0	0	0	0	0	0	0	0.72761	0.77261	-0.65145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15849	0	0	0	0	0	0	0	0.54719	0	0	0	-0.75297	0.58074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24276	0.88812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1500012F01Rik	0	0	0	0	0	0	0	0	0	0	0	0	-0.34006	0	0	0	0	0	0	-0.86097	0	0	0	0	0	0.44124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.65145	0	-0.23331	0	0.71982	0	0	0	0	0	0	0	0	0	0.26639	0.23567	0	0	0	0	0.35974	0.90234	0	0.33325	-0.15849	0	0	0	0	0	0	0.20052	0	0	0	0.27111	0	0	0	0	0	0	0	0	-0.27111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.27111	0	0	0	0	0	0	0	0	0.71982	0	0	0	0	0	0	0.703	0	0	0	0	0	0.11298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1600014C10Rik	0	0	0	0	0	0	0	0	0	0	0	0.90525	0	0.96337	0	0	0	0	0	0.82375	0	0	0	0.26875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30215	0	0.94244	0.81295	0	0	0	0	0	0	0	0	0	0	0	-0.46767	0.53669	0	0	0	-0.96076	-0.88347	0	-0.9096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27347	0	0	0.57614	0	0.59533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97122	-0.42204	0	0	0	0	0	0	0	0	0	0.34006	0	0	0	0	0	0.44467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.63734	0	0
1810009A15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7906	0.53669	0	0	0	0	0.9096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.70175	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810022K09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.63451	0	0	0	0	0	0	0	0	0	0	0	0.94244	0	0	0	0	0	0	0	0	0	0.70051	0	0	0	0	0	0	0	0	-0.55828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15849	0	0	0	0	0	-0.34006	0	0	0	0	0	0	0	0	0.36784	-0.51552	0	0	0	0	0	0	0	-0.57729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.30704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.23567	0	0	0.20052	0	0	0	0	0	0.90234	0	0.94767	0	0	0	0	0	0	0	0	0	0	0.30949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810037I17Rik	0	0	0	0	0	0.63734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86316	0	0	0	0	0	0	0	0	0	0	0.39521	0	0	0	0.6331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.16192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010107E04Rik	-0.17221	0	0	0	0	0	0	0	0	0	0	0	-0.42053	0	0	0	0	0	0	0	0	0	0	0	0	0.9038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12252	0	0	0	-0.30949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.32871	-0.9096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.13205	0	0	0	0	0	0	0	0	0	0	0	0.46767	0	0	0	0	0	0	0	0	0	0	0	0	0.41447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.16878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.28292	0
2010111I01Rik	0	0	0	0	0	0	0	0	0	0.55965	0	0	0	0	0	0	0	0	0	0.51248	0	0	0.23803	0.16192	0.42053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75297	0.57499	0	0	0.86645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.82495	-0.708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.082635	0	0.068526	0	0	0	0	0.93982	0	0	0	0	0.15849	0	0	0	0	0	0	0	0	0	0	-0.31194	0	0	0	0	-0.44296	0	0	0	0	0	0	0	0	0	0	0.11298	0	0	0	0	0	0	-0.41296	0	0	0	0	0	0.2404	0	0	0.17908	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65257	0	0	0	0.64158	0	0.20052	0	0	0	0	0.12887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2210016F16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.708	0	0	0	0	0	0.93982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2410006H16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.34459	0	0	0	0	0	0.9038	0	0	0	0	0	0	0	0	0	0.6492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.27819	0	0	0	0	0	0	0	0	0.78831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.80575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2700029M09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.33779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82495	0.84437	0	0.77137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55691	0	0	0	0	0	0	0	0	0.86536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71982	0	0	0	0	0	0.82495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2700060E02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.31194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2810004N23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.15505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33098	0	0	0	0	0	-0.16192	0	0.9067	0	0	0	0	0	0	0	0	0	0.11934	0.49196	0	0	0	0	0.43952	0	0	0.26639	0	0	0	0	0	0	0	0	0	0	0	0.57959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44296	0	0.068526	0	0
2810417H13Rik	0	0	0	0	0	0	0	0	0	0	0	0.072053	0	0	0	0	0	0	0	0.94506	0	0	0	0	0	0	0	0	0	0	0	0	0.36177	0	0	0	0	0.23567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.20635	0	0	0	0	0	0	0	-0.16192	0	0	0	0	0	0	0	0	0	0	0	0	0.77012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16535	0	0	0	0	0	0	0	0	0	0	0	0.57384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.72538	0	0
9130401M01Rik	0	0	0.91251	0	0	0	0	0	0	0	0.27111	0	0	0	0	0	0	0	0.96337	0	0	0	0	0	0	0	0	0	0.55828	0	0	0	0	0	0	0.78602	0	0	0	0	0.70425	0	0	0	0	0	0.86207	0	0	0	0	0	0	0	0	0	0	0.24276	0	0	0	0	0.16535	0	0	0	0	0	0	0	0	0	0	0.88464	0	0	0	0.95029	0	0	0	0	0	0	0	0	0	0.46219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65032	0	0	0	0	0	0.82135	-0.26639	0	0	0	0.27111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58074	0	0
A430093F15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7187	0	0	0	0	0	0	0	0	0	0	0.12252	0.7906	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.22858	0	0.35974	0.23567	0	0	0	0.6537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.65032	0	0	0	0	0	0	0	0	0	0	0.30704	0	0	0	0	0	0.27347	0	0	0	0	0	0	0	0	0	-0.50003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.42659	0.3046	0	0	0	0	0	0	0.77386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.85178	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.51856	0	0
AA467197	0	0	0	0	0	0	0	0	0	0	0	0.19469	0	0.95029	0	0	0	0	0	0.9096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73613	0	0.39332	0.83095	0	0	0	0	0	0	0	0	0	0	0	-0.53819	0.77261	0	0	0	-0.95814	-0.96076	0	-0.95029	0.84808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.60165	0	0	0	0	0	0.42053	0	0	0	0	0	0	0.39709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61997	0.81175	0	0	0	0	0	0	0	0	-0.89799	0.94244	-0.93459	-0.7265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63734	0	0	0	0	0	0	0	0	-0.96337	0	0
AC102758.1	0	0	0	0	0	0	0	0	0	0	0	0.53369	0	0.94244	0	0	0	0	0	0.89944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94767	0	0.15849	0.68849	0	0	0	0	0	0	0	0	0	0	0	-0.15162	0.82735	0	0	0	-0.93982	-0.95291	0	-0.94244	0.75407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10663	0	0.78945	0	0	0	0	-0.23803	0	0.63734	0	0	0	0	0	0.85302	0	0	0	0	0	0.16535	0	0	0	0	0	0	0.46949	-0.33779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57384	0	0	0	0	0	0	0	0	-0.36177	0.63451	-0.82975	-0.11616	-0.41901	0	0	0	0	0	0	0	0	0	0	0	0	0	0.70175	0	0	0	0	0	0	0	0	0	0.24276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73923	0	0	0	0	0	0	0	0	-0.91106	0	0
AC116451.1	0	0	0	0	0	0	0	0	0	0	0	0.82735	0	0.6492	0	0	0	0	0	0.82135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33325	0.19177	0	0	0	0	0	0	0	0	0	0.61513	0	-0.38766	0.43952	0	0	0	-0.76887	-0.76887	0	-0.86097	0.65032	0	0	0	0	0	0	0	0	0	0	0	0.63876	0	0	0.072053	0	0	0.5928	0	0.30215	0	0	0	0	-0.1098	0	0	0	0	0	0	0	0.69203	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.57614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26639	0	0	0	0	0	0	0	0	-0.51248	0	-0.4378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.51856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27111	0	0	0	0	0	0	0	0	-0.68731	0	0
AC122290.1	0	0	0	0	0	0	0	0	0	0	0	0.66895	0	0.66895	0	0	0	0	0	0.82375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.671	0	0	0	-0.6492	0	0	-0.68377	0.35772	0	0	0	0	0	0	0	0	0	0	-0.23803	0.46584	0	0	0	0	0	0	0	0.66997	0	0	0	0	0	0	0.26875	0	0	0	0	0	0.068526	0	0	0	0	0	0.36379	0	0	0	0	0	0	0.11298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29726	0	0	0	0	0	0	0	0	0	0.43952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44124	0	0	0	0	0	0	0	0	-0.057944	0	0
AC123611.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7187	0	0	0.79289	0	0	0	0	0	0	0	0	0	0	0	-0.33325	0.46584	0	0	0	-0.94506	-0.57499	0	-0.94244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22858	0	0	0	0	0	0	0.82975	0	0	0	0	0	0.51704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77261	-0.23803	-0.072053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.90815	0	0	0	0	0	0	-0.16535	0	0	0.20052	0	0	0	0	0.86864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49035	0	0	0	0	0	0	0	0	-0.95814	0	0
AI662270	0	0	0	0	0	0	0.70675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55143	0	0	0	0.51096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29726	0.65032	0	0.88347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
